"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display"
"4",1601673901570,2,"02/10/2020 23:25:01","BLIND",7153620,NA,"complete",NA,"5f7799656806a61a583dc152","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",47233.73,NA,NA,"",NA,"AlicePictureMappingIntroVid"
"5",1601673933489,2,"02/10/2020 23:25:33","BLIND",7153620,NA,"complete",NA,"5f7799656806a61a583dc152","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",1,"Text","advancementZone","continue_button",47233.73,NA,NA,"",NA,"SportenPictureMapping"
"6",1601673935972,2,"02/10/2020 23:25:35","BLIND",7153620,NA,"complete",NA,"5f7799656806a61a583dc152","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",2,"JoL1","Three","response_button_text",47233.73,NA,NA,"2",1,"SportenPictureMapping"
"7",1601673942650,2,"02/10/2020 23:25:42","BLIND",7153620,NA,"complete",NA,"5f7799656806a61a583dc152","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard",47233.73,NA,NA,"",NA,"SportenPictureMapping"
"8",1601673977622,2,"02/10/2020 23:26:17","BLIND",7153620,NA,"complete",NA,"5f7799656806a61a583dc152","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",4,"PictureMapping","PictureMappingResponse","response_text_entry",47233.73,NA,NA,"0",NA,"SportenPictureMapping"
"9",1601673977626,2,"02/10/2020 23:26:17","BLIND",7153620,NA,"complete",NA,"5f7799656806a61a583dc152","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",4,"PictureMapping","Zone3","continue_button",47233.73,NA,NA,"",NA,"SportenPictureMapping"
"1",1601662295679,2,"02/10/2020 20:11:35","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,""
"10",1601662533437,2,"02/10/2020 20:15:33","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",5,"JoL2","Two","response_button_text",47233.73,NA,NA,"2",1,"SportenPictureMapping"
"11",1601662535636,2,"02/10/2020 20:15:35","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",6,"InstructieToets","advancementZone","continue_button",47233.73,NA,NA,"",NA,"SportenPictureMapping"
"12",1601662570054,2,"02/10/2020 20:16:10","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",7,"Test","buttonA","response_text_area",47233.73,NA,NA,"?",NA,"SportenPictureMapping"
"13",1601662570055,2,"02/10/2020 20:16:10","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",7,"Test","buttonB","continue_button",47233.73,NA,NA,"",NA,"SportenPictureMapping"
"14",1601662572790,2,"02/10/2020 20:16:12","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",4,"1",1,"Screen 1","advancementZone","continue_button",47233.73,NA,NA,"",NA,"ReadyForExperiment"
"15",1601662572792,2,"02/10/2020 20:16:12","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","",NA,"END TASK",NA,"","","",277113,NA,NA,"",NA,""
"2",1601662300977,2,"02/10/2020 20:11:40","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",1,"1",1,"Screen 1","advancementZone","continue_button",47233.73,NA,NA,"",NA,"IntroAlice"
"3",1601662443360,2,"02/10/2020 20:14:03","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",2,"1",1,"Screen 1","content","content_video",47233.73,NA,NA,"",NA,"AlicePictureMappingIntroVid"
"4",1601662445670,2,"02/10/2020 20:14:05","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",47233.73,NA,NA,"",NA,"AlicePictureMappingIntroVid"
"5",1601662482155,2,"02/10/2020 20:14:42","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",1,"Text","advancementZone","continue_button",47233.73,NA,NA,"",NA,"SportenPictureMapping"
"6",1601662484720,2,"02/10/2020 20:14:44","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",2,"JoL1","Three","response_button_text",47233.73,NA,NA,"2",1,"SportenPictureMapping"
"7",1601662489446,2,"02/10/2020 20:14:49","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard",47233.73,NA,NA,"",NA,"SportenPictureMapping"
"8",1601662529923,2,"02/10/2020 20:15:29","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",4,"PictureMapping","PictureMappingResponse","response_text_entry",47233.73,NA,NA,"2",NA,"SportenPictureMapping"
"9",1601662529924,2,"02/10/2020 20:15:29","BLIND",8400491,NA,"complete",NA,"5f776d0a89e29413cd7a7378","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x947","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",4,"PictureMapping","Zone3","continue_button",47233.73,NA,NA,"",NA,"SportenPictureMapping"
"END OF FILE",NA,NA,"","",NA,NA,"",NA,"","","","","","","","","","",NA,"",NA,"","","",47233.73,NA,NA,"",NA,""
"END OF FILE",NA,NA,"","",NA,NA,"",NA,"","","","","","","","","","",NA,"",NA,"","","",NA,NA,NA,"",NA,""
