"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display"
"4",1605104200035,1,"11/11/2020 15:16:40","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",2,"1",1,"Screen 1","content","content_video","83690.4010096116",NA,NA,"",NA,"AlicePictureMappingIntroVid"
"5",1605104964366,1,"11/11/2020 15:29:24","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",2,"1",2,"Klaar4Sporten","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"AlicePictureMappingIntroVid"
"6",1605105005645,1,"11/11/2020 15:30:05","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",1,"Text","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"7",1605105008774,1,"11/11/2020 15:30:08","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",2,"JoL1","Two","response_button_text","83690.4010096116",NA,NA,"4",1,"SportenPictureMapping"
"8",1605105012213,1,"11/11/2020 15:30:12","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"9",1605105074733,1,"11/11/2020 15:31:14","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",4,"PictureMapping","PictureMappingResponse","response_text_entry","83690.4010096116",NA,NA,"2",NA,"SportenPictureMapping"
"1",1604070644525,1,"30/10/2020 16:10:44","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"10",1604070906105,1,"30/10/2020 16:15:06","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",5,"JoL2","Two","response_button_text","83690.4010096116",NA,NA,"4",1,"SportenPictureMapping"
"11",1604070908404,1,"30/10/2020 16:15:08","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",6,"InstructieToets","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"12",1604070981094,1,"30/10/2020 16:16:21","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",7,"Test","buttonA","response_text_area","83690.4010096116",NA,NA,"e36",NA,"SportenPictureMapping"
"13",1604070981095,1,"30/10/2020 16:16:21","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",7,"Test","buttonB","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"14",1604070982888,1,"30/10/2020 16:16:22","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",4,"1",1,"Screen 1","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"ReadyForExperiment"
"15",1604070982891,1,"30/10/2020 16:16:22","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","",NA,"END TASK",NA,"","","","338366",NA,NA,"",NA,""
"2",1604070648871,1,"30/10/2020 16:10:48","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",1,"1",1,"Screen 1","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"IntroAlice"
"3",1604070799128,1,"30/10/2020 16:13:19","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",2,"1",1,"Screen 1","content","content_video","83690.4010096116",NA,NA,"",NA,"AlicePictureMappingIntroVid"
"4",1604070808052,1,"30/10/2020 16:13:28","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",2,"1",2,"Klaar4Sporten","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"AlicePictureMappingIntroVid"
"5",1604070845249,1,"30/10/2020 16:14:05","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",1,"Text","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"6",1604070847321,1,"30/10/2020 16:14:07","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",2,"JoL1","Three","response_button_text","83690.4010096116",NA,NA,"4",1,"SportenPictureMapping"
"7",1604070852203,1,"30/10/2020 16:14:12","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"8",1604070904013,1,"30/10/2020 16:15:04","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",4,"PictureMapping","PictureMappingResponse","response_text_entry","83690.4010096116",NA,NA,"2",NA,"SportenPictureMapping"
"9",1604070904014,1,"30/10/2020 16:15:04","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",4,"PictureMapping","Zone3","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"1",1604569382351,1,"05/11/2020 10:43:02","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"10",1604569643802,1,"05/11/2020 10:47:23","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",4,"PictureMapping","Zone3","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"11",1604569647493,1,"05/11/2020 10:47:27","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",5,"JoL2","Two","response_button_text","83690.4010096116",NA,NA,"4",1,"SportenPictureMapping"
"12",1604569649429,1,"05/11/2020 10:47:29","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",6,"InstructieToets","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"13",1604569756567,1,"05/11/2020 10:49:16","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",7,"Test","buttonA","response_text_area","83690.4010096116",NA,NA,"YHaZMb6KU",NA,"SportenPictureMapping"
"14",1604569756568,1,"05/11/2020 10:49:16","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",7,"Test","buttonB","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"15",1604569758444,1,"05/11/2020 10:49:18","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",4,"1",1,"Screen 1","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"ReadyForExperiment"
"16",1604569758448,1,"05/11/2020 10:49:18","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","",NA,"END TASK",NA,"","","","376097",NA,NA,"",NA,""
"2",1604569385735,1,"05/11/2020 10:43:05","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",1,"1",1,"Screen 1","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"IntroAlice"
"3",1604569395741,1,"05/11/2020 10:43:15","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","",NA,"",NA,"","","","83690.4010096116",NA,NA,"A loading delay of more than 10s was detected.",NA,""
"4",1604569544956,1,"05/11/2020 10:45:44","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",2,"1",1,"Screen 1","content","content_video","83690.4010096116",NA,NA,"",NA,"AlicePictureMappingIntroVid"
"5",1604569547662,1,"05/11/2020 10:45:47","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",2,"1",2,"Klaar4Sporten","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"AlicePictureMappingIntroVid"
"6",1604569591073,1,"05/11/2020 10:46:31","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",1,"Text","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"7",1604569593817,1,"05/11/2020 10:46:33","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",2,"JoL1","Two","response_button_text","83690.4010096116",NA,NA,"4",1,"SportenPictureMapping"
"8",1604569597890,1,"05/11/2020 10:46:37","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"9",1604569643800,1,"05/11/2020 10:47:23","BLIND",2409999,NA,"complete",NA,"5fa3c8382f35860107f38c45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",4,"PictureMapping","PictureMappingResponse","response_text_entry","83690.4010096116",NA,NA,"1",NA,"SportenPictureMapping"
"1",1604687535741,1,"06/11/2020 19:32:15","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"10",1604687765999,1,"06/11/2020 19:36:05","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",5,"JoL2","Three","response_button_text","83690.4010096116",NA,NA,"4",1,"SportenPictureMapping"
"11",1604687768454,1,"06/11/2020 19:36:08","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",6,"InstructieToets","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"12",1604687809492,1,"06/11/2020 19:36:49","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",7,"Test","buttonA","response_text_area","83690.4010096116",NA,NA,"fwC44D9ap",NA,"SportenPictureMapping"
"13",1604687809494,1,"06/11/2020 19:36:49","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",7,"Test","buttonB","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"14",1604687812207,1,"06/11/2020 19:36:52","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",4,"1",1,"Screen 1","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"ReadyForExperiment"
"15",1604687812211,1,"06/11/2020 19:36:52","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","",NA,"END TASK",NA,"","","","276470",NA,NA,"",NA,""
"2",1604687540211,1,"06/11/2020 19:32:20","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",1,"1",1,"Screen 1","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"IntroAlice"
"3",1604687687597,1,"06/11/2020 19:34:47","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",2,"1",1,"Screen 1","content","content_video","83690.4010096116",NA,NA,"",NA,"AlicePictureMappingIntroVid"
"4",1604687692479,1,"06/11/2020 19:34:52","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",2,"1",2,"Klaar4Sporten","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"AlicePictureMappingIntroVid"
"5",1604687720735,1,"06/11/2020 19:35:20","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",1,"Text","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"6",1604687723657,1,"06/11/2020 19:35:23","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",2,"JoL1","Three","response_button_text","83690.4010096116",NA,NA,"4",1,"SportenPictureMapping"
"7",1604687727097,1,"06/11/2020 19:35:27","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"8",1604687762160,1,"06/11/2020 19:36:02","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",4,"PictureMapping","PictureMappingResponse","response_text_entry","83690.4010096116",NA,NA,"3",NA,"SportenPictureMapping"
"9",1604687762162,1,"06/11/2020 19:36:02","BLIND",2545370,NA,"complete",NA,"5fa59670ded6100c43392030","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1280x720","1280x578","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",4,"PictureMapping","Zone3","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"1",1604243561411,1,"01/11/2020 16:12:41","BLIND",3425604,NA,"complete",NA,"5f9ec072c5870547e2c545c4","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x792","PictureMapping","AliceSportIntroPictureMapping","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"10",1604243817422,1,"01/11/2020 16:16:57","BLIND",3425604,NA,"complete",NA,"5f9ec072c5870547e2c545c4","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x792","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",5,"JoL2","Three","response_button_text","83690.4010096116",NA,NA,"4",1,"SportenPictureMapping"
"11",1604243820016,1,"01/11/2020 16:17:00","BLIND",3425604,NA,"complete",NA,"5f9ec072c5870547e2c545c4","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x792","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",6,"InstructieToets","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"12",1604243990523,1,"01/11/2020 16:19:50","BLIND",3425604,NA,"complete",NA,"5f9ec072c5870547e2c545c4","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x792","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",7,"Test","buttonA","response_text_area","83690.4010096116",NA,NA,"FwH56",NA,"SportenPictureMapping"
"13",1604243990535,1,"01/11/2020 16:19:50","BLIND",3425604,NA,"complete",NA,"5f9ec072c5870547e2c545c4","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x792","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",3,"1",7,"Test","buttonB","continue_button","83690.4010096116",NA,NA,"",NA,"SportenPictureMapping"
"14",1604243993122,1,"01/11/2020 16:19:53","BLIND",3425604,NA,"complete",NA,"5f9ec072c5870547e2c545c4","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x792","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",4,"1",1,"Screen 1","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"ReadyForExperiment"
"15",1604243993127,1,"01/11/2020 16:19:53","BLIND",3425604,NA,"complete",NA,"5f9ec072c5870547e2c545c4","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x792","PictureMapping","AliceSportIntroPictureMapping","",NA,"END TASK",NA,"","","","431716",NA,NA,"",NA,""
"2",1604243567334,1,"01/11/2020 16:12:47","BLIND",3425604,NA,"complete",NA,"5f9ec072c5870547e2c545c4","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x792","PictureMapping","AliceSportIntroPictureMapping","AliceSportIntroPictureMapping",1,"1",1,"Screen 1","advancementZone","continue_button","83690.4010096116",NA,NA,"",NA,"IntroAlice"
