"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"21",1604079350899,1,"30/10/2020 18:35:50","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",7,"1",4,"JoL2","Three","response_button_text",21264.32,NA,NA,"1",1,"MuziekFeedbackOnly",NA
"22",1604079352871,1,"30/10/2020 18:35:52","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",7,"1",5,"InstructieToets","advancementZone","continue_button",21264.32,NA,NA,"",NA,"MuziekFeedbackOnly",NA
"23",1604079415621,1,"30/10/2020 18:36:55","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",7,"1",6,"Test","buttonA","response_text_area",21264.32,NA,NA,"KYOwed34l1",NA,"MuziekFeedbackOnly",NA
"24",1604079415626,1,"30/10/2020 18:36:55","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",7,"1",6,"Test","buttonB","continue_button",21264.32,NA,NA,"",NA,"MuziekFeedbackOnly",NA
"25",1604079416374,1,"30/10/2020 18:36:56","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",6,"3",1,"ReadyForNext","advancementZone","continue_button",21264.32,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"26",1604079454110,1,"30/10/2020 18:37:34","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",1,"Text","advancementZone","continue_button",21264.32,NA,NA,"",NA,"GeldFeedbackOnly",NA
"27",1604079462306,1,"30/10/2020 18:37:42","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",2,"JoL1","Three","response_button_text",21264.32,NA,NA,"1",1,"GeldFeedbackOnly",NA
"28",1604079478070,1,"30/10/2020 18:37:58","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",3,"Feedback","Zone1","continue_button",21264.32,NA,NA,"",NA,"GeldFeedbackOnly",NA
"29",1604079479402,1,"30/10/2020 18:37:59","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",4,"JoL2","One","response_button_text",21264.32,NA,NA,"1",1,"GeldFeedbackOnly",NA
"3",1604079080113,1,"30/10/2020 18:31:20","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",11,"1",2,"JoL1","Four","response_button_text",21264.32,NA,NA,"1",1,"SuezFeedbackOnly",NA
"30",1604079481365,1,"30/10/2020 18:38:01","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",5,"ToetsInstructies","advancementZone","continue_button",21264.32,NA,NA,"",NA,"GeldFeedbackOnly",NA
"31",1604079523647,1,"30/10/2020 18:38:43","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",6,"Test","buttonA","response_text_area",21264.32,NA,NA,"TrdNCN",NA,"GeldFeedbackOnly",NA
"32",1604079523652,1,"30/10/2020 18:38:43","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",6,"Test","buttonB","continue_button",21264.32,NA,NA,"",NA,"GeldFeedbackOnly",NA
"33",1604079526862,1,"30/10/2020 18:38:46","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",8,"4",1,"ReadyForNext","advancementZone","continue_button",21264.32,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"34",1604079571411,1,"30/10/2020 18:39:31","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",1,"Text","advancementZone","continue_button",21264.32,NA,NA,"",NA,"BetonFeedbackOnly",NA
"35",1604079574102,1,"30/10/2020 18:39:34","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",2,"JoL1","Three","response_button_text",21264.32,NA,NA,"1",1,"BetonFeedbackOnly",NA
"36",1604079594774,1,"30/10/2020 18:39:54","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",3,"Feedback","Zone1","continue_button",21264.32,NA,NA,"",NA,"BetonFeedbackOnly",NA
"37",1604079596393,1,"30/10/2020 18:39:56","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",4,"JoL2","Two","response_button_text",21264.32,NA,NA,"1",1,"BetonFeedbackOnly",NA
"38",1604079597745,1,"30/10/2020 18:39:57","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",5,"InstructieToets","advancementZone","continue_button",21264.32,NA,NA,"",NA,"BetonFeedbackOnly",NA
"39",1604079655360,1,"30/10/2020 18:40:55","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",6,"Test","buttonA","response_text_area",21264.32,NA,NA,"eyoisIToV",NA,"BetonFeedbackOnly",NA
"4",1604079089806,1,"30/10/2020 18:31:29","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",11,"1",3,"Feedback","Zone1","continue_button",21264.32,NA,NA,"",NA,"SuezFeedbackOnly",NA
"40",1604079655364,1,"30/10/2020 18:40:55","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",6,"Test","buttonB","continue_button",21264.32,NA,NA,"",NA,"BetonFeedbackOnly",NA
"41",1604079656101,1,"30/10/2020 18:40:56","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",10,"5",1,"ReadyForNext","advancementZone","continue_button",21264.32,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"42",1604079702179,1,"30/10/2020 18:41:42","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",1,"Text","advancementZone","continue_button",21264.32,NA,NA,"",NA,"BotoxFeedbackOnly",NA
"43",1604079703367,1,"30/10/2020 18:41:43","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",2,"JoL1","Four","response_button_text",21264.32,NA,NA,"1",1,"BotoxFeedbackOnly",NA
"44",1604079716719,1,"30/10/2020 18:41:56","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",3,"Feedback","Zone1","continue_button",21264.32,NA,NA,"",NA,"BotoxFeedbackOnly",NA
"45",1604079718381,1,"30/10/2020 18:41:58","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",4,"JoL2","Four","response_button_text",21264.32,NA,NA,"1",1,"BotoxFeedbackOnly",NA
"46",1604079719791,1,"30/10/2020 18:41:59","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",5,"InstructieToets","advancementZone","continue_button",21264.32,NA,NA,"",NA,"BotoxFeedbackOnly",NA
"47",1604079774207,1,"30/10/2020 18:42:54","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",6,"Test","buttonA","response_text_area",21264.32,NA,NA,"e5jj95h",NA,"BotoxFeedbackOnly",NA
"48",1604079774212,1,"30/10/2020 18:42:54","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",6,"Test","buttonB","continue_button",21264.32,NA,NA,"",NA,"BotoxFeedbackOnly",NA
"49",1604079774217,1,"30/10/2020 18:42:54","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","",NA,"END TASK",NA,"","","",755382,NA,NA,"",NA,"",NA
"5",1604079091596,1,"30/10/2020 18:31:31","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",11,"1",4,"JoL2","Three","response_button_text",21264.32,NA,NA,"1",1,"SuezFeedbackOnly",NA
"6",1604079093215,1,"30/10/2020 18:31:33","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",11,"1",5,"InstructieToets","advancementZone","continue_button",21264.32,NA,NA,"",NA,"SuezFeedbackOnly",NA
"7",1604079192298,1,"30/10/2020 18:33:12","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",11,"1",6,"Test","buttonA","response_text_area",21264.32,NA,NA,"pTABxwASPZ",NA,"SuezFeedbackOnly",NA
"8",1604079192301,1,"30/10/2020 18:33:12","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",11,"1",6,"Test","buttonB","continue_button",21264.32,NA,NA,"",NA,"SuezFeedbackOnly",NA
"9",1604079195499,1,"30/10/2020 18:33:15","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","FeedbackOnly","FeedbackOnly",2,"1",1,"ReadyForNext","advancementZone","continue_button",21264.32,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"1",1604072442828,1,"30/10/2020 16:40:42","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"10",1604072552424,1,"30/10/2020 16:42:32","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",1,"Text","advancementZone","continue_button",21264.32,NA,NA,"",NA,"BetonFeedbackOnly",NA
"11",1604072554985,1,"30/10/2020 16:42:34","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",2,"JoL1","Two","response_button_text",21264.32,NA,NA,"1",1,"BetonFeedbackOnly",NA
"12",1604072568585,1,"30/10/2020 16:42:48","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",3,"Feedback","Zone1","continue_button",21264.32,NA,NA,"",NA,"BetonFeedbackOnly",NA
"13",1604072570615,1,"30/10/2020 16:42:50","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",4,"JoL2","Three","response_button_text",21264.32,NA,NA,"1",1,"BetonFeedbackOnly",NA
"14",1604072572834,1,"30/10/2020 16:42:52","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",5,"InstructieToets","advancementZone","continue_button",21264.32,NA,NA,"",NA,"BetonFeedbackOnly",NA
"15",1604072653922,1,"30/10/2020 16:44:13","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",6,"Test","buttonA","response_text_area",21264.32,NA,NA,"c16RRdb0s",NA,"BetonFeedbackOnly",NA
"16",1604072653927,1,"30/10/2020 16:44:13","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",3,"1",6,"Test","buttonB","continue_button",21264.32,NA,NA,"",NA,"BetonFeedbackOnly",NA
"17",1604072656941,1,"30/10/2020 16:44:16","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",4,"2",1,"ReadyForNext","advancementZone","continue_button",21264.32,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"18",1604072897670,1,"30/10/2020 16:48:17","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",1,"Text","advancementZone","continue_button",21264.32,NA,NA,"",NA,"GeldFeedbackOnly",NA
"19",1604072900512,1,"30/10/2020 16:48:20","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",2,"JoL1","Two","response_button_text",21264.32,NA,NA,"1",1,"GeldFeedbackOnly",NA
"2",1604072455941,1,"30/10/2020 16:40:55","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",1,"Text","advancementZone","continue_button",21264.32,NA,NA,"",NA,"BotoxFeedbackOnly",NA
"20",1604073323648,1,"30/10/2020 16:55:23","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",3,"Feedback","Zone1","continue_button",21264.32,NA,NA,"",NA,"GeldFeedbackOnly",NA
"21",1604073324094,1,"30/10/2020 16:55:24","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",4,"JoL2","Three","response_button_text",21264.32,NA,NA,"1",1,"GeldFeedbackOnly",NA
"22",1604073324773,1,"30/10/2020 16:55:24","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",5,"ToetsInstructies","advancementZone","continue_button",21264.32,NA,NA,"",NA,"GeldFeedbackOnly",NA
"23",1604073352713,1,"30/10/2020 16:55:52","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",6,"Test","buttonA","response_text_area",21264.32,NA,NA,"nctdz781Y",NA,"GeldFeedbackOnly",NA
"24",1604073352715,1,"30/10/2020 16:55:52","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",6,"Test","buttonB","continue_button",21264.32,NA,NA,"",NA,"GeldFeedbackOnly",NA
"25",1604073522781,1,"30/10/2020 16:58:42","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",6,"3",1,"ReadyForNext","advancementZone","continue_button",21264.32,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"26",1604073524514,1,"30/10/2020 16:58:44","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",11,"1",1,"Text","advancementZone","continue_button",21264.32,NA,NA,"",NA,"SuezFeedbackOnly",NA
"27",1604073525918,1,"30/10/2020 16:58:45","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",11,"1",2,"JoL1","Two","response_button_text",21264.32,NA,NA,"1",1,"SuezFeedbackOnly",NA
"28",1604073526750,1,"30/10/2020 16:58:46","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","FeedbackOnly","FeedbackOnly",11,"1",3,"Feedback","Zone1","continue_button",21264.32,NA,NA,"",NA,"SuezFeedbackOnly",NA
