"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"19",1605105503231,1,"11/11/2020 15:38:23","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",1,"1",7,"Test","buttonA","response_text_area",25180.34,NA,NA,"js9",NA,"MetroPictureMapping",NA
"2",1605105186671,1,"11/11/2020 15:33:06","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",9,"1",1,"Text","advancementZone","continue_button",25180.34,NA,NA,"",NA,"MuziekPictureMapping",NA
"20",1605105503232,1,"11/11/2020 15:38:23","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",1,"1",7,"Test","buttonB","continue_button",25180.34,NA,NA,"",NA,"MetroPictureMapping",NA
"21",1605105504702,1,"11/11/2020 15:38:24","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",4,"2",1,"ReadyForNext","advancementZone","continue_button",25180.34,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"22",1605105558566,1,"11/11/2020 15:39:18","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",11,"1",1,"Text","advancementZone","continue_button",25180.34,NA,NA,"",NA,"GeldPictureMapping",NA
"23",1605105561206,1,"11/11/2020 15:39:21","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",11,"1",2,"JoL1","Four","response_button_text",25180.34,NA,NA,"1",1,"GeldPictureMapping",NA
"24",1605105563653,1,"11/11/2020 15:39:23","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",11,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard",25180.34,NA,NA,"",NA,"GeldPictureMapping",NA
"25",1605105601294,1,"11/11/2020 15:40:01","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",11,"1",4,"PictureMapping","advancementZone","response_text_entry",25180.34,NA,NA,"3",NA,"GeldPictureMapping",NA
"26",1605105601295,1,"11/11/2020 15:40:01","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",11,"1",4,"PictureMapping","Zone1","continue_button",25180.34,NA,NA,"",NA,"GeldPictureMapping",NA
"27",1605105602605,1,"11/11/2020 15:40:02","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",11,"1",5,"JoL2","Four","response_button_text",25180.34,NA,NA,"1",1,"GeldPictureMapping",NA
"28",1605105604045,1,"11/11/2020 15:40:04","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",11,"1",6,"ToetsInstructie","advancementZone","continue_button",25180.34,NA,NA,"",NA,"GeldPictureMapping",NA
"29",1605105686278,1,"11/11/2020 15:41:26","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",11,"1",7,"Test","buttonA","response_text_area",25180.34,NA,NA,"H55RZQ",NA,"GeldPictureMapping",NA
"3",1605105187942,1,"11/11/2020 15:33:07","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",9,"1",2,"JoL1","Two","response_button_text",25180.34,NA,NA,"1",1,"MuziekPictureMapping",NA
"30",1605105686280,1,"11/11/2020 15:41:26","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",11,"1",7,"Test","buttonB","continue_button",25180.34,NA,NA,"",NA,"GeldPictureMapping",NA
"31",1605105687557,1,"11/11/2020 15:41:27","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",6,"3",1,"ReadyForNext","advancementZone","continue_button",25180.34,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"32",1605105731341,1,"11/11/2020 15:42:11","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",3,"1",1,"Text","advancementZone","continue_button",25180.34,NA,NA,"",NA,"BetonPictureMapping",NA
"33",1605105732790,1,"11/11/2020 15:42:12","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",3,"1",2,"JoL1","Three","response_button_text",25180.34,NA,NA,"1",1,"BetonPictureMapping",NA
"34",1605105734094,1,"11/11/2020 15:42:14","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",3,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard",25180.34,NA,NA,"",NA,"BetonPictureMapping",NA
"35",1605105806886,1,"11/11/2020 15:43:26","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",3,"1",4,"PictureMapping","advancementZone","response_text_entry",25180.34,NA,NA,"6",NA,"BetonPictureMapping",NA
"36",1605105806888,1,"11/11/2020 15:43:26","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",3,"1",4,"PictureMapping","Zone1","continue_button",25180.34,NA,NA,"",NA,"BetonPictureMapping",NA
"37",1605105808629,1,"11/11/2020 15:43:28","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",3,"1",5,"JoL2","Three","response_button_text",25180.34,NA,NA,"1",1,"BetonPictureMapping",NA
"38",1605105809693,1,"11/11/2020 15:43:29","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",3,"1",6,"InstructieToets","advancementZone","continue_button",25180.34,NA,NA,"",NA,"BetonPictureMapping",NA
"39",1605105869678,1,"11/11/2020 15:44:29","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",3,"1",7,"Test","buttonA","response_text_area",25180.34,NA,NA,"V3rQJt5t",NA,"BetonPictureMapping",NA
"4",1605105189574,1,"11/11/2020 15:33:09","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",9,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard",25180.34,NA,NA,"",NA,"MuziekPictureMapping",NA
"40",1605105869679,1,"11/11/2020 15:44:29","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",3,"1",7,"Test","buttonB","continue_button",25180.34,NA,NA,"",NA,"BetonPictureMapping",NA
"41",1605105871046,1,"11/11/2020 15:44:31","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",8,"4",1,"ReadyForNext","advancementZone","continue_button",25180.34,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"42",1605105906774,1,"11/11/2020 15:45:06","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",5,"1",1,"Text","advancementZone","continue_button",25180.34,NA,NA,"",NA,"SuezPictureMapping",NA
"43",1605105907910,1,"11/11/2020 15:45:07","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",5,"1",2,"JoL1","Two","response_button_text",25180.34,NA,NA,"1",1,"SuezPictureMapping",NA
"44",1605105909179,1,"11/11/2020 15:45:09","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",5,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard",25180.34,NA,NA,"",NA,"SuezPictureMapping",NA
"45",1605105940814,1,"11/11/2020 15:45:40","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",5,"1",4,"PictureMapping","advancementZone","response_text_entry",25180.34,NA,NA,"4",NA,"SuezPictureMapping",NA
"46",1605105940815,1,"11/11/2020 15:45:40","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",5,"1",4,"PictureMapping","Zone1","continue_button",25180.34,NA,NA,"",NA,"SuezPictureMapping",NA
"47",1605105942918,1,"11/11/2020 15:45:42","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",5,"1",5,"JoL2","One","response_button_text",25180.34,NA,NA,"1",1,"SuezPictureMapping",NA
"48",1605105943950,1,"11/11/2020 15:45:43","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",5,"1",6,"InstructieToets","advancementZone","continue_button",25180.34,NA,NA,"",NA,"SuezPictureMapping",NA
"49",1605106001894,1,"11/11/2020 15:46:41","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",5,"1",7,"Test","buttonA","response_text_area",25180.34,NA,NA,"ohJ5IJTbz",NA,"SuezPictureMapping",NA
"5",1605105245719,1,"11/11/2020 15:34:05","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",9,"1",4,"PictureMapping","advancementZone","response_text_entry",25180.34,NA,NA,"4",NA,"MuziekPictureMapping",NA
"50",1605106001895,1,"11/11/2020 15:46:41","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",5,"1",7,"Test","buttonB","continue_button",25180.34,NA,NA,"",NA,"SuezPictureMapping",NA
"51",1605106002942,1,"11/11/2020 15:46:42","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",10,"5",1,"ReadyForNext","advancementZone","continue_button",25180.34,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"52",1605106073902,1,"11/11/2020 15:47:53","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",7,"1",1,"Text","advancementZone","continue_button",25180.34,NA,NA,"",NA,"BotoxPictureMapping",NA
"53",1605106074886,1,"11/11/2020 15:47:54","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",7,"1",2,"JoL1","Three","response_button_text",25180.34,NA,NA,"1",1,"BotoxPictureMapping",NA
"54",1605106076083,1,"11/11/2020 15:47:56","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",7,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard",25180.34,NA,NA,"",NA,"BotoxPictureMapping",NA
"55",1605106111566,1,"11/11/2020 15:48:31","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",7,"1",4,"PictureMapping","advancementZone","response_text_entry",25180.34,NA,NA,"4",NA,"BotoxPictureMapping",NA
"56",1605106111568,1,"11/11/2020 15:48:31","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",7,"1",4,"PictureMapping","Zone1","continue_button",25180.34,NA,NA,"",NA,"BotoxPictureMapping",NA
"57",1605106113526,1,"11/11/2020 15:48:33","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",7,"1",5,"JoL2","Two","response_button_text",25180.34,NA,NA,"1",1,"BotoxPictureMapping",NA
"58",1605106114445,1,"11/11/2020 15:48:34","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",7,"1",6,"InstructieToets","advancementZone","continue_button",25180.34,NA,NA,"",NA,"BotoxPictureMapping",NA
"59",1605106164063,1,"11/11/2020 15:49:24","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",7,"1",7,"Test","buttonA","response_text_area",25180.34,NA,NA,"LSplPQPa",NA,"BotoxPictureMapping",NA
"6",1605105245720,1,"11/11/2020 15:34:05","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",9,"1",4,"PictureMapping","Zone1","continue_button",25180.34,NA,NA,"",NA,"MuziekPictureMapping",NA
"60",1605106164063,1,"11/11/2020 15:49:24","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",7,"1",7,"Test","buttonB","continue_button",25180.34,NA,NA,"",NA,"BotoxPictureMapping",NA
"61",1605106164065,1,"11/11/2020 15:49:24","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","",NA,"END TASK",NA,"","","",1011147,NA,NA,"",NA,"",NA
"7",1605105247429,1,"11/11/2020 15:34:07","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",9,"1",5,"JoL2","Two","response_button_text",25180.34,NA,NA,"1",1,"MuziekPictureMapping",NA
"8",1605105248646,1,"11/11/2020 15:34:08","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",9,"1",6,"InstructieToets","advancementZone","continue_button",25180.34,NA,NA,"",NA,"MuziekPictureMapping",NA
"9",1605105304717,1,"11/11/2020 15:35:04","BLIND",1071064,NA,"complete",NA,"5fabf11c85a54d0b95e9da33","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","PictureMapping","PictureMapping","PictureMapping",9,"1",7,"Test","buttonA","response_text_area",25180.34,NA,NA,"oFxJB",NA,"MuziekPictureMapping",NA
"1",1604070984660,1,"30/10/2020 16:16:24","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"10",1604071164759,1,"30/10/2020 16:19:24","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","PictureMapping",3,"1",7,"Test","buttonB","continue_button",25180.34,NA,NA,"",NA,"BetonPictureMapping",NA
"11",1604071168908,1,"30/10/2020 16:19:28","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","PictureMapping",2,"1",1,"ReadyForNext","advancementZone","continue_button",25180.34,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"12",1604071203755,1,"30/10/2020 16:20:03","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","PictureMapping",1,"1",1,"Text","advancementZone","continue_button",25180.34,NA,NA,"",NA,"MetroPictureMapping",NA
"13",1604071205595,1,"30/10/2020 16:20:05","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","PictureMapping",1,"1",2,"JoL1","Two","response_button_text",25180.34,NA,NA,"1",1,"MetroPictureMapping",NA
"14",1604071207023,1,"30/10/2020 16:20:07","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","PictureMapping",1,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard",25180.34,NA,NA,"",NA,"MetroPictureMapping",NA
"15",1604071271415,1,"30/10/2020 16:21:11","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","PictureMapping",1,"1",4,"PictureMapping","advancementZone","response_text_entry",25180.34,NA,NA,"3",NA,"MetroPictureMapping",NA
"16",1604071271417,1,"30/10/2020 16:21:11","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","PictureMapping",1,"1",4,"PictureMapping","Zone1","continue_button",25180.34,NA,NA,"",NA,"MetroPictureMapping",NA
"17",1604071275914,1,"30/10/2020 16:21:15","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","PictureMapping",1,"1",5,"JoL2","Two","response_button_text",25180.34,NA,NA,"1",1,"MetroPictureMapping",NA
"18",1604071277676,1,"30/10/2020 16:21:17","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","PictureMapping",1,"1",6,"InstructieToets","advancementZone","continue_button",25180.34,NA,NA,"",NA,"MetroPictureMapping",NA
"19",1604071385659,1,"30/10/2020 16:23:05","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","PictureMapping",1,"1",7,"Test","buttonA","response_text_area",25180.34,NA,NA,"rnxzpjp",NA,"MetroPictureMapping",NA
"2",1604071044052,1,"30/10/2020 16:17:24","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","PictureMapping",3,"1",1,"Text","advancementZone","continue_button",25180.34,NA,NA,"",NA,"BetonPictureMapping",NA
"20",1604071385661,1,"30/10/2020 16:23:05","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","PictureMapping",1,"1",7,"Test","buttonB","continue_button",25180.34,NA,NA,"",NA,"MetroPictureMapping",NA
"21",1604071388280,1,"30/10/2020 16:23:08","BLIND",1624316,NA,"complete",NA,"5f9c2c1feef84507fa1c53d7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","PictureMapping","PictureMapping","PictureMapping",4,"2",1,"ReadyForNext","advancementZone","continue_button",25180.34,NA,NA,"",NA,"ReadyForNextTextScreen",NA
