"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display"
"1",1604157399337,1,"31/10/2020 16:16:39","BLIND",6360303,NA,"complete",NA,"5f9d7f9fe264282b3d6e9755","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1366x768","1366x625","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604157402693,1,"31/10/2020 16:16:42","BLIND",6360303,NA,"complete",NA,"5f9d7f9fe264282b3d6e9755","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1366x768","1366x625","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",1,"1",1,"Screen 1","advancementZone","continue_button","48735.3",NA,NA,"",NA,"IntroAlice"
"3",1604157560678,1,"31/10/2020 16:19:20","BLIND",6360303,NA,"complete",NA,"5f9d7f9fe264282b3d6e9755","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1366x768","1366x625","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",1,"Screen 1","content","content_video","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"4",1604157563479,1,"31/10/2020 16:19:23","BLIND",6360303,NA,"complete",NA,"5f9d7f9fe264282b3d6e9755","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1366x768","1366x625","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"5",1604157563487,1,"31/10/2020 16:19:23","BLIND",6360303,NA,"complete",NA,"5f9d7f9fe264282b3d6e9755","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1366x768","1366x625","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"END TASK",NA,"","","","164151",NA,NA,"",NA,""
"1",1604759175189,1,"07/11/2020 15:26:15","BLIND",6389245,NA,"complete",NA,"5fa6ae503eb2b02fad3464c7","computer","Desktop or Laptop","Mac OS 10.15.6","Chrome 86.0.4240.111","2560x1440","1009x718","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604759179247,1,"07/11/2020 15:26:19","BLIND",6389245,NA,"complete",NA,"5fa6ae503eb2b02fad3464c7","computer","Desktop or Laptop","Mac OS 10.15.6","Chrome 86.0.4240.111","2560x1440","1009x718","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",1,"1",1,"Screen 1","advancementZone","continue_button","48735.3",NA,NA,"",NA,"IntroAlice"
"3",1604759334686,1,"07/11/2020 15:28:54","BLIND",6389245,NA,"complete",NA,"5fa6ae503eb2b02fad3464c7","computer","Desktop or Laptop","Mac OS 10.15.6","Chrome 86.0.4240.111","2560x1440","1009x1017","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",1,"Screen 1","content","content_video","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"4",1604759339024,1,"07/11/2020 15:28:59","BLIND",6389245,NA,"complete",NA,"5fa6ae503eb2b02fad3464c7","computer","Desktop or Laptop","Mac OS 10.15.6","Chrome 86.0.4240.111","2560x1440","1009x1017","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"5",1604759339028,1,"07/11/2020 15:28:59","BLIND",6389245,NA,"complete",NA,"5fa6ae503eb2b02fad3464c7","computer","Desktop or Laptop","Mac OS 10.15.6","Chrome 86.0.4240.111","2560x1440","1009x1017","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"END TASK",NA,"","","","163839",NA,NA,"",NA,""
"1",1604571544211,1,"05/11/2020 11:19:04","BLIND",7205621,NA,"complete",NA,"5fa3d11f3078fb00090d0d9b","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x970","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604571548852,1,"05/11/2020 11:19:08","BLIND",7205621,NA,"complete",NA,"5fa3d11f3078fb00090d0d9b","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x970","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",1,"1",1,"Screen 1","advancementZone","continue_button","48735.3",NA,NA,"",NA,"IntroAlice"
"3",1604571704309,1,"05/11/2020 11:21:44","BLIND",7205621,NA,"complete",NA,"5fa3d11f3078fb00090d0d9b","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x970","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",1,"Screen 1","content","content_video","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"4",1604571706613,1,"05/11/2020 11:21:46","BLIND",7205621,NA,"complete",NA,"5fa3d11f3078fb00090d0d9b","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x970","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"5",1604571706616,1,"05/11/2020 11:21:46","BLIND",7205621,NA,"complete",NA,"5fa3d11f3078fb00090d0d9b","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x970","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"END TASK",NA,"","","","162405",NA,NA,"",NA,""
"1",1604088376468,1,"30/10/2020 21:06:16","BLIND",7535758,NA,"complete",NA,"5f9c71fb0137961251e6e390","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x722","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604088380032,1,"30/10/2020 21:06:20","BLIND",7535758,NA,"complete",NA,"5f9c71fb0137961251e6e390","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x722","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",1,"1",1,"Screen 1","advancementZone","continue_button","48735.3",NA,NA,"",NA,"IntroAlice"
"3",1604088542318,1,"30/10/2020 21:09:02","BLIND",7535758,NA,"complete",NA,"5f9c71fb0137961251e6e390","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x722","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",1,"Screen 1","content","content_video","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"4",1604088544751,1,"30/10/2020 21:09:04","BLIND",7535758,NA,"complete",NA,"5f9c71fb0137961251e6e390","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x722","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"5",1604088544755,1,"30/10/2020 21:09:04","BLIND",7535758,NA,"complete",NA,"5f9c71fb0137961251e6e390","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x722","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"END TASK",NA,"","","","168287",NA,NA,"",NA,""
