"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"19",1601714917839,2,"03/10/2020 10:48:37","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",12,"1",3,"Diagram","DiagBox4","response_text_area",25360.9780740746,NA,NA,"Ln1O094H",NA,"GeldDiagramFeedback",NA
"2",1601714640221,2,"03/10/2020 10:44:00","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",1,"1",1,"Text","advancementZone","continue_button",25360.9780740746,NA,NA,"",NA,"SportenDiagramFeedback",NA
"20",1601714917839,2,"03/10/2020 10:48:37","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",12,"1",3,"Diagram","DiagBox1","response_text_area",25360.9780740746,NA,NA,"Zsy1eoY2",NA,"GeldDiagramFeedback",NA
"21",1601714917840,2,"03/10/2020 10:48:37","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",12,"1",3,"Diagram","Zone1","continue_button",25360.9780740746,NA,NA,"",NA,"GeldDiagramFeedback",NA
"22",1601714945628,2,"03/10/2020 10:49:05","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",12,"1",4,"Feedback","Zone1","continue_button",25360.9780740746,NA,NA,"",NA,"GeldDiagramFeedback",NA
"23",1601714946772,2,"03/10/2020 10:49:06","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",12,"1",5,"JoL2","One","response_button_text",25360.9780740746,NA,NA,"3",1,"GeldDiagramFeedback",NA
"24",1601714948237,2,"03/10/2020 10:49:08","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",12,"1",6,"InstructieToets","advancementZone","continue_button",25360.9780740746,NA,NA,"",NA,"GeldDiagramFeedback",NA
"25",1601714999252,2,"03/10/2020 10:49:59","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",12,"1",7,"Test","buttonA","response_text_area",25360.9780740746,NA,NA,"qDyz3p",NA,"GeldDiagramFeedback",NA
"26",1601714999254,2,"03/10/2020 10:49:59","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",12,"1",7,"Test","buttonB","continue_button",25360.9780740746,NA,NA,"",NA,"GeldDiagramFeedback",NA
"27",1601715005060,2,"03/10/2020 10:50:05","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",3,"1",1,"Screen 1","advancementZone","continue_button",25360.9780740746,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"28",1601715049197,2,"03/10/2020 10:50:49","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",1,"Text","advancementZone","continue_button",25360.9780740746,NA,NA,"",NA,"MuziekDiagramFeedback",NA
"29",1601715051949,2,"03/10/2020 10:50:51","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",2,"JoL1","Two","response_button_text",25360.9780740746,NA,NA,"3",1,"MuziekDiagramFeedback",NA
"3",1601714644699,2,"03/10/2020 10:44:04","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",1,"1",2,"JoL1","Two","response_button_text",25360.9780740746,NA,NA,"3",1,"SportenDiagramFeedback",NA
"30",1601715126294,2,"03/10/2020 10:52:06","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",3,"Diagram","DiagBox1","response_text_area",25360.9780740746,NA,NA,"Baq",NA,"MuziekDiagramFeedback",NA
"31",1601715126296,2,"03/10/2020 10:52:06","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",3,"Diagram","DiagBox2","response_text_area",25360.9780740746,NA,NA,"ixVYV5jDu",NA,"MuziekDiagramFeedback",NA
"32",1601715126296,2,"03/10/2020 10:52:06","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",3,"Diagram","DiagBox3","response_text_area",25360.9780740746,NA,NA,"HnCaiPkL",NA,"MuziekDiagramFeedback",NA
"33",1601715126296,2,"03/10/2020 10:52:06","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",3,"Diagram","DiagBox4","response_text_area",25360.9780740746,NA,NA,"sscer",NA,"MuziekDiagramFeedback",NA
"34",1601715126296,2,"03/10/2020 10:52:06","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",3,"Diagram","Zone1","continue_button",25360.9780740746,NA,NA,"",NA,"MuziekDiagramFeedback",NA
"35",1601715138577,2,"03/10/2020 10:52:18","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",4,"Feedback","Zone1","continue_button",25360.9780740746,NA,NA,"",NA,"MuziekDiagramFeedback",NA
"36",1601715140113,2,"03/10/2020 10:52:20","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",5,"JoL2","Four","response_button_text",25360.9780740746,NA,NA,"3",1,"MuziekDiagramFeedback",NA
"37",1601715141001,2,"03/10/2020 10:52:21","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",6,"InstructieToets","advancementZone","continue_button",25360.9780740746,NA,NA,"",NA,"MuziekDiagramFeedback",NA
"38",1601715242608,2,"03/10/2020 10:54:02","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",7,"Test","buttonA","response_text_area",25360.9780740746,NA,NA,"g3dP31Fyv",NA,"MuziekDiagramFeedback",NA
"39",1601715242610,2,"03/10/2020 10:54:02","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",7,"Test","buttonB","continue_button",25360.9780740746,NA,NA,"",NA,"MuziekDiagramFeedback",NA
"4",1601714720780,2,"03/10/2020 10:45:20","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",1,"1",3,"Screen 3","DiagBox1","response_text_area",25360.9780740746,NA,NA,"CZ",NA,"SportenDiagramFeedback",NA
"40",1601715247592,2,"03/10/2020 10:54:07","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",5,"2",1,"Screen 1","advancementZone","continue_button",25360.9780740746,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"41",1601715290608,2,"03/10/2020 10:54:50","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",6,"1",1,"Text","advancementZone","continue_button",25360.9780740746,NA,NA,"",NA,"SuezDiagramFeedback",NA
"42",1601715291824,2,"03/10/2020 10:54:51","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",6,"1",2,"JoL1","Two","response_button_text",25360.9780740746,NA,NA,"3",1,"SuezDiagramFeedback",NA
"43",1601715345641,2,"03/10/2020 10:55:45","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",6,"1",3,"Diagram","DiagBox2","response_text_area",25360.9780740746,NA,NA,"S8r147jhj",NA,"SuezDiagramFeedback",NA
"44",1601715345642,2,"03/10/2020 10:55:45","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",6,"1",3,"Diagram","DiagBox3","response_text_area",25360.9780740746,NA,NA,"VXvjz7vkMy",NA,"SuezDiagramFeedback",NA
"45",1601715345642,2,"03/10/2020 10:55:45","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",6,"1",3,"Diagram","DiagBox4","response_text_area",25360.9780740746,NA,NA,"EeABeNVvn8",NA,"SuezDiagramFeedback",NA
"46",1601715345642,2,"03/10/2020 10:55:45","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",6,"1",3,"Diagram","DiagBox1","response_text_area",25360.9780740746,NA,NA,"bJ8rklr",NA,"SuezDiagramFeedback",NA
"47",1601715345642,2,"03/10/2020 10:55:45","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",6,"1",3,"Diagram","Zone1","continue_button",25360.9780740746,NA,NA,"",NA,"SuezDiagramFeedback",NA
"48",1601715369280,2,"03/10/2020 10:56:09","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",6,"1",4,"Feedback","Zone1","continue_button",25360.9780740746,NA,NA,"",NA,"SuezDiagramFeedback",NA
"49",1601715373551,2,"03/10/2020 10:56:13","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",6,"1",5,"JoL2","Three","response_button_text",25360.9780740746,NA,NA,"3",1,"SuezDiagramFeedback",NA
"5",1601714720782,2,"03/10/2020 10:45:20","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",1,"1",3,"Screen 3","DiagBox2","response_text_area",25360.9780740746,NA,NA,"a3szZw3",NA,"SportenDiagramFeedback",NA
"50",1601715374702,2,"03/10/2020 10:56:14","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",6,"1",6,"InstructieToets","advancementZone","continue_button",25360.9780740746,NA,NA,"",NA,"SuezDiagramFeedback",NA
"51",1601715470214,2,"03/10/2020 10:57:50","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",6,"1",7,"Test","buttonA","response_text_area",25360.9780740746,NA,NA,"sdHtVB",NA,"SuezDiagramFeedback",NA
"52",1601715470215,2,"03/10/2020 10:57:50","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",6,"1",7,"Test","buttonB","continue_button",25360.9780740746,NA,NA,"",NA,"SuezDiagramFeedback",NA
"53",1601715473558,2,"03/10/2020 10:57:53","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",7,"3",1,"Screen 1","advancementZone","continue_button",25360.9780740746,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"54",1601715506846,2,"03/10/2020 10:58:26","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",2,"1",1,"Text","advancementZone","continue_button",25360.9780740746,NA,NA,"",NA,"MetroDiagramFeedback",NA
"55",1601715509486,2,"03/10/2020 10:58:29","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",2,"1",2,"JoL1","One","response_button_text",25360.9780740746,NA,NA,"3",1,"MetroDiagramFeedback",NA
"56",1601715558183,2,"03/10/2020 10:59:18","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",2,"1",3,"Diagram","DiagBox1","response_text_area",25360.9780740746,NA,NA,"mXttfx",NA,"MetroDiagramFeedback",NA
"57",1601715558184,2,"03/10/2020 10:59:18","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",2,"1",3,"Diagram","DiagBox3","response_text_area",25360.9780740746,NA,NA,"GZu",NA,"MetroDiagramFeedback",NA
"58",1601715558184,2,"03/10/2020 10:59:18","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",2,"1",3,"Diagram","DiagBox4","response_text_area",25360.9780740746,NA,NA,"BFA9ZuO7A",NA,"MetroDiagramFeedback",NA
"59",1601715558184,2,"03/10/2020 10:59:18","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",2,"1",3,"Diagram","DiagBox2","response_text_area",25360.9780740746,NA,NA,"cPOUYH",NA,"MetroDiagramFeedback",NA
"6",1601714720782,2,"03/10/2020 10:45:20","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",1,"1",3,"Screen 3","DiagBox3","response_text_area",25360.9780740746,NA,NA,"I4HleBq",NA,"SportenDiagramFeedback",NA
"60",1601715558185,2,"03/10/2020 10:59:18","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",2,"1",3,"Diagram","Zone3","continue_button",25360.9780740746,NA,NA,"",NA,"MetroDiagramFeedback",NA
"61",1601715572622,2,"03/10/2020 10:59:32","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",2,"1",4,"Feedback","Zone3","continue_button",25360.9780740746,NA,NA,"",NA,"MetroDiagramFeedback",NA
"62",1601715573597,2,"03/10/2020 10:59:33","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",2,"1",5,"JoL2","Four","response_button_text",25360.9780740746,NA,NA,"3",1,"MetroDiagramFeedback",NA
"63",1601715574613,2,"03/10/2020 10:59:34","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",2,"1",6,"InstructieToets","advancementZone","continue_button",25360.9780740746,NA,NA,"",NA,"MetroDiagramFeedback",NA
"64",1601715621405,2,"03/10/2020 11:00:21","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",2,"1",7,"Test","buttonA","response_text_area",25360.9780740746,NA,NA,"i3lp4f",NA,"MetroDiagramFeedback",NA
"65",1601715621407,2,"03/10/2020 11:00:21","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",2,"1",7,"Test","buttonB","continue_button",25360.9780740746,NA,NA,"",NA,"MetroDiagramFeedback",NA
"66",1601715624661,2,"03/10/2020 11:00:24","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",9,"4",1,"Screen 1","advancementZone","continue_button",25360.9780740746,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"67",1601715658949,2,"03/10/2020 11:00:58","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",4,"1",1,"Text","advancementZone","continue_button",25360.9780740746,NA,NA,"",NA,"BetonDiagramFeedback",NA
"68",1601715659909,2,"03/10/2020 11:00:59","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",4,"1",2,"JoL1","Null","response_button_text",25360.9780740746,NA,NA,"3",1,"BetonDiagramFeedback",NA
"69",1601715759925,2,"03/10/2020 11:02:39","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",4,"1",3,"Diagram","DiagBox2","response_text_area",25360.9780740746,NA,NA,"rwniSrG",NA,"BetonDiagramFeedback",NA
"7",1601714720782,2,"03/10/2020 10:45:20","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",1,"1",3,"Screen 3","DiagBox4","response_text_area",25360.9780740746,NA,NA,"d8xgJW",NA,"SportenDiagramFeedback",NA
"70",1601715759927,2,"03/10/2020 11:02:39","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",4,"1",3,"Diagram","DiagBox3","response_text_area",25360.9780740746,NA,NA,"UWVe6eH",NA,"BetonDiagramFeedback",NA
"71",1601715759927,2,"03/10/2020 11:02:39","BLIND",5934944,NA,"complete",NA,"5f7837368f17cf015cc21f91","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","2560x1440","2560x1330","DiagramFeedback","DiagramFeedback","DiagramFeedback",4,"1",3,"Diagram","DiagBox4","response_text_area",25360.9780740746,NA,NA,"wP",NA,"BetonDiagramFeedback",NA
