"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"19",1601717163839,2,"03/10/2020 11:26:03","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",10,"1",3,"Diagram","DiagBox3","response_text_area",138278.52,NA,NA,"fdt1A",NA,"MuziekDiagramNoFeedback",NA
"2",1601716754077,2,"03/10/2020 11:19:14","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",1,"1",1,"Text","advancementZone","continue_button",138278.52,NA,NA,"",NA,"SportenDiagramNoFeedback",NA
"20",1601717163839,2,"03/10/2020 11:26:03","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",10,"1",3,"Diagram","DiagBox4","response_text_area",138278.52,NA,NA,"KaF7Zy2K6",NA,"MuziekDiagramNoFeedback",NA
"21",1601717163839,2,"03/10/2020 11:26:03","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",10,"1",3,"Diagram","Zone1","continue_button",138278.52,NA,NA,"",NA,"MuziekDiagramNoFeedback",NA
"22",1601717167200,2,"03/10/2020 11:26:07","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",10,"1",4,"OwnDiagram","Zone1","continue_button",138278.52,NA,NA,"",NA,"MuziekDiagramNoFeedback",NA
"23",1601717167936,2,"03/10/2020 11:26:07","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",10,"1",5,"JoL2","Three","response_button_text",138278.52,NA,NA,"1",1,"MuziekDiagramNoFeedback",NA
"24",1601717169355,2,"03/10/2020 11:26:09","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",10,"1",6,"InstructieToets","advancementZone","continue_button",138278.52,NA,NA,"",NA,"MuziekDiagramNoFeedback",NA
"25",1601719564121,2,"03/10/2020 12:06:04","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",10,"1",7,"Test","buttonA","response_text_area",138278.52,NA,NA,"PAalVkmk",NA,"MuziekDiagramNoFeedback",NA
"26",1601719564152,2,"03/10/2020 12:06:04","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",10,"1",7,"Test","buttonB","continue_button",138278.52,NA,NA,"",NA,"MuziekDiagramNoFeedback",NA
"27",1601719566466,2,"03/10/2020 12:06:06","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",3,"1",1,"Screen 1","advancementZone","continue_button",138278.52,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"28",1601719660370,2,"03/10/2020 12:07:40","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",1,"Text","advancementZone","continue_button",138278.52,NA,NA,"",NA,"SuezDiagramNoFeedback",NA
"29",1601719662046,2,"03/10/2020 12:07:42","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",2,"JoL1","Two","response_button_text",138278.52,NA,NA,"1",1,"SuezDiagramNoFeedback",NA
"3",1601716756049,2,"03/10/2020 11:19:16","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",1,"1",2,"JoL1","Two","response_button_text",138278.52,NA,NA,"1",1,"SportenDiagramNoFeedback",NA
"30",1601719759029,2,"03/10/2020 12:09:19","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",3,"Diagram","DiagBox2","response_text_area",138278.52,NA,NA,"X7",NA,"SuezDiagramNoFeedback",NA
"31",1601719759030,2,"03/10/2020 12:09:19","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",3,"Diagram","DiagBox3","response_text_area",138278.52,NA,NA,"2VQ",NA,"SuezDiagramNoFeedback",NA
"32",1601719759031,2,"03/10/2020 12:09:19","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",3,"Diagram","DiagBox4","response_text_area",138278.52,NA,NA,"KS3Q8cr2rR",NA,"SuezDiagramNoFeedback",NA
"33",1601719759031,2,"03/10/2020 12:09:19","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",3,"Diagram","DiagBox1","response_text_area",138278.52,NA,NA,"mAv",NA,"SuezDiagramNoFeedback",NA
"34",1601719759031,2,"03/10/2020 12:09:19","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",3,"Diagram","Zone1","continue_button",138278.52,NA,NA,"",NA,"SuezDiagramNoFeedback",NA
"35",1601719762005,2,"03/10/2020 12:09:22","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",4,"OwnDiagram","Zone1","continue_button",138278.52,NA,NA,"",NA,"SuezDiagramNoFeedback",NA
"36",1601719765701,2,"03/10/2020 12:09:25","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",5,"JoL2","Three","response_button_text",138278.52,NA,NA,"1",1,"SuezDiagramNoFeedback",NA
"37",1601719767069,2,"03/10/2020 12:09:27","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",6,"InstructieToets","advancementZone","continue_button",138278.52,NA,NA,"",NA,"SuezDiagramNoFeedback",NA
"38",1601719852596,2,"03/10/2020 12:10:52","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",7,"Test","buttonA","response_text_area",138278.52,NA,NA,"LeMM21",NA,"SuezDiagramNoFeedback",NA
"39",1601719852598,2,"03/10/2020 12:10:52","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",7,"Test","buttonB","continue_button",138278.52,NA,NA,"",NA,"SuezDiagramNoFeedback",NA
"4",1601716901438,2,"03/10/2020 11:21:41","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",1,"1",3,"Diagram","DiagBox1","response_text_area",138278.52,NA,NA,"lem8V",NA,"SportenDiagramNoFeedback",NA
"40",1601719854291,2,"03/10/2020 12:10:54","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",5,"2",1,"Screen 1","advancementZone","continue_button",138278.52,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"41",1601719959735,2,"03/10/2020 12:12:39","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",1,"Text","advancementZone","continue_button",138278.52,NA,NA,"",NA,"BotoxDiagramNoFeedback",NA
"42",1601719961627,2,"03/10/2020 12:12:41","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",2,"JoL1","Two","response_button_text",138278.52,NA,NA,"1",1,"BotoxDiagramNoFeedback",NA
"43",1601720125727,2,"03/10/2020 12:15:25","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",3,"Diagram","DiagBox3","response_text_area",138278.52,NA,NA,"RrfgkPEt",NA,"BotoxDiagramNoFeedback",NA
"44",1601720125738,2,"03/10/2020 12:15:25","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",3,"Diagram","DiagBox4","response_text_area",138278.52,NA,NA,"G6SHzxi",NA,"BotoxDiagramNoFeedback",NA
"45",1601720125738,2,"03/10/2020 12:15:25","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",3,"Diagram","DiagBox2","response_text_area",138278.52,NA,NA,"jkPfR6",NA,"BotoxDiagramNoFeedback",NA
"46",1601720125738,2,"03/10/2020 12:15:25","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",3,"Diagram","DiagBox1","response_text_area",138278.52,NA,NA,"tz7ReZzLGt",NA,"BotoxDiagramNoFeedback",NA
"47",1601720125739,2,"03/10/2020 12:15:25","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",3,"Diagram","Zone1","continue_button",138278.52,NA,NA,"",NA,"BotoxDiagramNoFeedback",NA
"48",1601720128074,2,"03/10/2020 12:15:28","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",4,"OwnDiagram","Zone1","continue_button",138278.52,NA,NA,"",NA,"BotoxDiagramNoFeedback",NA
"49",1601720131579,2,"03/10/2020 12:15:31","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",5,"JoL2","Three","response_button_text",138278.52,NA,NA,"1",1,"BotoxDiagramNoFeedback",NA
"5",1601716901441,2,"03/10/2020 11:21:41","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",1,"1",3,"Diagram","DiagBox2","response_text_area",138278.52,NA,NA,"Z5uCK53",NA,"SportenDiagramNoFeedback",NA
"50",1601720132827,2,"03/10/2020 12:15:32","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",6,"InstructieToets","advancementZone","continue_button",138278.52,NA,NA,"",NA,"BotoxDiagramNoFeedback",NA
"51",1601720208229,2,"03/10/2020 12:16:48","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",7,"Test","buttonA","response_text_area",138278.52,NA,NA,"6hF",NA,"BotoxDiagramNoFeedback",NA
"52",1601720208233,2,"03/10/2020 12:16:48","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",7,"Test","buttonB","continue_button",138278.52,NA,NA,"",NA,"BotoxDiagramNoFeedback",NA
"53",1601720209811,2,"03/10/2020 12:16:49","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",7,"3",1,"Screen 1","advancementZone","continue_button",138278.52,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"54",1601720217759,2,"03/10/2020 12:16:57","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",1,"Text","advancementZone","continue_button",138278.52,NA,NA,"",NA,"BetonDiagramNoFeedback",NA
"55",1601720240404,2,"03/10/2020 12:17:20","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",2,"JoL1","Three","response_button_text",138278.52,NA,NA,"1",1,"BetonDiagramNoFeedback",NA
"56",1601720338434,2,"03/10/2020 12:18:58","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",3,"Diagram","DiagBox2","response_text_area",138278.52,NA,NA,"WKn",NA,"BetonDiagramNoFeedback",NA
"57",1601720338436,2,"03/10/2020 12:18:58","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",3,"Diagram","DiagBox3","response_text_area",138278.52,NA,NA,"fjMwNwLV",NA,"BetonDiagramNoFeedback",NA
"58",1601720338436,2,"03/10/2020 12:18:58","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",3,"Diagram","DiagBox4","response_text_area",138278.52,NA,NA,"?",NA,"BetonDiagramNoFeedback",NA
"59",1601720338436,2,"03/10/2020 12:18:58","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",3,"Diagram","DiagBox1","response_text_area",138278.52,NA,NA,"dhy",NA,"BetonDiagramNoFeedback",NA
"6",1601716901441,2,"03/10/2020 11:21:41","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",1,"1",3,"Diagram","DiagBox3","response_text_area",138278.52,NA,NA,"u27k",NA,"SportenDiagramNoFeedback",NA
"60",1601720338436,2,"03/10/2020 12:18:58","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",3,"Diagram","Zone1","continue_button",138278.52,NA,NA,"",NA,"BetonDiagramNoFeedback",NA
"61",1601720340505,2,"03/10/2020 12:19:00","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",4,"OwnDiagram","Zone1","continue_button",138278.52,NA,NA,"",NA,"BetonDiagramNoFeedback",NA
"62",1601720344794,2,"03/10/2020 12:19:04","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",5,"JoL2","Three","response_button_text",138278.52,NA,NA,"1",1,"BetonDiagramNoFeedback",NA
"63",1601720346459,2,"03/10/2020 12:19:06","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",6,"InstructieToets","advancementZone","continue_button",138278.52,NA,NA,"",NA,"BetonDiagramNoFeedback",NA
"64",1601720458787,2,"03/10/2020 12:20:58","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",7,"Test","buttonA","response_text_area",138278.52,NA,NA,"EBxHv7jZ",NA,"BetonDiagramNoFeedback",NA
"65",1601720458790,2,"03/10/2020 12:20:58","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",7,"Test","buttonB","continue_button",138278.52,NA,NA,"",NA,"BetonDiagramNoFeedback",NA
"66",1601720540667,2,"03/10/2020 12:22:20","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",9,"4",1,"Screen 1","advancementZone","continue_button",138278.52,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"67",1601720546179,2,"03/10/2020 12:22:26","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",12,"1",1,"Text","advancementZone","continue_button",138278.52,NA,NA,"",NA,"GeldDiagramNoFeedback",NA
"68",1601720562860,2,"03/10/2020 12:22:42","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",12,"1",2,"JoL1","One","response_button_text",138278.52,NA,NA,"1",1,"GeldDiagramNoFeedback",NA
"69",1601720745010,2,"03/10/2020 12:25:45","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",12,"1",3,"Diagram","DiagBox2","response_text_area",138278.52,NA,NA,"?",NA,"GeldDiagramNoFeedback",NA
"7",1601716901442,2,"03/10/2020 11:21:41","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",1,"1",3,"Diagram","DiagBox4","response_text_area",138278.52,NA,NA,"zvCnPX",NA,"SportenDiagramNoFeedback",NA
