"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display"
"7",1604078928059,1,"30/10/2020 18:28:48","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",3,"Feedback","Zone1","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"8",1604078931022,1,"30/10/2020 18:28:51","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",4,"JoL2","Four","response_button_text",28040.3303030323,NA,NA,"2",1,"SportenFeedbackOnly"
"9",1604078934209,1,"30/10/2020 18:28:54","BLIND",1984662,NA,"complete",NA,"5f9c4bc0ef75c70c0ab56b92","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",5,"InstructieToets","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"1",1604072232178,1,"30/10/2020 16:37:12","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,""
"10",1604072439199,1,"30/10/2020 16:40:39","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonA","response_text_area",28040.3303030323,NA,NA,"dM7RNzc",NA,"SportenFeedbackOnly"
"11",1604072439204,1,"30/10/2020 16:40:39","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonB","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"12",1604072441273,1,"30/10/2020 16:40:41","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",4,"1",1,"Screen 1","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"ReadyForExperiment"
"13",1604072441278,1,"30/10/2020 16:40:41","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"END TASK",NA,"","","",209101,NA,NA,"",NA,""
"2",1604072242870,1,"30/10/2020 16:37:22","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",1,"1",1,"Screen 1","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"IntroAlice"
"3",1604072349195,1,"30/10/2020 16:39:09","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",1,"Screen 1","content","content_video",28040.3303030323,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"4",1604072351199,1,"30/10/2020 16:39:11","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"5",1604072373998,1,"30/10/2020 16:39:33","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",1,"Text","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"6",1604072375429,1,"30/10/2020 16:39:35","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",2,"JoL1","Two","response_button_text",28040.3303030323,NA,NA,"2",1,"SportenFeedbackOnly"
"7",1604072383550,1,"30/10/2020 16:39:43","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",3,"Feedback","Zone1","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"8",1604072384193,1,"30/10/2020 16:39:44","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",4,"JoL2","Three","response_button_text",28040.3303030323,NA,NA,"2",1,"SportenFeedbackOnly"
"9",1604072386486,1,"30/10/2020 16:39:46","BLIND",2565331,NA,"complete",NA,"5f9c330be8f0ea085bcf8b71","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x969","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",5,"InstructieToets","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"1",1604071196224,1,"30/10/2020 16:19:56","BLIND",3112307,NA,"complete",NA,"5f9c2eee84865f085ddc80ab","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,""
"10",1604071485407,1,"30/10/2020 16:24:45","BLIND",3112307,NA,"complete",NA,"5f9c2eee84865f085ddc80ab","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonA","response_text_area",28040.3303030323,NA,NA,"jqRJBMa",NA,"SportenFeedbackOnly"
"11",1604071485408,1,"30/10/2020 16:24:45","BLIND",3112307,NA,"complete",NA,"5f9c2eee84865f085ddc80ab","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonB","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"12",1604071488245,1,"30/10/2020 16:24:48","BLIND",3112307,NA,"complete",NA,"5f9c2eee84865f085ddc80ab","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",4,"1",1,"Screen 1","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"ReadyForExperiment"
"13",1604071488248,1,"30/10/2020 16:24:48","BLIND",3112307,NA,"complete",NA,"5f9c2eee84865f085ddc80ab","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"END TASK",NA,"","","",292024,NA,NA,"",NA,""
"2",1604071204182,1,"30/10/2020 16:20:04","BLIND",3112307,NA,"complete",NA,"5f9c2eee84865f085ddc80ab","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",1,"1",1,"Screen 1","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"IntroAlice"
"3",1604071310479,1,"30/10/2020 16:21:50","BLIND",3112307,NA,"complete",NA,"5f9c2eee84865f085ddc80ab","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",1,"Screen 1","content","content_video",28040.3303030323,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"4",1604071313284,1,"30/10/2020 16:21:53","BLIND",3112307,NA,"complete",NA,"5f9c2eee84865f085ddc80ab","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"5",1604071356292,1,"30/10/2020 16:22:36","BLIND",3112307,NA,"complete",NA,"5f9c2eee84865f085ddc80ab","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",1,"Text","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"6",1604071365013,1,"30/10/2020 16:22:45","BLIND",3112307,NA,"complete",NA,"5f9c2eee84865f085ddc80ab","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",2,"JoL1","Two","response_button_text",28040.3303030323,NA,NA,"2",1,"SportenFeedbackOnly"
"7",1604071380676,1,"30/10/2020 16:23:00","BLIND",3112307,NA,"complete",NA,"5f9c2eee84865f085ddc80ab","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",3,"Feedback","Zone1","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"8",1604071387029,1,"30/10/2020 16:23:07","BLIND",3112307,NA,"complete",NA,"5f9c2eee84865f085ddc80ab","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",4,"JoL2","Two","response_button_text",28040.3303030323,NA,NA,"2",1,"SportenFeedbackOnly"
"9",1604071393925,1,"30/10/2020 16:23:13","BLIND",3112307,NA,"complete",NA,"5f9c2eee84865f085ddc80ab","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",5,"InstructieToets","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"1",1604837476579,1,"08/11/2020 13:11:16","BLIND",3361836,NA,"complete",NA,"5fa7dfd76ed0e857a01badf2","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.63","1366x768","1366x667","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,""
"10",1604837762788,1,"08/11/2020 13:16:02","BLIND",3361836,NA,"complete",NA,"5fa7dfd76ed0e857a01badf2","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.63","1366x768","1366x667","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonA","response_text_area",28040.3303030323,NA,NA,"aEG",NA,"SportenFeedbackOnly"
"11",1604837762790,1,"08/11/2020 13:16:02","BLIND",3361836,NA,"complete",NA,"5fa7dfd76ed0e857a01badf2","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.63","1366x768","1366x667","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonB","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"12",1604837764887,1,"08/11/2020 13:16:04","BLIND",3361836,NA,"complete",NA,"5fa7dfd76ed0e857a01badf2","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.63","1366x768","1366x667","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",4,"1",1,"Screen 1","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"ReadyForExperiment"
"13",1604837764891,1,"08/11/2020 13:16:04","BLIND",3361836,NA,"complete",NA,"5fa7dfd76ed0e857a01badf2","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.63","1366x768","1366x667","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"END TASK",NA,"","","",288312,NA,NA,"",NA,""
"2",1604837488198,1,"08/11/2020 13:11:28","BLIND",3361836,NA,"complete",NA,"5fa7dfd76ed0e857a01badf2","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.63","1366x768","1366x667","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",1,"1",1,"Screen 1","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"IntroAlice"
"3",1604837594491,1,"08/11/2020 13:13:14","BLIND",3361836,NA,"complete",NA,"5fa7dfd76ed0e857a01badf2","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.63","1366x768","1366x667","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",1,"Screen 1","content","content_video",28040.3303030323,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"4",1604837612840,1,"08/11/2020 13:13:32","BLIND",3361836,NA,"complete",NA,"5fa7dfd76ed0e857a01badf2","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.63","1366x768","1366x667","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"5",1604837647793,1,"08/11/2020 13:14:07","BLIND",3361836,NA,"complete",NA,"5fa7dfd76ed0e857a01badf2","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.63","1366x768","1366x667","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",1,"Text","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"6",1604837657601,1,"08/11/2020 13:14:17","BLIND",3361836,NA,"complete",NA,"5fa7dfd76ed0e857a01badf2","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.63","1366x768","1366x667","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",2,"JoL1","Three","response_button_text",28040.3303030323,NA,NA,"2",1,"SportenFeedbackOnly"
"7",1604837668289,1,"08/11/2020 13:14:28","BLIND",3361836,NA,"complete",NA,"5fa7dfd76ed0e857a01badf2","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.63","1366x768","1366x667","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",3,"Feedback","Zone1","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"8",1604837669696,1,"08/11/2020 13:14:29","BLIND",3361836,NA,"complete",NA,"5fa7dfd76ed0e857a01badf2","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.63","1366x768","1366x667","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",4,"JoL2","Three","response_button_text",28040.3303030323,NA,NA,"2",1,"SportenFeedbackOnly"
"9",1604837672864,1,"08/11/2020 13:14:32","BLIND",3361836,NA,"complete",NA,"5fa7dfd76ed0e857a01badf2","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.63","1366x768","1366x667","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",5,"InstructieToets","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"1",1604434309873,1,"03/11/2020 21:11:49","BLIND",3464819,NA,"complete",NA,"5fa1b95885210a323c220fc6","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1536x864","1536x750","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,""
"10",1604434548139,1,"03/11/2020 21:15:48","BLIND",3464819,NA,"complete",NA,"5fa1b95885210a323c220fc6","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1536x864","1536x750","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonA","response_text_area",28040.3303030323,NA,NA,"hmX5DI00",NA,"SportenFeedbackOnly"
"11",1604434548141,1,"03/11/2020 21:15:48","BLIND",3464819,NA,"complete",NA,"5fa1b95885210a323c220fc6","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1536x864","1536x750","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonB","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"12",1604434549633,1,"03/11/2020 21:15:49","BLIND",3464819,NA,"complete",NA,"5fa1b95885210a323c220fc6","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1536x864","1536x750","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",4,"1",1,"Screen 1","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"ReadyForExperiment"
"13",1604434549635,1,"03/11/2020 21:15:49","BLIND",3464819,NA,"complete",NA,"5fa1b95885210a323c220fc6","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1536x864","1536x750","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"END TASK",NA,"","","",239762,NA,NA,"",NA,""
"2",1604434311689,1,"03/11/2020 21:11:51","BLIND",3464819,NA,"complete",NA,"5fa1b95885210a323c220fc6","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1536x864","1536x750","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",1,"1",1,"Screen 1","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"IntroAlice"
"3",1604434418703,1,"03/11/2020 21:13:38","BLIND",3464819,NA,"complete",NA,"5fa1b95885210a323c220fc6","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1536x864","1536x750","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",1,"Screen 1","content","content_video",28040.3303030323,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"4",1604434420664,1,"03/11/2020 21:13:40","BLIND",3464819,NA,"complete",NA,"5fa1b95885210a323c220fc6","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1536x864","1536x750","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"5",1604434444826,1,"03/11/2020 21:14:04","BLIND",3464819,NA,"complete",NA,"5fa1b95885210a323c220fc6","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1536x864","1536x750","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",1,"Text","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"6",1604434446884,1,"03/11/2020 21:14:06","BLIND",3464819,NA,"complete",NA,"5fa1b95885210a323c220fc6","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1536x864","1536x750","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",2,"JoL1","Three","response_button_text",28040.3303030323,NA,NA,"2",1,"SportenFeedbackOnly"
"7",1604434455019,1,"03/11/2020 21:14:15","BLIND",3464819,NA,"complete",NA,"5fa1b95885210a323c220fc6","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1536x864","1536x750","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",3,"Feedback","Zone1","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"8",1604434456899,1,"03/11/2020 21:14:16","BLIND",3464819,NA,"complete",NA,"5fa1b95885210a323c220fc6","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1536x864","1536x750","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",4,"JoL2","Three","response_button_text",28040.3303030323,NA,NA,"2",1,"SportenFeedbackOnly"
"9",1604434458980,1,"03/11/2020 21:14:18","BLIND",3464819,NA,"complete",NA,"5fa1b95885210a323c220fc6","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1536x864","1536x750","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",5,"InstructieToets","advancementZone","continue_button",28040.3303030323,NA,NA,"",NA,"SportenFeedbackOnly"
"1",1604418452636,1,"03/11/2020 16:47:32","BLIND",3903094,NA,"complete",NA,"5fa17b23b76ab21415cdba45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,""
"10",1604418882799,1,"03/11/2020 16:54:42","BLIND",3903094,NA,"complete",NA,"5fa17b23b76ab21415cdba45","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonA","response_text_area",28040.3303030323,NA,NA,"wfFvlV4r",NA,"SportenFeedbackOnly"
