"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"19",1604134474998,1,"31/10/2020 09:54:34","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",3,"Diagram","DiagBox2","response_text_area",65626.4964771186,NA,NA,"nQaXJ8LC",NA,"BotoxDiagramNoFeedback",NA
"2",1604134170541,1,"31/10/2020 09:49:30","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",1,"1",1,"Text","advancementZone","continue_button",65626.4964771186,NA,NA,"",NA,"SportenDiagramNoFeedback",NA
"20",1604134474999,1,"31/10/2020 09:54:34","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",3,"Diagram","DiagBox1","response_text_area",65626.4964771186,NA,NA,"PXoT",NA,"BotoxDiagramNoFeedback",NA
"21",1604134474999,1,"31/10/2020 09:54:34","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",3,"Diagram","Zone1","continue_button",65626.4964771186,NA,NA,"",NA,"BotoxDiagramNoFeedback",NA
"22",1604134476357,1,"31/10/2020 09:54:36","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",4,"OwnDiagram","Zone1","continue_button",65626.4964771186,NA,NA,"",NA,"BotoxDiagramNoFeedback",NA
"23",1604134477316,1,"31/10/2020 09:54:37","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",5,"JoL2","Three","response_button_text",65626.4964771186,NA,NA,"4",1,"BotoxDiagramNoFeedback",NA
"24",1604134478905,1,"31/10/2020 09:54:38","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",6,"InstructieToets","advancementZone","continue_button",65626.4964771186,NA,NA,"",NA,"BotoxDiagramNoFeedback",NA
"25",1604134537181,1,"31/10/2020 09:55:37","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",7,"Test","buttonA","response_text_area",65626.4964771186,NA,NA,"Qin276wkq",NA,"BotoxDiagramNoFeedback",NA
"26",1604134537182,1,"31/10/2020 09:55:37","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",8,"1",7,"Test","buttonB","continue_button",65626.4964771186,NA,NA,"",NA,"BotoxDiagramNoFeedback",NA
"27",1604134542527,1,"31/10/2020 09:55:42","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",3,"1",1,"ReadyForNext","advancementZone","continue_button",65626.4964771186,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"28",1604134573832,1,"31/10/2020 09:56:13","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",1,"Text","advancementZone","continue_button",65626.4964771186,NA,NA,"",NA,"BetonDiagramNoFeedback",NA
"29",1604134574969,1,"31/10/2020 09:56:14","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",2,"JoL1","Three","response_button_text",65626.4964771186,NA,NA,"4",1,"BetonDiagramNoFeedback",NA
"3",1604134175775,1,"31/10/2020 09:49:35","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",1,"1",2,"JoL1","Three","response_button_text",65626.4964771186,NA,NA,"4",1,"SportenDiagramNoFeedback",NA
"30",1604134624352,1,"31/10/2020 09:57:04","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",3,"Diagram","DiagBox2","response_text_area",65626.4964771186,NA,NA,"TtD7w1E",NA,"BetonDiagramNoFeedback",NA
"31",1604134624353,1,"31/10/2020 09:57:04","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",3,"Diagram","DiagBox3","response_text_area",65626.4964771186,NA,NA,"j2LI",NA,"BetonDiagramNoFeedback",NA
"32",1604134624353,1,"31/10/2020 09:57:04","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",3,"Diagram","DiagBox4","response_text_area",65626.4964771186,NA,NA,"8RsYyo",NA,"BetonDiagramNoFeedback",NA
"33",1604134624353,1,"31/10/2020 09:57:04","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",3,"Diagram","DiagBox1","response_text_area",65626.4964771186,NA,NA,"EQthAN1CB",NA,"BetonDiagramNoFeedback",NA
"34",1604134624353,1,"31/10/2020 09:57:04","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",3,"Diagram","Zone1","continue_button",65626.4964771186,NA,NA,"",NA,"BetonDiagramNoFeedback",NA
"35",1604134625636,1,"31/10/2020 09:57:05","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",4,"OwnDiagram","Zone1","continue_button",65626.4964771186,NA,NA,"",NA,"BetonDiagramNoFeedback",NA
"36",1604134627222,1,"31/10/2020 09:57:07","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",5,"JoL2","Three","response_button_text",65626.4964771186,NA,NA,"4",1,"BetonDiagramNoFeedback",NA
"37",1604134628611,1,"31/10/2020 09:57:08","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",6,"InstructieToets","advancementZone","continue_button",65626.4964771186,NA,NA,"",NA,"BetonDiagramNoFeedback",NA
"38",1604134682225,1,"31/10/2020 09:58:02","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",7,"Test","buttonA","response_text_area",65626.4964771186,NA,NA,"TdRecCm",NA,"BetonDiagramNoFeedback",NA
"39",1604134682226,1,"31/10/2020 09:58:02","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",4,"1",7,"Test","buttonB","continue_button",65626.4964771186,NA,NA,"",NA,"BetonDiagramNoFeedback",NA
"4",1604134253527,1,"31/10/2020 09:50:53","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",1,"1",3,"Diagram","DiagBox1","response_text_area",65626.4964771186,NA,NA,"gx",NA,"SportenDiagramNoFeedback",NA
"40",1604134683612,1,"31/10/2020 09:58:03","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",5,"2",1,"ReadyForNext","advancementZone","continue_button",65626.4964771186,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"41",1604134722887,1,"31/10/2020 09:58:42","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",1,"Text","advancementZone","continue_button",65626.4964771186,NA,NA,"",NA,"SuezDiagramNoFeedback",NA
"42",1604134725320,1,"31/10/2020 09:58:45","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",2,"JoL1","Two","response_button_text",65626.4964771186,NA,NA,"4",1,"SuezDiagramNoFeedback",NA
"43",1604134797243,1,"31/10/2020 09:59:57","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",3,"Diagram","DiagBox2","response_text_area",65626.4964771186,NA,NA,"HemGTzRF",NA,"SuezDiagramNoFeedback",NA
"44",1604134797244,1,"31/10/2020 09:59:57","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",3,"Diagram","DiagBox3","response_text_area",65626.4964771186,NA,NA,"6Z19Xx",NA,"SuezDiagramNoFeedback",NA
"45",1604134797245,1,"31/10/2020 09:59:57","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",3,"Diagram","DiagBox4","response_text_area",65626.4964771186,NA,NA,"5JJxciymr",NA,"SuezDiagramNoFeedback",NA
"46",1604134797245,1,"31/10/2020 09:59:57","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",3,"Diagram","DiagBox1","response_text_area",65626.4964771186,NA,NA,"6EBXRGt",NA,"SuezDiagramNoFeedback",NA
"47",1604134797245,1,"31/10/2020 09:59:57","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",3,"Diagram","Zone1","continue_button",65626.4964771186,NA,NA,"",NA,"SuezDiagramNoFeedback",NA
"48",1604134799244,1,"31/10/2020 09:59:59","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",4,"OwnDiagram","Zone1","continue_button",65626.4964771186,NA,NA,"",NA,"SuezDiagramNoFeedback",NA
"49",1604134800549,1,"31/10/2020 10:00:00","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",5,"JoL2","Three","response_button_text",65626.4964771186,NA,NA,"4",1,"SuezDiagramNoFeedback",NA
"5",1604134253528,1,"31/10/2020 09:50:53","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",1,"1",3,"Diagram","DiagBox2","response_text_area",65626.4964771186,NA,NA,"0Y4Y",NA,"SportenDiagramNoFeedback",NA
"50",1604134801622,1,"31/10/2020 10:00:01","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",6,"InstructieToets","advancementZone","continue_button",65626.4964771186,NA,NA,"",NA,"SuezDiagramNoFeedback",NA
"51",1604134878571,1,"31/10/2020 10:01:18","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",7,"Test","buttonA","response_text_area",65626.4964771186,NA,NA,"1ylgD",NA,"SuezDiagramNoFeedback",NA
"52",1604134878573,1,"31/10/2020 10:01:18","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",6,"1",7,"Test","buttonB","continue_button",65626.4964771186,NA,NA,"",NA,"SuezDiagramNoFeedback",NA
"53",1604134880379,1,"31/10/2020 10:01:20","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",7,"3",1,"ReadyForNext","advancementZone","continue_button",65626.4964771186,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"54",1604134914470,1,"31/10/2020 10:01:54","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",2,"1",1,"Text","advancementZone","continue_button",65626.4964771186,NA,NA,"",NA,"MetroDiagramNoFeedback",NA
"55",1604134915089,1,"31/10/2020 10:01:55","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",2,"1",2,"JoL1","Two","response_button_text",65626.4964771186,NA,NA,"4",1,"MetroDiagramNoFeedback",NA
"56",1604134997166,1,"31/10/2020 10:03:17","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",2,"1",3,"Diagram","DiagBox1","response_text_area",65626.4964771186,NA,NA,"XDDO1W",NA,"MetroDiagramNoFeedback",NA
"57",1604134997167,1,"31/10/2020 10:03:17","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",2,"1",3,"Diagram","DiagBox3","response_text_area",65626.4964771186,NA,NA,"AJrOm",NA,"MetroDiagramNoFeedback",NA
"58",1604134997167,1,"31/10/2020 10:03:17","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",2,"1",3,"Diagram","DiagBox4","response_text_area",65626.4964771186,NA,NA,"HBBQOp",NA,"MetroDiagramNoFeedback",NA
"59",1604134997167,1,"31/10/2020 10:03:17","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",2,"1",3,"Diagram","DiagBox2","response_text_area",65626.4964771186,NA,NA,"ghyZ1ANZ3Y",NA,"MetroDiagramNoFeedback",NA
"6",1604134253528,1,"31/10/2020 09:50:53","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",1,"1",3,"Diagram","DiagBox3","response_text_area",65626.4964771186,NA,NA,"hmph",NA,"SportenDiagramNoFeedback",NA
"60",1604134997167,1,"31/10/2020 10:03:17","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",2,"1",3,"Diagram","Zone1","continue_button",65626.4964771186,NA,NA,"",NA,"MetroDiagramNoFeedback",NA
"61",1604135002324,1,"31/10/2020 10:03:22","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",2,"1",4,"OwnDiagram","Zone1","continue_button",65626.4964771186,NA,NA,"",NA,"MetroDiagramNoFeedback",NA
"62",1604135003303,1,"31/10/2020 10:03:23","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",2,"1",5,"JoL2","Three","response_button_text",65626.4964771186,NA,NA,"4",1,"MetroDiagramNoFeedback",NA
"63",1604135004663,1,"31/10/2020 10:03:24","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",2,"1",6,"InstructieToets","advancementZone","continue_button",65626.4964771186,NA,NA,"",NA,"MetroDiagramNoFeedback",NA
"64",1604135057334,1,"31/10/2020 10:04:17","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",2,"1",7,"Test","buttonA","response_text_area",65626.4964771186,NA,NA,"Ozz9",NA,"MetroDiagramNoFeedback",NA
"65",1604135057336,1,"31/10/2020 10:04:17","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",2,"1",7,"Test","buttonB","continue_button",65626.4964771186,NA,NA,"",NA,"MetroDiagramNoFeedback",NA
"66",1604135058746,1,"31/10/2020 10:04:18","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",9,"4",1,"ReadyForNext","advancementZone","continue_button",65626.4964771186,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"67",1604135098016,1,"31/10/2020 10:04:58","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",10,"1",1,"Text","advancementZone","continue_button",65626.4964771186,NA,NA,"",NA,"MuziekDiagramNoFeedback",NA
"68",1604135099191,1,"31/10/2020 10:04:59","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",10,"1",2,"JoL1","Three","response_button_text",65626.4964771186,NA,NA,"4",1,"MuziekDiagramNoFeedback",NA
"69",1604135159574,1,"31/10/2020 10:05:59","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",10,"1",3,"Diagram","DiagBox1","response_text_area",65626.4964771186,NA,NA,"vwsLt0QLzF",NA,"MuziekDiagramNoFeedback",NA
"7",1604134253529,1,"31/10/2020 09:50:53","BLIND",1677988,NA,"complete",NA,"5f9d23e0267c432304f67e18","computer","Desktop or Laptop","Windows 10","Edge 86.0.622.56","1920x1080","1920x937","DiagramNoFeedback","DiagramNoFeedback","DiagramNoFeedback",1,"1",3,"Diagram","DiagBox4","response_text_area",65626.4964771186,NA,NA,"NB9x",NA,"SportenDiagramNoFeedback",NA
