"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display"
"7",1601675959268,2,"02/10/2020 23:59:19","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",3,"Feedback","Zone1","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"8",1601675961611,2,"02/10/2020 23:59:21","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",4,"JoL2","Two","response_button_text",57614.92,NA,NA,"3",1,"SportenFeedbackOnly"
"9",1601675970427,2,"02/10/2020 23:59:30","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",5,"InstructieToets","advancementZone","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"1",1601666663994,2,"02/10/2020 21:24:23","BLIND",2134522,NA,"complete",NA,"5f777dca307b0c2ccb5c1e44","computer","Desktop or Laptop","Windows 10","Edge 85.0.564.63","1536x864","1536x754","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,""
"10",1601666965747,2,"02/10/2020 21:29:25","BLIND",2134522,NA,"complete",NA,"5f777dca307b0c2ccb5c1e44","computer","Desktop or Laptop","Windows 10","Edge 85.0.564.63","1536x864","1536x754","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonA","response_text_area",57614.92,NA,NA,"JCjXg4nVf",NA,"SportenFeedbackOnly"
"11",1601666965755,2,"02/10/2020 21:29:25","BLIND",2134522,NA,"complete",NA,"5f777dca307b0c2ccb5c1e44","computer","Desktop or Laptop","Windows 10","Edge 85.0.564.63","1536x864","1536x754","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonB","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"12",1601666968106,2,"02/10/2020 21:29:28","BLIND",2134522,NA,"complete",NA,"5f777dca307b0c2ccb5c1e44","computer","Desktop or Laptop","Windows 10","Edge 85.0.564.63","1536x864","1536x754","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",4,"1",1,"Screen 1","advancementZone","continue_button",57614.92,NA,NA,"",NA,"ReadyForExperiment"
"13",1601666968110,2,"02/10/2020 21:29:28","BLIND",2134522,NA,"complete",NA,"5f777dca307b0c2ccb5c1e44","computer","Desktop or Laptop","Windows 10","Edge 85.0.564.63","1536x864","1536x754","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"END TASK",NA,"","","",304116,NA,NA,"",NA,""
"2",1601666668072,2,"02/10/2020 21:24:28","BLIND",2134522,NA,"complete",NA,"5f777dca307b0c2ccb5c1e44","computer","Desktop or Laptop","Windows 10","Edge 85.0.564.63","1536x864","1536x754","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",1,"1",1,"Screen 1","advancementZone","continue_button",57614.92,NA,NA,"",NA,"IntroAlice"
"3",1601666774374,2,"02/10/2020 21:26:14","BLIND",2134522,NA,"complete",NA,"5f777dca307b0c2ccb5c1e44","computer","Desktop or Laptop","Windows 10","Edge 85.0.564.63","1536x864","1536x754","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",1,"Screen 1","content","content_video",57614.92,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"4",1601666779054,2,"02/10/2020 21:26:19","BLIND",2134522,NA,"complete",NA,"5f777dca307b0c2ccb5c1e44","computer","Desktop or Laptop","Windows 10","Edge 85.0.564.63","1536x864","1536x754","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",57614.92,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"5",1601666819248,2,"02/10/2020 21:26:59","BLIND",2134522,NA,"complete",NA,"5f777dca307b0c2ccb5c1e44","computer","Desktop or Laptop","Windows 10","Edge 85.0.564.63","1536x864","1536x754","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",1,"Text","advancementZone","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"6",1601666821340,2,"02/10/2020 21:27:01","BLIND",2134522,NA,"complete",NA,"5f777dca307b0c2ccb5c1e44","computer","Desktop or Laptop","Windows 10","Edge 85.0.564.63","1536x864","1536x754","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",2,"JoL1","Three","response_button_text",57614.92,NA,NA,"3",1,"SportenFeedbackOnly"
"7",1601666838708,2,"02/10/2020 21:27:18","BLIND",2134522,NA,"complete",NA,"5f777dca307b0c2ccb5c1e44","computer","Desktop or Laptop","Windows 10","Edge 85.0.564.63","1536x864","1536x754","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",3,"Feedback","Zone1","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"8",1601666840459,2,"02/10/2020 21:27:20","BLIND",2134522,NA,"complete",NA,"5f777dca307b0c2ccb5c1e44","computer","Desktop or Laptop","Windows 10","Edge 85.0.564.63","1536x864","1536x754","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",4,"JoL2","Four","response_button_text",57614.92,NA,NA,"3",1,"SportenFeedbackOnly"
"9",1601666842496,2,"02/10/2020 21:27:22","BLIND",2134522,NA,"complete",NA,"5f777dca307b0c2ccb5c1e44","computer","Desktop or Laptop","Windows 10","Edge 85.0.564.63","1536x864","1536x754","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",5,"InstructieToets","advancementZone","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"1",1601725334856,2,"03/10/2020 13:42:14","BLIND",3015148,NA,"complete",NA,"5f78630e118ba43db03a8245","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,""
"10",1601725608075,2,"03/10/2020 13:46:48","BLIND",3015148,NA,"complete",NA,"5f78630e118ba43db03a8245","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonA","response_text_area",57614.92,NA,NA,"GwE5",NA,"SportenFeedbackOnly"
"11",1601725608077,2,"03/10/2020 13:46:48","BLIND",3015148,NA,"complete",NA,"5f78630e118ba43db03a8245","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonB","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"12",1601725609377,2,"03/10/2020 13:46:49","BLIND",3015148,NA,"complete",NA,"5f78630e118ba43db03a8245","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",4,"1",1,"Screen 1","advancementZone","continue_button",57614.92,NA,NA,"",NA,"ReadyForExperiment"
"13",1601725609381,2,"03/10/2020 13:46:49","BLIND",3015148,NA,"complete",NA,"5f78630e118ba43db03a8245","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"END TASK",NA,"","","",274526,NA,NA,"",NA,""
"2",1601725341457,2,"03/10/2020 13:42:21","BLIND",3015148,NA,"complete",NA,"5f78630e118ba43db03a8245","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",1,"1",1,"Screen 1","advancementZone","continue_button",57614.92,NA,NA,"",NA,"IntroAlice"
"3",1601725451324,2,"03/10/2020 13:44:11","BLIND",3015148,NA,"complete",NA,"5f78630e118ba43db03a8245","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",1,"Screen 1","content","content_video",57614.92,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"4",1601725453803,2,"03/10/2020 13:44:13","BLIND",3015148,NA,"complete",NA,"5f78630e118ba43db03a8245","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",57614.92,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"5",1601725486570,2,"03/10/2020 13:44:46","BLIND",3015148,NA,"complete",NA,"5f78630e118ba43db03a8245","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",1,"Text","advancementZone","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"6",1601725494577,2,"03/10/2020 13:44:54","BLIND",3015148,NA,"complete",NA,"5f78630e118ba43db03a8245","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",2,"JoL1","Three","response_button_text",57614.92,NA,NA,"3",1,"SportenFeedbackOnly"
"7",1601725510459,2,"03/10/2020 13:45:10","BLIND",3015148,NA,"complete",NA,"5f78630e118ba43db03a8245","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",3,"Feedback","Zone1","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"8",1601725512778,2,"03/10/2020 13:45:12","BLIND",3015148,NA,"complete",NA,"5f78630e118ba43db03a8245","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",4,"JoL2","Four","response_button_text",57614.92,NA,NA,"3",1,"SportenFeedbackOnly"
"9",1601725516018,2,"03/10/2020 13:45:16","BLIND",3015148,NA,"complete",NA,"5f78630e118ba43db03a8245","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1280x720","1280x610","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",5,"InstructieToets","advancementZone","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"1",1601661245143,2,"02/10/2020 19:54:05","BLIND",5844750,NA,"complete",NA,"5f7768e427fef22a2f66b9e3","computer","Desktop or Laptop","Windows 10","Firefox 81.0","1920x1080","1920x966","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,""
"10",1601661464665,2,"02/10/2020 19:57:44","BLIND",5844750,NA,"complete",NA,"5f7768e427fef22a2f66b9e3","computer","Desktop or Laptop","Windows 10","Firefox 81.0","1920x1080","1920x966","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonA","response_text_area",57614.92,NA,NA,"mf",NA,"SportenFeedbackOnly"
"11",1601661464666,2,"02/10/2020 19:57:44","BLIND",5844750,NA,"complete",NA,"5f7768e427fef22a2f66b9e3","computer","Desktop or Laptop","Windows 10","Firefox 81.0","1920x1080","1920x966","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonB","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"12",1601661466846,2,"02/10/2020 19:57:46","BLIND",5844750,NA,"complete",NA,"5f7768e427fef22a2f66b9e3","computer","Desktop or Laptop","Windows 10","Firefox 81.0","1920x1080","1920x966","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",4,"1",1,"Screen 1","advancementZone","continue_button",57614.92,NA,NA,"",NA,"ReadyForExperiment"
"13",1601661466848,2,"02/10/2020 19:57:46","BLIND",5844750,NA,"complete",NA,"5f7768e427fef22a2f66b9e3","computer","Desktop or Laptop","Windows 10","Firefox 81.0","1920x1080","1920x966","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"END TASK",NA,"","","",221705,NA,NA,"",NA,""
"2",1601661248942,2,"02/10/2020 19:54:08","BLIND",5844750,NA,"complete",NA,"5f7768e427fef22a2f66b9e3","computer","Desktop or Laptop","Windows 10","Firefox 81.0","1920x1080","1920x966","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",1,"1",1,"Screen 1","advancementZone","continue_button",57614.92,NA,NA,"",NA,"IntroAlice"
"3",1601661355267,2,"02/10/2020 19:55:55","BLIND",5844750,NA,"complete",NA,"5f7768e427fef22a2f66b9e3","computer","Desktop or Laptop","Windows 10","Firefox 81.0","1920x1080","1920x966","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",1,"Screen 1","content","content_video",57614.92,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"4",1601661359785,2,"02/10/2020 19:55:59","BLIND",5844750,NA,"complete",NA,"5f7768e427fef22a2f66b9e3","computer","Desktop or Laptop","Windows 10","Firefox 81.0","1920x1080","1920x966","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",57614.92,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"5",1601661379615,2,"02/10/2020 19:56:19","BLIND",5844750,NA,"complete",NA,"5f7768e427fef22a2f66b9e3","computer","Desktop or Laptop","Windows 10","Firefox 81.0","1920x1080","1920x966","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",1,"Text","advancementZone","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"6",1601661382155,2,"02/10/2020 19:56:22","BLIND",5844750,NA,"complete",NA,"5f7768e427fef22a2f66b9e3","computer","Desktop or Laptop","Windows 10","Firefox 81.0","1920x1080","1920x966","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",2,"JoL1","Two","response_button_text",57614.92,NA,NA,"3",1,"SportenFeedbackOnly"
"7",1601661393654,2,"02/10/2020 19:56:33","BLIND",5844750,NA,"complete",NA,"5f7768e427fef22a2f66b9e3","computer","Desktop or Laptop","Windows 10","Firefox 81.0","1920x1080","1920x966","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",3,"Feedback","Zone1","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"8",1601661397107,2,"02/10/2020 19:56:37","BLIND",5844750,NA,"complete",NA,"5f7768e427fef22a2f66b9e3","computer","Desktop or Laptop","Windows 10","Firefox 81.0","1920x1080","1920x966","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",4,"JoL2","Three","response_button_text",57614.92,NA,NA,"3",1,"SportenFeedbackOnly"
"9",1601661400624,2,"02/10/2020 19:56:40","BLIND",5844750,NA,"complete",NA,"5f7768e427fef22a2f66b9e3","computer","Desktop or Laptop","Windows 10","Firefox 81.0","1920x1080","1920x966","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",5,"InstructieToets","advancementZone","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"END OF FILE",NA,NA,"","",NA,NA,"",NA,"","","","","","","","","","",NA,"",NA,"","","",57614.92,NA,NA,"",NA,""
"END OF FILE",NA,NA,"","",NA,NA,"",NA,"","","","","","","","","","",NA,"",NA,"","","",NA,NA,NA,"",NA,""
