"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display"
"4",1604152824640,1,"31/10/2020 15:00:24","BLIND",4548750,NA,"complete",NA,"5f9d6ce2fa89fe28f1fed477","computer","Desktop or Laptop","Linux x86_64","Chrome 86.0.4240.110","892x412","980x351","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1604152824649,1,"31/10/2020 15:00:24","BLIND",4548750,NA,"complete",NA,"5f9d6ce2fa89fe28f1fed477","computer","Desktop or Laptop","Linux x86_64","Chrome 86.0.4240.110","892x412","980x351","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","190860",NA,NA,"",NA,""
"1",1604071864025,1,"30/10/2020 16:31:04","BLIND",4923840,NA,"complete",NA,"5f9c3182a45c210808837e01","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x947","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604071867638,1,"30/10/2020 16:31:07","BLIND",4923840,NA,"complete",NA,"5f9c3182a45c210808837e01","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x947","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1604072043128,1,"30/10/2020 16:34:03","BLIND",4923840,NA,"complete",NA,"5f9c3182a45c210808837e01","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x947","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"4",1604072063452,1,"30/10/2020 16:34:23","BLIND",4923840,NA,"complete",NA,"5f9c3182a45c210808837e01","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x947","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1604072063454,1,"30/10/2020 16:34:23","BLIND",4923840,NA,"complete",NA,"5f9c3182a45c210808837e01","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x947","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","199429",NA,NA,"",NA,""
"1",1604070519490,1,"30/10/2020 16:08:39","BLIND",5646202,NA,"complete",NA,"5f9c2c440cf8aa07faed3db8","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604070523067,1,"30/10/2020 16:08:43","BLIND",5646202,NA,"complete",NA,"5f9c2c440cf8aa07faed3db8","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1604070702462,1,"30/10/2020 16:11:42","BLIND",5646202,NA,"complete",NA,"5f9c2c440cf8aa07faed3db8","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"4",1604070711462,1,"30/10/2020 16:11:51","BLIND",5646202,NA,"complete",NA,"5f9c2c440cf8aa07faed3db8","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1604070711465,1,"30/10/2020 16:11:51","BLIND",5646202,NA,"complete",NA,"5f9c2c440cf8aa07faed3db8","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","191975",NA,NA,"",NA,""
"1",1604081892089,1,"30/10/2020 19:18:12","BLIND",5818273,NA,"complete",NA,"5f9c5806d6d40c0ec0d377a6","computer","Desktop or Laptop","Mac OS 10.10.5","Chrome 86.0.4240.111","1280x800","1279x652","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604081897444,1,"30/10/2020 19:18:17","BLIND",5818273,NA,"complete",NA,"5f9c5806d6d40c0ec0d377a6","computer","Desktop or Laptop","Mac OS 10.10.5","Chrome 86.0.4240.111","1280x800","1279x652","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1604082078270,1,"30/10/2020 19:21:18","BLIND",5818273,NA,"complete",NA,"5f9c5806d6d40c0ec0d377a6","computer","Desktop or Laptop","Mac OS 10.10.5","Chrome 86.0.4240.111","1280x800","1279x652","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"4",1604082084441,1,"30/10/2020 19:21:24","BLIND",5818273,NA,"complete",NA,"5f9c5806d6d40c0ec0d377a6","computer","Desktop or Laptop","Mac OS 10.10.5","Chrome 86.0.4240.111","1280x800","1279x652","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1604082084444,1,"30/10/2020 19:21:24","BLIND",5818273,NA,"complete",NA,"5f9c5806d6d40c0ec0d377a6","computer","Desktop or Laptop","Mac OS 10.10.5","Chrome 86.0.4240.111","1280x800","1279x652","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","192355",NA,NA,"",NA,""
"1",1604745859560,1,"07/11/2020 11:44:19","BLIND",5832225,NA,"complete",NA,"5fa67a42baf8112a1783c56d","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604745862909,1,"07/11/2020 11:44:22","BLIND",5832225,NA,"complete",NA,"5fa67a42baf8112a1783c56d","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1604746036276,1,"07/11/2020 11:47:16","BLIND",5832225,NA,"complete",NA,"5fa67a42baf8112a1783c56d","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"4",1604746039923,1,"07/11/2020 11:47:19","BLIND",5832225,NA,"complete",NA,"5fa67a42baf8112a1783c56d","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1604746039928,1,"07/11/2020 11:47:19","BLIND",5832225,NA,"complete",NA,"5fa67a42baf8112a1783c56d","computer","Desktop or Laptop","Windows 10","Firefox 82.0","1920x1080","1920x966","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","180368",NA,NA,"",NA,""
"1",1604096858858,1,"30/10/2020 23:27:38","BLIND",6006797,NA,"complete",NA,"5f9c92a6f8e00f169ccdbe6c","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604096868507,1,"30/10/2020 23:27:48","BLIND",6006797,NA,"complete",NA,"5f9c92a6f8e00f169ccdbe6c","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1604097041917,1,"30/10/2020 23:30:41","BLIND",6006797,NA,"complete",NA,"5f9c92a6f8e00f169ccdbe6c","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"4",1604097044843,1,"30/10/2020 23:30:44","BLIND",6006797,NA,"complete",NA,"5f9c92a6f8e00f169ccdbe6c","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1604097044853,1,"30/10/2020 23:30:44","BLIND",6006797,NA,"complete",NA,"5f9c92a6f8e00f169ccdbe6c","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x754","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","185995",NA,NA,"",NA,""
"1",1604565918862,1,"05/11/2020 09:45:18","BLIND",6630813,NA,"complete",NA,"5fa3bb26d4673800080b07fd","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1918x977","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604565923462,1,"05/11/2020 09:45:23","BLIND",6630813,NA,"complete",NA,"5fa3bb26d4673800080b07fd","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1918x977","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1604566101393,1,"05/11/2020 09:48:21","BLIND",6630813,NA,"complete",NA,"5fa3bb26d4673800080b07fd","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1918x977","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"4",1604566104521,1,"05/11/2020 09:48:24","BLIND",6630813,NA,"complete",NA,"5fa3bb26d4673800080b07fd","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1918x977","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1604566104524,1,"05/11/2020 09:48:24","BLIND",6630813,NA,"complete",NA,"5fa3bb26d4673800080b07fd","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1918x977","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","185662",NA,NA,"",NA,""
"1",1604176037840,1,"31/10/2020 21:27:17","BLIND",7035441,NA,"complete",NA,"5f9dc6b520015a34229609b1","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604176045645,1,"31/10/2020 21:27:25","BLIND",7035441,NA,"complete",NA,"5f9dc6b520015a34229609b1","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1604176218990,1,"31/10/2020 21:30:18","BLIND",7035441,NA,"complete",NA,"5f9dc6b520015a34229609b1","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"4",1604176221538,1,"31/10/2020 21:30:21","BLIND",7035441,NA,"complete",NA,"5f9dc6b520015a34229609b1","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1604176221541,1,"31/10/2020 21:30:21","BLIND",7035441,NA,"complete",NA,"5f9dc6b520015a34229609b1","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","183701",NA,NA,"",NA,""
"1",1604254660790,1,"01/11/2020 19:17:40","BLIND",7249074,NA,"complete",NA,"5f9efb9010da930e028441e7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x763","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604254663655,1,"01/11/2020 19:17:43","BLIND",7249074,NA,"complete",NA,"5f9efb9010da930e028441e7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x763","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1604254846618,1,"01/11/2020 19:20:46","BLIND",7249074,NA,"complete",NA,"5f9efb9010da930e028441e7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x763","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"4",1604254848392,1,"01/11/2020 19:20:48","BLIND",7249074,NA,"complete",NA,"5f9efb9010da930e028441e7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x763","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1604254848395,1,"01/11/2020 19:20:48","BLIND",7249074,NA,"complete",NA,"5f9efb9010da930e028441e7","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x763","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","187605",NA,NA,"",NA,""
"1",1604073078420,1,"30/10/2020 16:51:18","BLIND",7312962,NA,"complete",NA,"5f9c35de9e7c0a09591fc25e","computer","Desktop or Laptop","Windows 10","Firefox 82.0","2048x1152","2048x1010","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
