Participant_ID Local_Date Trial Experiment Participant Event_Index Condition Participant_Monitor_Size Screen_Name Zone_Name Reaction_Time Response Time_On_Task Time_On_Task_New
11473 "2021-03-18 17:40:16" Geld 1 9528861 25 DiagramStandard 2560x1440 Test buttonA 51615.83 "NRf TEVb MTqbP fc8 qoiv CV1 GoVqnT gGQj CyuMC grkLBg nRnff xvtO5 cAQi bV7kQ LCFrc bVvzr Mlfsqj pxp Bqf hhU4h UGXFI TdQh Juu7 goE UPT iCc0h LD9td4 5TAF jJOiY 2pF c25q" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:41:17" ReadyForNext 1 9528861 27 DiagramStandard 2560x1440 ReadyForNext advancementZone 5503.269215606605 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:42:18" Muziek 1 9528861 28 DiagramStandard 2560x1440 Text advancementZone 78652.61375191051 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:42:19" Muziek 1 9528861 29 DiagramStandard 2560x1440 JoL1 Four 1041.782807026877 4 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:42:20" Muziek 1 9528861 30 DiagramStandard 2560x1440 Diagram DiagBox1 125830.94 "eTSB Lnh oPOTKc xmeh ZAm" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:42:21" Muziek 1 9528861 31 DiagramStandard 2560x1440 Diagram DiagBox2 127212.4509319741 "sPzf j9Y5" 22.4618468468468 NA
11473 "2021-03-18 17:42:22" Muziek 1 9528861 32 DiagramStandard 2560x1440 Diagram DiagBox3 61141.8509319741 "lVAo6n 4Ckls" 22.4618468468468 NA
11473 "2021-03-18 17:42:23" Muziek 1 9528861 33 DiagramStandard 2560x1440 Diagram DiagBox4 63406.4009319741 "eaL Q2Q4R" 22.4618468468468 NA
11473 "2021-03-18 17:42:24" Muziek 1 9528861 34 DiagramStandard 2560x1440 Diagram Zone1 30138.6 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:42:25" Muziek 1 9528861 35 DiagramStandard 2560x1440 Standard Zone1 6412.2824992351 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:42:26" Muziek 1 9528861 36 DiagramStandard 2560x1440 JoL2 Four 2965.7479794009528 4 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:42:27" Muziek 1 9528861 37 DiagramStandard 2560x1440 InstructieToets advancementZone 1909.75 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:42:28" Muziek 1 9528861 38 DiagramStandard 2560x1440 Test buttonA 68347.44 "QUrGJS vr9S QiW1 Uv2W EtWlha di3f ezlvV 2LWN j1q9S zLAqq yeA4 fyM6n1 DToYJ zpTD 5Dkpd0 RTva4y" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:41:29" ReadyForNext 1 9528861 40 DiagramStandard 2560x1440 ReadyForNext advancementZone 2333.099215606605 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:43:30" Suez 1 9528861 41 DiagramStandard 2560x1440 Text advancementZone 5924.833751910497 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:43:31" Suez 1 9528861 42 DiagramStandard 2560x1440 JoL1 One 3201.982807026877 1 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:43:32" Suez 1 9528861 43 DiagramStandard 2560x1440 Diagram DiagBox2 85394.9909319741 "hbh fOP nVEvup du0E y1K iIZV2 kh5 7C0Fd e7eD TNAOE w4M MjF Gm5Bs XzDXu bV0L4 TDN BFDGG QBz j4rKV YufVGe wO7O" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:43:33" Suez 1 9528861 44 DiagramStandard 2560x1440 Diagram DiagBox3 70345.71 "H2l1j L1XT 6a3u" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:43:34" Suez 1 9528861 45 DiagramStandard 2560x1440 Diagram DiagBox4 66528.7509319741 "JfKe SXq2a7 thew8 v0Bj jQ630 iGwluW 35z FQfR 2Yq7 zau1 ZkpB0 AG9 hz2y 2oFxNs Lkt S74 S8cFX2" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:43:35" Suez 1 9528861 46 DiagramStandard 2560x1440 Diagram DiagBox1 47065.9809319741 "BLC2K tycs ROE Oidf lTt6 l80czN a9wx7T bsD B02gJ m3Yd85 5CiIM aQRY k8xrm" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:43:36" Suez 1 9528861 47 DiagramStandard 2560x1440 Diagram Zone1 59632.6209319741 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:43:37" Suez 1 9528861 48 DiagramStandard 2560x1440 Standard Zone1 29565.682499235103 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:43:38" Suez 1 9528861 49 DiagramStandard 2560x1440 JoL2 Three 1712.4279794009526 3 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:43:39" Suez 1 9528861 50 DiagramStandard 2560x1440 InstructieToets advancementZone 535.95 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:43:40" Suez 1 9528861 51 DiagramStandard 2560x1440 Test buttonA 104101.2136195861 "LEOan2 dDI avXV wnx nb5qHS mAtYdt 1p1DNg cCre mmHUw wOF W0Uw FPadB sUFe1 3jJ5fA SzzY sQKa 3eqjt SeO hvmqb HAvP 0l77 Z8Wj a9K 68dAf PYUXnW B0Kr7 RHJoU OeHSKs 4ub0 PYUIO GFZE 07e 5Kv jsV b22sd abOPUA eLm yvU qwhX8 mev HdnB" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:41:41" ReadyForNext 1 9528861 53 DiagramStandard 2560x1440 ReadyForNext advancementZone 4565.219215606605 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:44:42" Metro 1 9528861 54 DiagramStandard 2560x1440 Text advancementZone 109068.17375191051 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:44:43" Metro 1 9528861 55 DiagramStandard 2560x1440 JoL1 Zero 2376.162807026877 0 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:44:44" Metro 1 9528861 56 DiagramStandard 2560x1440 Diagram DiagBox1 61626.14 "xSLRn Sf2YZ V5r ach TeIm QMg HXboo gWz 2N8f ARrw AY6X klMr ilahoh" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:44:45" Metro 1 9528861 57 DiagramStandard 2560x1440 Diagram DiagBox3 92057.56 "PDw1j EuBgy 2Q7DEj DlhN4 qCpL4 EcS xN5Ru iQHTu ZN4iR xlEsRs" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:44:46" Metro 1 9528861 58 DiagramStandard 2560x1440 Diagram DiagBox4 83439.65 "qWxIb WEpv8 OLoWr 2pc8Y a8J40 G51 OE1 7FQ CdeI2" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:44:47" Metro 1 9528861 59 DiagramStandard 2560x1440 Diagram DiagBox2 76844.81 "eVaA mMI9In rL0u Nw7" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:44:48" Metro 1 9528861 60 DiagramStandard 2560x1440 Diagram Zone1 68798.38 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:44:49" Metro 1 9528861 61 DiagramStandard 2560x1440 Standard Zone1 29773.28 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:44:50" Metro 1 9528861 62 DiagramStandard 2560x1440 JoL2 One 1825.26 1 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:44:51" Metro 1 9528861 63 DiagramStandard 2560x1440 InstructieToets advancementZone 1064.12 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:44:52" Metro 1 9528861 64 DiagramStandard 2560x1440 Test buttonA 124890.51 "BCz 2sEnh rI3cnQ d14uhD KGS AtK6o ho5HyO 8agE1 Jqu T0U W3EJ VT9g jew twI5 vt5 uaQG XumK5 Lxk 2Xnr" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:41:53" ReadyForNext 1 9528861 66 DiagramStandard 2560x1440 ReadyForNext advancementZone 4932.829215606605 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:45:54" Botox 1 9528861 67 DiagramStandard 2560x1440 Text advancementZone 46476.85 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:45:55" Botox 1 9528861 68 DiagramStandard 2560x1440 JoL1 One 2562.322807026877 1 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:45:56" Botox 1 9528861 69 DiagramStandard 2560x1440 Diagram DiagBox3 74600.87 "5TceV A1YsF8 aBH gyrTm 5MiZZW" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:45:57" Botox 1 9528861 70 DiagramStandard 2560x1440 Diagram DiagBox4 27602.42 "3HUhbb 22L 0wZK V0y" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:45:58" Botox 1 9528861 71 DiagramStandard 2560x1440 Diagram DiagBox2 56295.5109319741 "hjS NAb YtbEK jcZ QwA 50A" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:45:59" Botox 1 9528861 72 DiagramStandard 2560x1440 Diagram DiagBox1 79359.53 "nAdHk uhK3G vI94 gbh RA73D" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:45:60" Botox 1 9528861 73 DiagramStandard 2560x1440 Diagram Zone1 101677.1909319741 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:45:61" Botox 1 9528861 74 DiagramStandard 2560x1440 Standard Zone1 45377.232499235106 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:45:62" Botox 1 9528861 75 DiagramStandard 2560x1440 JoL2 Three 2430.31 3 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:45:63" Botox 1 9528861 76 DiagramStandard 2560x1440 InstructieToets advancementZone 1371.3091320395627 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:45:64" Botox 1 9528861 77 DiagramStandard 2560x1440 Test buttonA 68827.0836195861 "umYDy eKz9C mRLVnX Uwj x0Ya8 chSY Kr4hH Vu61d VdYe IVU E8028E JOpt dPOFYQ Diq 20l zZO" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:41:65" ReadyForNext 1 9528861 79 DiagramStandard 2560x1440 ReadyForNext advancementZone 6420.509215606605 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:46:66" Beton 1 9528861 80 DiagramStandard 2560x1440 Text advancementZone 95897.7737519105 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:46:67" Beton 1 9528861 81 DiagramStandard 2560x1440 JoL1 One 3168.5 1 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:46:68" Beton 1 9528861 82 DiagramStandard 2560x1440 Diagram DiagBox2 100162.5109319741 "s9bts n23NKc XbuKHz AfI sLBDi aGgdM FX9K eH2 G7CHqQ To4Bis" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:46:69" Beton 1 9528861 83 DiagramStandard 2560x1440 Diagram DiagBox3 52259.5309319741 "pb8z bqsL ZRKQS2 ep0eSW 1gUHHx LpUJG nafwui YTXk" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:46:70" Beton 1 9528861 84 DiagramStandard 2560x1440 Diagram DiagBox4 48599.58 "yQFk xji sHPt L9G0E jY7 45dW 8dr gjNRsR rlsVN eo6 xSpFeJ aZt" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:46:71" Beton 1 9528861 85 DiagramStandard 2560x1440 Diagram DiagBox1 132802.01093197404 "ML6st YeFEf VHQ 5cdi4V Q9b0gm SbL" 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:46:72" Beton 1 9528861 86 DiagramStandard 2560x1440 Diagram Zone1 113137.3209319741 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:46:73" Beton 1 9528861 87 DiagramStandard 2560x1440 Standard Zone1 48692.48 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:46:74" Beton 1 9528861 88 DiagramStandard 2560x1440 JoL2 Three 2691.7679794009528 3 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:46:75" Beton 1 9528861 89 DiagramStandard 2560x1440 InstructieToets advancementZone 1147.34 NA 29.2166666666667 22.4618468468468
11473 "2021-03-18 17:46:76" Beton 1 9528861 90 DiagramStandard 2560x1440 Test buttonA 92931.0336195861 "kO5 zTHWL3 op9P LrTWr1 G3E2 nldpj I2wVEF vNMAae pL7FZ 7HH9n 26Fyl eYofY hwOh7 u0ep8 KQ9 3xy g7cw5 qBa IIZHC jq2 ApN lMC 26G fvr XuKYtN un3Y5y AGO9gD r4Tcq H0ovEu wTsK ZrO Prc8W n4oS MC42 wjkYUS BXfHBZ zweWL vB3 o2NCq" 29.2166666666667 22.4618468468468
40518 "2021-04-07 19:20:09" Muziek 1 3274778 2 StandardOnly 1680x1050 Text advancementZone 49436.47 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:20:10" Muziek 1 3274778 3 StandardOnly 1680x1050 JoL1 Four 4691.6 4 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:20:11" Muziek 1 3274778 4 StandardOnly 1680x1050 Standard Zone1 37532.1 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:20:12" Muziek 1 3274778 5 StandardOnly 1680x1050 JoL2 Zero 2794.372045447668 0 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:20:13" Muziek 1 3274778 6 StandardOnly 1680x1050 InstructieToets advancementZone 810.43 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:20:14" Muziek 1 3274778 7 StandardOnly 1680x1050 Test buttonA 68965.56242424836 "HBP 2Hh7 PUDz0a gLHo seaB ghL iDSNf HaCS6 UoquG CiP0s sp4y JgI Way U3H8Kn pYWR 5elio rK4ODD 0Nq1C 98kN aLt oAYX s6g" 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:21:15" ReadyForNext 1 3274778 9 StandardOnly 1680x1050 "Screen 1" advancementZone 1458.94 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:22:16" Geld 1 3274778 10 StandardOnly 1680x1050 Text advancementZone 67857.51486109797 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:22:17" Geld 1 3274778 11 StandardOnly 1680x1050 JoL1 Two 5796.130810369451 2 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:22:18" Geld 1 3274778 12 StandardOnly 1680x1050 Standard Zone1 33386.11 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:22:19" Geld 1 3274778 13 StandardOnly 1680x1050 JoL2 Three 2892.122045447668 3 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:22:20" Geld 1 3274778 14 StandardOnly 1680x1050 ToetsInstructies advancementZone 2242.2 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:22:21" Geld 1 3274778 15 StandardOnly 1680x1050 Test buttonA 12926.052424248366 "gSCI EhDd 7ziZv ci1CZ5 Ga6PhS I6pInl 4nhEyP Mwh1r YbMD wGHokT Ve5TD H6o XleK9 HDSk l2Ev aMGA OjiDU jRqhQm 8REw fq3wL" 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:21:22" ReadyForNext 1 3274778 17 StandardOnly 1680x1050 "Screen 1" advancementZone 1073.17 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:23:23" Botox 1 3274778 18 StandardOnly 1680x1050 Text advancementZone 66682.12 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:23:24" Botox 1 3274778 19 StandardOnly 1680x1050 JoL1 Three 3781.4308103694507 3 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:23:25" Botox 1 3274778 20 StandardOnly 1680x1050 Standard Zone1 32275.25 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:23:26" Botox 1 3274778 21 StandardOnly 1680x1050 JoL2 Two 1459.1320454476677 2 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:23:27" Botox 1 3274778 22 StandardOnly 1680x1050 InstructieToets advancementZone 934.14 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:23:28" Botox 1 3274778 23 StandardOnly 1680x1050 Test buttonA 108721.69242424835 "dc21Oj ycgH H9Dzy LwvhJ lGnck Z2nwUt eyK xRGKQ O7t fNaId 04RNeY c3v1 g61 d6s B9s TVzh rhG EOy RF7y PaV3 GssJFp oKBAbd" 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:21:29" ReadyForNext 1 3274778 25 StandardOnly 1680x1050 "Screen 1" advancementZone 1288.9990500437602 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:24:30" Beton 1 3274778 26 StandardOnly 1680x1050 Text advancementZone 102740.59486109798 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:24:31" Beton 1 3274778 27 StandardOnly 1680x1050 JoL1 Two 4254.64 2 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:24:32" Beton 1 3274778 28 StandardOnly 1680x1050 Standard Zone1 15315.71 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:24:33" Beton 1 3274778 29 StandardOnly 1680x1050 JoL2 Four 3458.8620454476677 4 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:24:34" Beton 1 3274778 30 StandardOnly 1680x1050 InstructieToets advancementZone 1758.11 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:24:35" Beton 1 3274778 31 StandardOnly 1680x1050 Test buttonA 22356.152424248343 "cXnoj3 wb39j Bxja TfCiL ulkW3 1Bek uOv6Jz aROva 0pgnNY QZJ1 Jk8 IE6AH Y3SrY TrvL VxsYK" 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:21:36" ReadyForNext 1 3274778 33 StandardOnly 1680x1050 "Screen 1" advancementZone 2224.87 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:25:37" Suez 1 3274778 34 StandardOnly 1680x1050 Text advancementZone 70898.24 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:25:38" Suez 1 3274778 35 StandardOnly 1680x1050 JoL1 Two 4101.450810369451 2 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:25:39" Suez 1 3274778 36 StandardOnly 1680x1050 Standard Zone1 39349.11 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:25:40" Suez 1 3274778 37 StandardOnly 1680x1050 JoL2 Four 3498.202045447668 4 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:25:41" Suez 1 3274778 38 StandardOnly 1680x1050 InstructieToets advancementZone 2722 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:25:42" Suez 1 3274778 39 StandardOnly 1680x1050 Test buttonA 137557.25242424835 "OZLqWg NWIZfY nwv OGh Rg9ZFi oyve DNjE25 O2yud eMXifK oqxfk iPDE6 8Srb zRQiIe i8qC Oe5 DmsYyD Fanhr HMgsuM B9hzx2 Fi4PC 6kI OW6 p3lujm QO4w ON3 DnrKsb" 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:21:43" ReadyForNext 1 3274778 41 StandardOnly 1680x1050 "Screen 1" advancementZone 2469.95 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:26:44" Metro 1 3274778 42 StandardOnly 1680x1050 Text advancementZone 7968.9 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:26:45" Metro 1 3274778 43 StandardOnly 1680x1050 JoL1 One 4307.7 1 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:26:46" Metro 1 3274778 44 StandardOnly 1680x1050 Standard Zone3 45138.88 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:26:47" Metro 1 3274778 45 StandardOnly 1680x1050 JoL2 Three 3459.42 3 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:26:48" Metro 1 3274778 46 StandardOnly 1680x1050 InstructieToets advancementZone 1120.7830000009685 NA 12.4833333333333 11.967878787878803
40518 "2021-04-07 19:26:49" Metro 1 3274778 47 StandardOnly 1680x1050 Test buttonA 38251.45242424836 "XiAX 3uI neop RlE Sb2Jv3 5EFTG iphP3 Gk1 KssL0 iKD wEN9g9 mAckI YV2eBf esCa zpF Ebt k6sO" 12.4833333333333 11.967878787878803
184969 "2021-04-15 08:25:07" Botox 1 9141014 2 PictureMatching 412x892 Text advancementZone 18923.71 NA 22.9 19.25
184969 "2021-04-15 08:25:08" Botox 1 9141014 3 PictureMatching 412x892 JoL1 Four 1774.65 4 22.9 19.25
184969 "2021-04-15 08:25:09" Botox 1 9141014 4 PictureMatching 412x892 IntroPictureMatching advancementZone 3115.8534487567736 NA 22.9 19.25
184969 "2021-04-15 08:25:10" Botox 1 9141014 5 PictureMatching 412x892 PictureMatching advancementZone 33580.7265641068 6 22.9 19.25
184969 "2021-04-15 08:25:11" Botox 1 9141014 6 PictureMatching 412x892 PictureMatching Zone1 12756.21 NA 22.9 19.25
184969 "2021-04-15 08:25:12" Botox 1 9141014 7 PictureMatching 412x892 JoL2 Four 1209.0493859661542 4 22.9 19.25
184969 "2021-04-15 08:25:13" Botox 1 9141014 8 PictureMatching 412x892 InstructieToets advancementZone 3042.21 NA 22.9 19.25
184969 "2021-04-15 08:25:14" Botox 1 9141014 9 PictureMatching 412x892 Test buttonA 154235.242956292 "enG 3K2A hN8wL5 XZbeo lBWl e1j niA2 bBI XQbJ cNf 31fG ZSPm YjDX iWhF kXL9 Lmc u1u4 dt2zN nZcLek vJWg x9jyo2 fUW lzY qFWNsx CGBV qpL MZeiFW 5hb JSN HD9Xv2 dax Ass t65s Tpq3x HsC Uar ZbezeW xgLqU V8Gt qUnv UBXAC w2zL17 2DsCd DmfiRk Pew3os aE44T7 FC7cXD dxqun ja8r5i" 22.9 19.25
184969 "2021-04-15 08:26:15" ReadyForNext 1 9141014 11 PictureMatching 412x892 ReadyForNext advancementZone 62860.67124998069 NA 22.9 19.25
184969 "2021-04-15 08:27:16" Geld 1 9141014 12 PictureMatching 412x892 Text advancementZone 145592.0652770082 NA 22.9 19.25
184969 "2021-04-15 08:27:17" Geld 1 9141014 13 PictureMatching 412x892 JoL1 Two 2572.17254385222 2 22.9 19.25
184969 "2021-04-15 08:27:18" Geld 1 9141014 14 PictureMatching 412x892 IntroPictureMatching advancementZone 4434.62 NA 22.9 19.25
184969 "2021-04-15 08:27:19" Geld 1 9141014 15 PictureMatching 412x892 PictureMatching advancementZone 58199.66 7 22.9 19.25
184969 "2021-04-15 08:27:20" Geld 1 9141014 16 PictureMatching 412x892 PictureMatching Zone1 42857.62 NA 22.9 19.25
184969 "2021-04-15 08:27:21" Geld 1 9141014 17 PictureMatching 412x892 JoL2 Zero 1127.72 0 22.9 19.25
184969 "2021-04-15 08:27:22" Geld 1 9141014 18 PictureMatching 412x892 ToetsInstructie advancementZone 3367.97 NA 22.9 19.25
184969 "2021-04-15 08:27:23" Geld 1 9141014 19 PictureMatching 412x892 Test buttonA 126623.47 "X50th fyLTaQ LMNIdT iogdRb rmLQNq SaE xCZh0 V9s xmh dRTr5 nz2k TO8a Gnp y0qT3K BMj Q2Ad UD4ibx HK2c Gmrq4 LzLN YXC WygXv akFIg7 m2I bnh2 ori 9DZmSS 2oedrS SdSg1 awK1YK lJj3 yNDP8o lpoRqu WcAx e6W J0L JCQy 5eeY5s e9fa7y JRKAa g0sc SMMX p6l ri0zL ODe bp2 cpVw4 5Rs Ov3nOA c2LZ9k luz zFhCa Lecx9p UZI 9VL3T E8iQ2 VI3" 22.9 19.25
184969 "2021-04-15 08:26:24" ReadyForNext 1 9141014 21 PictureMatching 412x892 ReadyForNext advancementZone 88352.20124998069 NA 22.9 19.25
184969 "2021-04-15 08:28:25" Metro 1 9141014 22 PictureMatching 412x892 Text advancementZone 101761.2 NA 22.9 19.25
184969 "2021-04-15 08:28:26" Metro 1 9141014 23 PictureMatching 412x892 JoL1 One 1799.9 1 22.9 19.25
184969 "2021-04-15 08:28:27" Metro 1 9141014 24 PictureMatching 412x892 IntroPictureMatching advancementZone 2610.7 NA 22.9 19.25
184969 "2021-04-15 08:28:28" Metro 1 9141014 25 PictureMatching 412x892 PictureMatching advancementZone 29728.27 4 22.9 19.25
184969 "2021-04-15 08:28:29" Metro 1 9141014 26 PictureMatching 412x892 PictureMatching Zone1 53243.84 NA 22.9 19.25
184969 "2021-04-15 08:28:30" Metro 1 9141014 27 PictureMatching 412x892 JoL2 Three 2068.46 3 22.9 19.25
184969 "2021-04-15 08:28:31" Metro 1 9141014 28 PictureMatching 412x892 InstructieToets advancementZone 3798.0602227076147 NA 22.9 19.25
184969 "2021-04-15 08:28:32" Metro 1 9141014 29 PictureMatching 412x892 Test buttonA 157027.75 "N1zKCO Z9N NfIO4H 62wehS PCPd iTFF pwZhK9 X6B BOR4dp 4ndj hys jMKhPR XGj WD5 gARf BuIQ0C xMWY Wql7 Vcw a6X 32Di DN21j3 2XZvnp mndens FS6 AqKLj 0Zpq0A wTISVR 0OK1r D2p fNGjVL 9QX1 r4E 8Azkr JpHjT dX1psq IP5 l6VaR pMt1jK 98do Et0YEO myU Rbh RS0 PVJ JM9 AZU 9mfPs 3yeo y6rrOr 8K1 2rw PHPaa zth HwZ5 EWpIB qbm5ye QbwjA7 y5x 0c5Z gmt hF5s" 22.9 19.25
184969 "2021-04-15 08:26:33" ReadyForNext 1 9141014 31 PictureMatching 412x892 ReadyForNext advancementZone 26326.76 NA 22.9 19.25
184969 "2021-04-15 08:29:34" Muziek 1 9141014 32 PictureMatching 412x892 Text advancementZone 148280.41 NA 22.9 19.25
184969 "2021-04-15 08:29:35" Muziek 1 9141014 33 PictureMatching 412x892 JoL1 Two 2764.8325438522197 2 22.9 19.25
184969 "2021-04-15 08:29:36" Muziek 1 9141014 34 PictureMatching 412x892 IntroPictureMatching advancementZone 1758.71 NA 22.9 19.25
