Experiment Participant_ID Condition Trial Zone_Name Response Word_Count Correct_Points Element_Number Commission Omission
1 NA DiagramFeedback Beton DiagBox2 "piyt Ahrd W2n u2VYz8 RK4N NWLl fHnDp D7Q8DD 8B0HCd AAxZ" 10 1 4 1 0
1 NA DiagramFeedback Beton DiagBox2 "sGt564 J9cM exrrT hcwSmr AHuh J3p dDK3bB lBA VYC" 9 1 3 0 0
1 NA DiagramFeedback Beton DiagBox2 "6sk1 SfcEv 7hVsWS nKFTo m60OG sPg gCA83" 7 1 4 0 0
1 NA DiagramFeedback Beton DiagBox2 "LKLc Puuh sti6Tc En9Ps qHyn3 orR 44M YY2a j2vc tJeBnf lJqlq8 QKvloh cI1 Gev4U qWz2 a1pcY" 16 1 NA 0 0
1 NA DiagramFeedback Beton DiagBox2 "5QB wVE4U zE5 T8e imQq YO9 Ueyy 5N4n" 8 0 NA 0 0
1 NA DiagramFeedback Beton DiagBox2 "zNQ5 IUHnO AdImR QI6YV" 4 1 3&4 1 0
1 NA DiagramFeedback Beton DiagBox2 "uq9gC 5M1n Cz4 cSHQ UCO ZBr Gj6G n5xF kP1Sy" 9 1 2 0 0
1 NA DiagramFeedback Beton DiagBox2 "c9yHQ TMMbLO OSG6 ZPz DYDkw9 XzkUe GV7Y RFF nZY" 9 1 5 0 0
1 NA DiagramFeedback Beton DiagBox2 "SvgcMd JtPw42 gET0jw 16f6f JIV9w ryLSIM q1mCj S4dU hRw 5QzoCP" 10 1 4 0 0
1 NA DiagramFeedback Beton DiagBox2 "wUF l0hfu m1Cg9 nDcN" 4 1 2 0 0
1 NA DiagramFeedback Beton DiagBox2 "UfEUnr DbQ UFq0ck BasEe JHp 7kwv2N FrL ltjUJ9 1S2 dAC" 10 1 2 1 1
1 NA DiagramFeedback Beton DiagBox2 "X4LxN gznx zcA DeQew vUhFlQ UsSaT 1dPu6 JXEgpJ ApY" 9 0 1 0 0
1 NA DiagramFeedback Beton DiagBox2 "1Hr JVshR FBMc1w jja8jr" 4 2 5 0 0
1 NA DiagramFeedback Beton DiagBox2 ? 0 0 NA 0 1
1 NA DiagramFeedback Beton DiagBox3 "Ect8N C2O sSm yM0r ardkvl ar3 Zce 3kEgv Q61qmm SYUQ" 10 1 1 1 0
1 NA DiagramFeedback Beton DiagBox3 "HJ3CT 872 ZQp Txg4B ehXa T9sWJ Sd3Wy XkqJdP FXU nKlNI JAy megma" 12 1 2 0 0
1 NA DiagramFeedback Beton DiagBox3 "R375 v6SHD wKS sNyJMW q1S UFGQB nptipL 3ziR 630 MV0k0U vCVW fpj8W 9iHJx" 13 0 NA 0 0
1 NA DiagramFeedback Beton DiagBox3 "CrC Vbl5qh PRFq 5CuyQ 3bG53k vsve wQmg Nmil JH9iP pEUXwp Gfgau 6Hlz jfYw Ueq" 14 1 2 0 0
1 NA DiagramFeedback Beton DiagBox3 "CSl sg5o2C dkCi XNnCue" 4 1 5 0 0
1 NA DiagramFeedback Beton DiagBox3 "YsLs uHZ39 AB50KX WfB3 KDKLU 1S1TR nbPr mLlbtE 30f 6Kl6" 10 0 4 0 0
1 NA DiagramFeedback Beton DiagBox3 "FPZQk k7Gd OGiqt OGyU4 WzpPv" 5 1 3 0 1
1 NA DiagramFeedback Beton DiagBox3 "uDZ9S PvU1 OlDlX C99k7a" 4 0 NA 0 1
1 NA DiagramFeedback Beton DiagBox3 "hQb9Go WSr1d boDnm q6vF gEE Vxev4 l1dH JykN ursIp" 9 0 2 0 0
1 NA DiagramFeedback Beton DiagBox3 "oHmsE zja mHJW OyYzx a90o3 Ipd auClm UifbGU loVsJo fTca oCcz" 11 0 1 0 0
1 NA DiagramFeedback Beton DiagBox3 "7uzbyi cih oo9t UEFx oU1nYD GqI3xa zAE2jN uj0 r2Q bfzPd" 10 1 2 0 0
1 NA DiagramFeedback Beton DiagBox3 "s5ClR zFFUN FBkNo yTY7 zaxe" 5 1 5 0 0
1 NA DiagramFeedback Beton DiagBox3 "lN19W 0BC Wr8qX8 r3S6 1F7G yuJ A3MiBm aFO41x NrP" 9 1 NA 0 0
1 NA DiagramFeedback Beton DiagBox3 "ggz1Sg krCjDG Ccpadk klLHd isW uVtQ 2PmN TmC hFRol1" 9 0 2 0 0
1 NA DiagramFeedback Beton DiagBox3 "Vcn ynyUnO C1u8h owTg GR5 wXpz" 6 1 5 0 0
1 NA DiagramFeedback Beton DiagBox3 "uVJB Gc3Biz YTO qAZk iAE3 OF1dFD 9rVr FrMV uTqE" 9 0 3 0 0
1 NA DiagramFeedback Beton DiagBox3 "2Juu kurLKG UtaqrS hgRK" 4 1 1 0 0
1 NA DiagramFeedback Beton DiagBox3 "tt5 oIZ4Sv sPQy Bk7s5t XdZ" 5 0 NA 1 0
1 NA DiagramFeedback Beton DiagBox3 "ABs1l 24W3F wlf WNUcD Ik4Yl1 yUrpn O04bb" 7 1 5 0 0
1 NA DiagramFeedback Beton DiagBox4 "T9Y0u 6VrpH kSAJF Q6p KXFok6 EgNcim" 6 1 4 0 0
1 NA DiagramFeedback Beton DiagBox4 "fqMU X14k OzCMy uXkhZ m9qM Hm1T bhCcP 312tH B7Zi3 KQCQ" 10 1 2 0 1
1 NA DiagramFeedback Beton DiagBox4 "aCpCsM 9yg4G JhaoK 9V9gOn CxFCm eCwI iBFE" 7 1 3 0 0
1 NA DiagramFeedback Beton DiagBox4 "8LG 97T 98tc PqyeW vY6 ULP xil 6yirFy eyAn 7w4 7UV5rh eJ6 M32 L0Bri1 914q70 7SCU1" 16 1 NA 0 0
1 NA DiagramFeedback Beton DiagBox4 "U2b7M jE9L zET 7F3 Bf2 cFS A5S6c cuZxXi VoPCvW 17anmf bbmfH lIqcO OjXZ2" 13 1 4 0 0
1 NA DiagramFeedback Beton DiagBox4 "kQDEd us4u2 xT73QD fTiP bG0x XYK A6EkoU slkkp MYKQ l0PO" 10 1 1 0 0
1 NA DiagramFeedback Beton DiagBox4 "B6Hs TedD 9KX8Yv dm19W d64ze rWV exLh" 7 0 2 0 1
1 NA DiagramFeedback Beton DiagBox4 "hT9wAI PdX qNXLE5 sJyLa xUYMnf" 5 1 2 0 1
1 NA DiagramFeedback Beton DiagBox4 "cLj ii9b 5Hhts 5Ammy pYkl KmJaf 3Ibl 2svp" 8 0 1&3 0 0
1 NA DiagramFeedback Beton DiagBox4 "2Gh lveMY6" 2 1 1 0 0
1 NA DiagramFeedback Beton DiagBox4 "iBMG2 S4V Vzhbe 2CT3F aHFgtj" 5 1 5 0 0
1 NA DiagramFeedback Beton DiagBox4 "WZoYa1 n9zID 8BjdR O8w AcUUtA ibK FsnTHw QZeQ XLxem UkYp 8ao" 11 0 4 0 0
1 NA DiagramFeedback Beton DiagBox4 "VMk8 d2Htit TF5 qClX Cc5bq bonU" 6 1 NA 1 1
1 NA DiagramFeedback Beton DiagBox4 "pYYqjo rwZUM 5JZf 70k yBQ SNzcO W3UGK d4g DJZhG2" 9 0 2 0 0
1 NA DiagramFeedback Beton DiagBox4 "hTU H91kh0 eSOtF nUG ogN 7oPzmK UowmF Tjyf1b MtXo9V sGyy GSo0cw 69PA VXWwm" 13 1 4 1 1
1 NA DiagramFeedback Beton DiagBox4 "rcNOFj KlnXWo LXs r19j4B LHwv U2b RdoM 49oPG Cvmvb PC2 BmoikL" 11 1 3 1 1
1 NA DiagramFeedback Beton DiagBox4 "cT3vR GXAl xnh OKI2 AuX" 5 0 3 0 0
1 NA DiagramFeedback Beton DiagBox4 "Nu8 g4Bw R4M Nnb8JS k0SB cna 8KPv qq6" 8 1 NA 1 0
1 NA DiagramFeedback Beton DiagBox4 ? 0 0 NA 0 1
1 NA DiagramFeedback Botox DiagBox1 "be1L4 wswhh5 YlR2 cQd34 8mdZ4 E68sD fvGYTm p4BHb IoAE OZkv4" 10 0 NA 0 0
1 NA DiagramFeedback Botox DiagBox1 "K0dxw 0Gt yIz fuySrp lQbW" 5 1 4 0 0
1 NA DiagramFeedback Botox DiagBox1 "wgVrn bqPgy vUeh7e VoXk48 tEQ" 5 0 4 1 1
1 NA DiagramFeedback Botox DiagBox1 "rPrRQw bs8 Fedw x00D O3Z DMiWYP Eze2a" 7 0 4 0 0
1 NA DiagramFeedback Botox DiagBox1 "8LYNm3 GB4Z Nq8oT 3o9Ti uja 1cM" 6 0 5 0 1
1 NA DiagramFeedback Botox DiagBox1 "BtnE foYU XTIbU IGDEPq xGQl H5kozR" 6 1 NA 0 0
1 NA DiagramFeedback Botox DiagBox1 "CIn lRDXOb Y2Cx1K xAs rxLT dUHElz QaT zs6Pim HBKln YDPJo GgaJF YC8S8 Pq1yJ u17G H3XC" 15 0 NA 1 1
1 NA DiagramFeedback Botox DiagBox1 "nOq69 Txbdl GsK qAXdL 9lr 2c1G 4hN3 fPC0H WRD0oG Dpwd" 10 1 5 0 0
1 NA DiagramFeedback Botox DiagBox1 "ZFf CBZop UVnh THmfb" 4 1 2 0 0
1 NA DiagramFeedback Botox DiagBox1 "s46 EiRfZl CeuSX iZ7AQ 8z8 9eT 4cD 2hZO fllhYu PcFq7l ZrOk" 11 1 4 0 0
1 NA DiagramFeedback Botox DiagBox1 "CcI 4Lq pQApe uIC BUqk 6Ar unF d0l PxAp NNmu5N EZo iwT" 12 1 NA 0 1
1 NA DiagramFeedback Botox DiagBox1 "fZa2 ZZBPP GeeT REHoV pxQ2Ni Vdq rVY 7RXKv6 5lvey 2ul0 NlqQ yOGv Il8" 13 1 3 0 0
1 NA DiagramFeedback Botox DiagBox1 "pwkBd ZLU qmyv SCgQh Znlya YXunjF tRR nea S9r 5vouCL ELR7t l3cH6U" 12 1 4 0 0
1 NA DiagramFeedback Botox DiagBox1 "L1nGR yBoUoJ hbd8s uiMx CX5" 5 0 3 0 1
1 NA DiagramFeedback Botox DiagBox1 "VTx WfWMIO hxZyi GIGqr lOHiGx FWBL9a AUGh AgG0Fh yvbU" 9 2 4 0 0
1 NA DiagramFeedback Botox DiagBox1 "3jr oZlS YWl1 mpkO UFCkB RXmk zjqISL 2mwmFm f22bUV UBXT 9tT xiW" 12 1 2 0 1
1 NA DiagramFeedback Botox DiagBox1 "DmW5 VwgK0 f5SUxF OM7wEL x29 89y8K QJI KGC wbdB fEk aoH7 37M nD60 oWzO Ux7 xYg 5Nz" 17 1 1&2 0 0
1 NA DiagramFeedback Botox DiagBox1 ? 0 0 NA 0 1
1 NA DiagramFeedback Botox DiagBox1 ? 0 0 NA 0 1
1 NA DiagramFeedback Botox DiagBox2 "2I7RN u44d mKuMu Ux3FO" 4 0 3 1 0
1 NA DiagramFeedback Botox DiagBox2 "hHodW 4TRvUs 4Pa a87 NFH" 5 0 2 0 0
1 NA DiagramFeedback Botox DiagBox2 "QIk4g Eqb 9Pb" 3 1 1 0 1
1 NA DiagramFeedback Botox DiagBox2 "NUWa pAED Si6mr t0eUv lDDRD" 5 0 NA 1 0
1 NA DiagramFeedback Botox DiagBox2 "8cb z5oGb3 B2YP6 Cf3Nc uzV O9W" 6 0 4 1 0
1 NA DiagramFeedback Botox DiagBox2 "jFl DAy 0KN cwfQc HgubxB iwi TXjef EXuP JaU RL18lv" 10 2 3 0 0
1 NA DiagramFeedback Botox DiagBox2 "hUEpVk CBXgx7 OeHV JQaop FDx HeiM 1vm" 7 0 4 0 1
1 NA DiagramFeedback Botox DiagBox2 "ZoSFX5 MEy aNABQ Yxs90 69GK NEdZ5A YLkAHN upupI oNK 0wlVLd" 10 1 NA 1 0
1 NA DiagramFeedback Botox DiagBox2 "Fh0qeJ lMQdq u5qgB Rw7 ZdS3E R7Y5" 6 1 1 1 0
1 NA DiagramFeedback Botox DiagBox2 "QDAoE gsfQJ 024H 3jp 03W aHM N2FPh sMtEIa 4pg2V ytr0b A3an1 rKKacR t98US8 S18 mkG Ipc YzTP HK5ERP ngFC" 19 1 1&2 0 1
1 NA DiagramFeedback Botox DiagBox2 "ktE f9G M6TVz oi3 o892w" 5 1 5 0 0
1 NA DiagramFeedback Botox DiagBox2 "IYBD XLx1RJ frvlf hlZmns b9b XIv TXH K4rr 2nQtG6 rIgq" 10 1 3 0 1
1 NA DiagramFeedback Botox DiagBox2 "YSUb Q8OF x8eZU" 3 1 1 0 0
1 NA DiagramFeedback Botox DiagBox2 "S0vLrk qotP tPTS YNO 75t ZNk ftk Dmm9SJ UVG0b AepNtb hAAOX pTI LuKD 9rbGn1 dvTN0 fYA" 16 1 3 0 0
1 NA DiagramFeedback Botox DiagBox2 "lPOHI JBuD7 en1 dtvDp gU8hl ffMsL LGQJ" 7 0 2 0 0
1 NA DiagramFeedback Botox DiagBox2 "NlXGmc CRT 856 gc7Z3O XhP2eD StqoG 2vcDVq sARj ZgNeA KXnUy Y90nr dlrZ Pq6y wP0h 3wbn8 1Wu uTfp zSS LOZQ FcE Ox0h NOj8w" 22 1 4 0 0
1 NA DiagramFeedback Botox DiagBox2 "bL0o lH4eZe eFIhMC x167 Y8L LnY lfP2Q7" 7 0 3 0 0
1 NA DiagramFeedback Botox DiagBox2 "JvZe CaxsIC ktAE IaNov FhoM42 KQCN npKB GsQ eHhW lGTXtE" 10 0 NA 0 0
1 NA DiagramFeedback Botox DiagBox2 "2YOK rGapM q7w aj5p" 4 1 NA 0 0
1 NA DiagramFeedback Botox DiagBox3 "zxk Skh84 NKA3V" 3 0 3 0 0
1 NA DiagramFeedback Botox DiagBox3 "XbzVuv gfwE Cuhmx A6Dv h1V2r EvAv" 6 1 1 0 0
1 NA DiagramFeedback Botox DiagBox3 "SSWF 8y5cZ 5oWcqy JktrQ3 iKV24g 7Ah5V pzL6" 7 1 4 1 1
1 NA DiagramFeedback Botox DiagBox3 "vzM 4j9jm 6oyju0 SaN 1Vmo" 5 0 NA 0 0
1 NA DiagramFeedback Botox DiagBox3 "GgQ EDer qmE0 OuE Kivm BxO2 1Md3 lzRU otkyTT" 9 0 5 0 0
1 NA DiagramFeedback Botox DiagBox3 "yhp1 9ya v1T5dp uwuiC LCLHy Gfp04F xfajI XAbb OO8 TC8Gzx PFNSK 0HwM gVp SPJvbu JOOD rib yaXr zEyMT 7qoiE" 19 1 NA 1 0
1 NA DiagramFeedback Botox DiagBox3 "BWb Y00 bkjN gRxu" 4 1 3 0 0
1 NA DiagramFeedback Botox DiagBox3 "Zt0 VxvYF7 MjowH CdUdHf jFN B2hVd q3B nGAf pnFi" 9 0 4 1 1
1 NA DiagramFeedback Botox DiagBox3 "92G 0qb 1gVHW KZarEi XWkN jkNudv 0FIF MqYQ7N lVv 31xH h35E 7uKn eFKog4 1GYP2R xljNK7 3fG5" 16 0 2 0 0
1 NA DiagramFeedback Botox DiagBox3 "eA2 qVnVZ VrjYs dCt" 4 1 3 0 0
1 NA DiagramFeedback Botox DiagBox3 "ULumJ O0eSa wpMi 1SQybM 7Wsgz KojPf bOa GugF N1z WoiR nuEshs aLrEP" 12 0 3 0 0
1 NA DiagramFeedback Botox DiagBox3 "dRc fhNbF Ix7UA QicMY Eyfc 9zJSjD c8U Dem 5ZLO Y8uY9 NOg TTS6W nRSIZ LBbzdX jfnRKF oBUd1" 16 1 5 0 0
1 NA DiagramFeedback Botox DiagBox3 "IFMgq 3iXfo9 RRHp" 3 1 NA 1 0
1 NA DiagramFeedback Botox DiagBox3 "264rb ooSB 0tA rGtEn oANwD" 5 1 NA 0 0
1 NA DiagramFeedback Botox DiagBox3 "8M7 gcAn 3T0Go zmuNm J9je wkxz 6Ci" 7 1 NA 0 0
1 NA DiagramFeedback Botox DiagBox3 "2mGq Od8 I3LX1" 3 1 NA 0 0
1 NA DiagramFeedback Botox DiagBox3 "WP2 du7 joZNpI yXGC6 g1bUi 10A ETBY Gwz5c IpEuCu jRnwuQ" 10 1 1 0 0
1 NA DiagramFeedback Botox DiagBox3 "5aef2 n4m QkY AhEwq inf czQxNB eYCr9 uTA7 O4o7 BYYz izw9d gnlX14" 12 1 4 0 0
1 NA DiagramFeedback Botox DiagBox3 "Y3Et Q7W8E 1kIb ie0M Bgz BYjex5 J1Sg k9cmhH xIk rvC" 10 0 3 0 0
1 NA DiagramFeedback Botox DiagBox4 "nxFas 9FvH9D oml GUuTW USPXU SBcs" 6 1 2 0 1
1 NA DiagramFeedback Botox DiagBox4 "j9BL IYS RTM8Uc v96 kar5tD 6bUG" 6 1 5 0 0
1 NA DiagramFeedback Botox DiagBox4 "xKqyNp wBdj Kg3u bd9 UfQhC A8GX" 6 0 4 0 0
1 NA DiagramFeedback Botox DiagBox4 "7hJXN SBtP X2p EAHt EHx913 bpQKs rPtX LfwF ozmjNz Qh4" 10 1 5 0 0
1 NA DiagramFeedback Botox DiagBox4 "8fe egGiiB IRCxz2 UUVnQd jFy" 5 0 3 0 0
1 NA DiagramFeedback Botox DiagBox4 "SfdpOw Fz6 ZtR L8CtGJ BSA DgA nsAX yRpt kz0 LFAgI" 10 1 1 0 0
1 NA DiagramFeedback Botox DiagBox4 "9XgGmA z9S qOYbu hrSP 9JH1m m37X fgS4A LzGH3U gyhl3 c6YYD NZqnk 9b8c ABbjy t93lL QJC9c F4IpvF" 16 1 4 0 1
1 NA DiagramFeedback Botox DiagBox4 "iUi sOlMq hIv m4u njcJV wwR c8J 0FW 1akz9O EZto pNk9x" 11 1 NA 0 1
1 NA DiagramFeedback Botox DiagBox4 "aOcEZC 7wUc UiP xo8eX GfXMhx VFUcD FoRfN" 7 1 NA 0 0
1 NA DiagramFeedback Botox DiagBox4 "IlG8 O49q67 UXnP bbO3" 4 0 3 0 0
1 NA DiagramFeedback Botox DiagBox4 "JCg V7RT dSD6h fDWE gAt U3a3" 6 1 NA 0 0
1 NA DiagramFeedback Botox DiagBox4 "9f4 Xbmp 7eEe0D" 3 1 4 0 0
1 NA DiagramFeedback Botox DiagBox4 "CqJ5 CH2 mDds r09ng CXuK yC1 psPOB Zm5 6spe9 CxewRN AaG6 tMOR" 12 1 2 1 0
1 NA DiagramFeedback Botox DiagBox4 "RSTrc yO4 FlGs iLk GZmN iCU5 hGW1kF ozF zj3 rsP Qdk KJWV" 12 1 NA 0 0
1 NA DiagramFeedback Botox DiagBox4 "vNWAq QprwW eRy9V btA6q O8hu rq0CR Uf8jnB WpoWk J8CHQG X7FJV" 10 1 NA 0 0
1 NA DiagramFeedback Botox DiagBox4 "5jw vKgOj eKn 9EW7 F4Rw7 lYmNG EFgf nDR" 8 0 2 0 0
1 NA DiagramFeedback Botox DiagBox4 ? 0 0 NA 0 1
1 NA DiagramFeedback Botox DiagBox4 ? 0 0 NA 0 1
1 NA DiagramFeedback Botox DiagBox4 ? 0 0 NA 0 1
1 NA DiagramFeedback Geld DiagBox1 "sqkXN oBm Deg AuZx iZpTHX Zww7 otA Vthg r9ZEE az6Knz NZYB6" 11 1 5 0 0
1 NA DiagramFeedback Geld DiagBox1 "PUxv7 1ZqFZB 9Su7 3FGQR2 Deu 4HXdka fPxq wYs57" 8 0 NA 1 0
1 NA DiagramFeedback Geld DiagBox1 "S2H yuim sHA KhEemi" 4 0 3 0 0
1 NA DiagramFeedback Geld DiagBox1 "cHj7 UKJj 6yWZSd QUldTr 5yLQ lR8eb KQmgGt BM4 MerTtg xJaw aNu hYJD 27MyN Og99 tvf7" 15 0 NA 0 0
1 NA DiagramFeedback Geld DiagBox1 "djlw SFJ wWw3 lkXBE PaK8b 8jVKqn XcA" 7 1 1 0 0
1 NA DiagramFeedback Geld DiagBox1 "6jL6i DHuy xe7 IH6 b1Pan7 VeT bHlmEQ Df5f Ydnm" 9 0 2 0 0
1 NA DiagramFeedback Geld DiagBox1 "Obkl1 FZ5vN pXVmb 8PvHnW" 4 1 3 0 1
1 NA DiagramFeedback Geld DiagBox1 "QLF 8GhV SZk38J yeq Chv PHnXs So1S2 2PMF0E HfIdkC" 9 0 1 0 0
1 NA DiagramFeedback Geld DiagBox1 "ABa F3d VggS5O rDZZ QZWzWd" 5 1 4 0 1
1 NA DiagramFeedback Geld DiagBox1 "F7yq4p upaoa 02gx Ajui vMj8 Qlc Ot7v AB1 ticSEm 7WaU" 10 1 3 0 0
1 NA DiagramFeedback Geld DiagBox1 "TkxeX l3L ycflr A0X" 4 1 4 1 1
1 NA DiagramFeedback Geld DiagBox1 "oGVt AZN7u qbk PbfXZb zCVvYo VOETv Kpi 8Uql9 kXv6kK M9np" 10 0 1 0 0
1 NA DiagramFeedback Geld DiagBox1 "3hCckE rOik5 vOLWX BXYsj B2QfC 02Yy 3FVw k0NNe" 8 1 4 0 0
1 NA DiagramFeedback Geld DiagBox1 "8DIu rCNZnw" 2 1 3 0 1
1 NA DiagramFeedback Geld DiagBox1 "4fjvh 2Es9 NEFW ArEGA 5hQN eYS UZh7X S0EA" 8 1 NA 1 0
1 NA DiagramFeedback Geld DiagBox1 "dEZ3 JRO XYf Lrs ePldF Mmy7Yl VjTN8 gljqmX" 8 0 NA 1 0
1 NA DiagramFeedback Geld DiagBox1 "UtpX Zt90 mtyrF" 3 1 3 0 0
1 NA DiagramFeedback Geld DiagBox1 "rwzud9 oBt e1Q e1W Hmx Cbvq7 m6PMa" 7 1 NA 0 0
1 NA DiagramFeedback Geld DiagBox1 "kMj 5UTtj6 TBS7 qQo b48W Oe3Qzm XLJn" 7 1 4 0 0
1 NA DiagramFeedback Geld DiagBox2 "O0lSl 9it y5C1U pblah z91lO j3uTcm UJyY nM5 Zjn bBxZhR oe9X0 tKUM6S" 12 0 NA 0 0
1 NA DiagramFeedback Geld DiagBox2 "h31ytG GrzJp 5YDC MmTe XyNwq QSbQ4v XSmk" 7 0 4 0 0
1 NA DiagramFeedback Geld DiagBox2 "sfv1 xCI73 sRHL I7WY 7JP7yN" 5 1 5 1 0
1 NA DiagramFeedback Geld DiagBox2 "GJXkA sE8 CGk7L wgbq VdKdwX QvlQ9p a3CGGD ou85 DoE ifwLc hOH vvSIWa KHVa ynyKty ar2tg oDbEp k01I Eiph 9sb3 IMM YUkXt" 21 1 4 0 0
1 NA DiagramFeedback Geld DiagBox2 "ANzEN6 j2mD 05F 40BIH JWs" 5 1 5 1 1
1 NA DiagramFeedback Geld DiagBox2 "4MecNL coPbtf X1bpTw ETat4q E5k9qJ JEbr 3zLNQo dEOR aN1C9w" 9 0 4 0 0
1 NA DiagramFeedback Geld DiagBox2 "GVVGty IvFf00 vsftK mNXd8 laABN NERE ocpJ I6FP 6xi A5fahK Rzha" 11 1 NA 1 0
1 NA DiagramFeedback Geld DiagBox2 "otI hbfntq H8w4rR Ohzf JHOfCP" 5 1 NA 0 0
1 NA DiagramFeedback Geld DiagBox2 "PXcG QTwmL wCwL QzBj 6TqK mhu JsSil FHIEQb vF2XHw" 9 0 NA 1 0
1 NA DiagramFeedback Geld DiagBox2 "8Mv b4WAxD QYDnK" 3 0 NA 1 0
1 NA DiagramFeedback Geld DiagBox2 "tY6f6X 4hg BIBB2 5odo ibGm 5IGb eUt TSuF qhArq 71xV SB5TMl IdEO pjG X8PO" 14 1 3 0 0
1 NA DiagramFeedback Geld DiagBox2 "deRKuN 16K czAa9e 7c7LB Piuu4 c80exO 7s2dn uyj IDHB2N EsM7i3 H4e SfL" 12 1 NA 1 0
1 NA DiagramFeedback Geld DiagBox2 "xvD 1qpUj oHxiU 2svC 207VK rqSy gC6" 7 1 2 0 0
1 NA DiagramFeedback Geld DiagBox2 "Nw5 qMz pvgpB GAuWko kysRQ7 BOL3 24ba2u tfKx4 oGxMo T0Q9 I2CxFW" 11 1 3 0 0
1 NA DiagramFeedback Geld DiagBox2 "FJotBj RizM lB2uUl kLzA 5Mmfo Wd8lEm 0f47PB XvCCs" 8 0 3 0 0
1 NA DiagramFeedback Geld DiagBox2 "H14 UHL cLL6 IS6zq G5B Id9 PP65 y3z ELNJ5 qvZ 9azkfv ogiy aB9UTi 0QbCPJ" 14 1 4 0 0
1 NA DiagramFeedback Geld DiagBox2 "lje YYo 6riFE CX8d 9HcI qnE TuyZ Uc5LC4 FehrB5" 9 1 4 0 0
1 NA DiagramFeedback Geld DiagBox2 ? 0 0 NA 0 1
1 NA DiagramFeedback Geld DiagBox2 ? 0 0 NA 0 1
1 NA DiagramFeedback Geld DiagBox3 "AGnN 7uH" 2 0 2 0 1
1 NA DiagramFeedback Geld DiagBox3 "sjRa6A g4un XOK Ujx 49r h1c1ss JSBM 3gzAAX z1uEI4 BeJNN AYW jcUy6" 12 0 4 1 0
