Experiment Participant_ID Condition Trial Zone_Name Response Word_Count Correct_Points Element_Number Commission Omission
1 2977600 DiagramFeedback Muziek DiagBox2 "xsl 6gEd YMucNZ qyP 7wxK B7Kevp FhRf8 38skF qb66Y3 UMUY1 vPh skRb3f rEf yaYTP5 QUbna" 15 1 5 0 0
1 2977600 DiagramFeedback Muziek DiagBox3 "zSSh Bg6xBZ Orbm EoW" 4 1 2 1 0
1 2977600 DiagramFeedback Muziek DiagBox4 "ZT5zX0 zVWvZ1 5dVW5s WBH MGo6J1 USB rU7ggu gvAPX S0uJ LLazq 3Ksi1 8x9 EmS 8NYZyV tMF8 etXj gda oegqM b8G" 19 1 3 0 0
1 2977600 DiagramFeedback Suez DiagBox1 "8zW u2gMm itTWo qTMO 1TDlg cXD a2jJ xbJ sLg rcAYK gGu M2re D1TPSl" 13 1 NA 0 0
1 2977600 DiagramFeedback Suez DiagBox2 "BcfxMk edI I2PO K6yxxD MHmPp APCU0" 6 1 2 1 0
1 2977600 DiagramFeedback Suez DiagBox3 "yGaj0 8rdHI5 QZzeh zJOizB yrI3" 5 0 NA 0 0
1 2977600 DiagramFeedback Suez DiagBox4 "XMLjgO bmCY0 4LDhdi xV0N PkH kK2Sa2 Ei4" 7 0 4&5 0 0
1 3017711 DiagramFeedback Beton DiagBox1 "VUDI OkAV ThRv3 0oIx0P ljO6 k2H4L k4YOW a6EeyE dCN S7R88 jk7Dpm 728 o1oYAE" 13 1 2 0 0
1 3017711 DiagramFeedback Beton DiagBox2 "tHr OPP n3zS 2QmS" 4 1 3 0 0
1 3017711 DiagramFeedback Beton DiagBox3 "qOvFmg mXJim MYfMH Zt1u4 SNT aG7xB Iy0ovh" 7 1 3 1 0
1 3017711 DiagramFeedback Beton DiagBox4 "fA09L4 D3ZdR pwf6M NXrZ ahJMv EY96 V2E4y 0tiNki" 8 1 2 1 0
1 3017711 DiagramFeedback Botox DiagBox1 "YV2kSV BhOL PRr" 3 2 1 0 0
1 3017711 DiagramFeedback Botox DiagBox2 "ekS TAI oNr 39I cIr MHB2YA KRkY2b 6j4GtG" 8 1 0 1 0
1 3017711 DiagramFeedback Botox DiagBox3 "JoyvE zXqtfO jhX zWpRt6 QC0rK" 5 1 NA 0 0
1 3017711 DiagramFeedback Botox DiagBox4 "brM rN5XKj 5boeA OsZb Tpo cpq5oh BAHC e09b sqzq 6hiS" 10 0 4 0 0
1 3017711 DiagramFeedback Geld DiagBox1 "OqU i74eFE s0bv FWmN KNn G5K ARji" 7 1 2 0 0
1 3017711 DiagramFeedback Geld DiagBox2 "wIPX6 nNw 96LB" 3 1 2 0 0
1 3017711 DiagramFeedback Geld DiagBox3 "t04gmF 00aDT c48 JiD qwI oZHKWJ" 6 0 2 0 0
1 3017711 DiagramFeedback Geld DiagBox4 "Dqo xGe3qt 4VI3 OLKzfh" 4 2 NA 0 0
1 3017711 DiagramFeedback Metro DiagBox1 "g6ZH zZf 6MxlaV iHxTY 5z20 SurS DDZx GRRy wmLXw 23F 5cfc" 11 0 2 0 0
1 3017711 DiagramFeedback Metro DiagBox2 "Q1iSf nHt G57 pB7Ud nyu M6uiW lLMs M1rFn9 dFcG2 UYL 17p9cu" 11 1 1&2 0 0
1 3017711 DiagramFeedback Metro DiagBox3 "AMHTC LFSjUq xDt YIt njl" 5 1 2 0 0
1 3017711 DiagramFeedback Metro DiagBox4 "F49dPg njPx 5Zif TN5L" 4 1 4 1 0
1 3017711 DiagramFeedback Muziek DiagBox1 "CLfLE pen dTu nAzv SPW O5FqSj w3c132" 7 1 4&5 0 0
1 3017711 DiagramFeedback Muziek DiagBox2 ? 0 0 NA 0 1
1 3017711 DiagramFeedback Muziek DiagBox3 "zH1qZ bxfDq Cb6SH rHynmm VkgMI5 AA3bm1 WQk2AW G6gCFq PmBBKK xWj1 vdYV 0Vlxk Dk77y 5po0b4" 14 0 5 1 0
1 3017711 DiagramFeedback Muziek DiagBox4 "r0TP l3zgr L0ferk hGYhcy 7WHZw" 5 1 1 0 0
1 3017711 DiagramFeedback Suez DiagBox1 "h5LAn q9AD HZTucy ISWEn2 8e5OtK vDpTA xwA" 7 2 3 0 0
1 3017711 DiagramFeedback Suez DiagBox2 "PZHrle EO6 XvG Cea" 4 0 4 0 0
1 3017711 DiagramFeedback Suez DiagBox3 "FqAbPS VNI bnG87x dZw FyB" 5 0 2 1 0
1 3017711 DiagramFeedback Suez DiagBox4 "VwqXt A1rt DKzm o4hdEl c9fpq Bsjlgq TqSY zZzJi R4dZ" 9 0 4 0 0
1 3813665 DiagramFeedback Beton DiagBox1 ? 0 0 NA 0 1
1 3813665 DiagramFeedback Beton DiagBox2 "DZO6Z jmj7 kGLq IOmv x3YG4s" 5 1 4 0 0
1 3813665 DiagramFeedback Beton DiagBox3 "MMgj9t 52zC 8b9Wi q1z5w 9tVcA5 nNvI RNGG sYPSn NrmE REqfY sZCHh OC69" 12 1 3 1 0
1 3813665 DiagramFeedback Beton DiagBox4 "DCR YZ2 SC3u 2ALXdu" 4 1 2 0 0
1 3813665 DiagramFeedback Botox DiagBox1 "rgTwR THUF Yegt Dmk" 4 1 3 0 1
1 3813665 DiagramFeedback Botox DiagBox2 "NpFiAn cRYo eIVh wLNSO C5L" 5 1 NA 0 0
1 3813665 DiagramFeedback Botox DiagBox3 "RIaj WzJ2al GBK3 Mb2l 05jT LpAz SEd9uz" 7 1 2 0 0
1 3813665 DiagramFeedback Botox DiagBox4 "QfC SxB11d 38lpr nz4 6pREHV vPXx qizl 5vhR 0vzZ MiEel wiyT4 P3Tq" 12 0 NA 1 0
1 3813665 DiagramFeedback Geld DiagBox1 ? 0 0 NA 0 1
1 3813665 DiagramFeedback Geld DiagBox2 "5B2 fjm" 2 1 1 0 0
1 3813665 DiagramFeedback Geld DiagBox3 "wwv EZ9 K5p T3Ev AWIp8 6Zy4x tMWT jgq EJYtwp RrmIkT eCJ kSc bwWTW2 bVD8y pPnb5m" 15 0 3 0 0
1 3813665 DiagramFeedback Geld DiagBox4 "N0Uf qb6 VPoa42 nua aKh KMj3et" 6 0 NA 0 0
1 3813665 DiagramFeedback Metro DiagBox1 "eUM PJLtk TT14E kWgiP dGQde e25Va p5y Suk Mje8Hr v6Q" 10 0 NA 0 0
1 3813665 DiagramFeedback Metro DiagBox2 "UyCG1I 2oekV5 tCubku 2m6V UA9Jd vHQPg i8an" 7 1 2 0 0
1 3813665 DiagramFeedback Metro DiagBox3 ? 0 0 NA 0 1
1 3813665 DiagramFeedback Metro DiagBox4 "m5m5 TSUNV 435xQ" 3 1 5 0 0
1 3813665 DiagramFeedback Muziek DiagBox1 "tKgqLB K5H QXPL UF8 TGgV BInE t2G KzzTBu ONqF8D 5UU" 10 1 NA 0 0
1 3813665 DiagramFeedback Muziek DiagBox2 "ScA34 NIQckF GkKREa Xbk" 4 1 NA 0 0
1 3813665 DiagramFeedback Muziek DiagBox3 "A8m74B Zh8 mKl nQY9 26UL EdB XlPq3 M2dJEY" 8 0 3 0 0
1 3813665 DiagramFeedback Muziek DiagBox4 "KqzPW X17fg aC3Or gsE7cn opLX Lyn" 6 1 5 1 0
1 3813665 DiagramFeedback Suez DiagBox1 "lCG 7BJLZw udd iNJB" 4 0 3 0 0
1 3813665 DiagramFeedback Suez DiagBox2 ? 0 0 NA 0 1
1 3813665 DiagramFeedback Suez DiagBox3 "VBY jZkOg AZ0I" 3 1 NA 0 0
1 3813665 DiagramFeedback Suez DiagBox4 "xYOclH ufMi GYhY nLJ HQq OOq KSGuCU" 7 1 4 0 0
1 4548750 DiagramFeedback Beton DiagBox1 "EvWo8D 3TtUy DdYF Iy28 vq9 Gkth7 k3l Puiv OXI fdyU9m" 10 1 4 0 0
1 4548750 DiagramFeedback Beton DiagBox2 "rqt Y8GkM hu6sHA bdbFN ky7 Cx4 V9Rqs wkOTP rIcW f3tx5 bI4" 11 0 3 0 0
1 4548750 DiagramFeedback Beton DiagBox3 "zv1 dOsZj fHM8Iv cKhH fl3G 9OKd1 gxt HfNWFU z2Dl nZ9glJ 5JluA cqaU BG5 Qru xv3JlO tkVYBE rNwqS t9PT Clo64" 19 1 4 0 0
1 4548750 DiagramFeedback Beton DiagBox4 "1pO Zakcvi EsW8d iPgB KAdia" 5 1 2 0 0
1 4548750 DiagramFeedback Botox DiagBox1 "PYJMnI KXVYP3 w2If QkVhfk ZEsL8 kRa6SV tmYHd" 7 0 2 1 0
1 4548750 DiagramFeedback Botox DiagBox2 "PKIQ I49e Mm4Lj Ztftr XXucbj k9v fxh3re" 7 1 2 0 0
1 4548750 DiagramFeedback Botox DiagBox3 "0aM sN3 qAlZ 0fN LFWh F1jN JHR y1qI nEbHTS" 9 1 3 0 0
1 4548750 DiagramFeedback Botox DiagBox4 "dmZub q8TUJc XTZPgq 2HE v2VH pfxniy ou2Je g5M8LR" 8 0 NA 0 0
1 4548750 DiagramFeedback Geld DiagBox1 "Ii0 Qtvmv iqJ" 3 1 NA 0 0
1 4548750 DiagramFeedback Geld DiagBox2 "nWX hCizKK 6AxYgS BpxI GrXrB xEX rpgcK7 3h8F QHcYM TtJM7s" 10 1 1 0 0
1 4548750 DiagramFeedback Geld DiagBox3 "xnUwJ6 qe7fC Aj24j Ymwlx IFw 41Ym" 6 0 2 0 1
1 4548750 DiagramFeedback Geld DiagBox4 "olk4n 4NF F34Hkx Xyfq 5rnVYI ViWVfF sxf qgBn9 VA57rW TeoE pQT51 Azd uVW yxZXEE oAA7o GI1" 16 1 2 1 1
1 4548750 DiagramFeedback Metro DiagBox1 "AOnY6n ppbgGv e0hKMD xKu4 Au9HHt 7nT tQHKh" 7 0 3 0 0
1 4548750 DiagramFeedback Metro DiagBox2 "PbbX4n 1S99d gvfc W84ti5 STXb d65 9iR5 Sltbl Wzg984 3nIijC SfnO52" 11 1 4 1 0
1 4548750 DiagramFeedback Metro DiagBox3 "yyNLcs LBU 9dl 7HEgo5" 4 1 1&2 1 0
1 4548750 DiagramFeedback Metro DiagBox4 "laV Tyym xgN fLZEQ qxn6" 5 0 4 0 0
1 4548750 DiagramFeedback Muziek DiagBox1 "dzMkG Pge jtIaq uuJDKO" 4 0 NA 0 0
1 4548750 DiagramFeedback Muziek DiagBox2 "Ahh7G PCk mf7m s3dt UU1I GzfS em5E1D 3ae VLBq c37y fmTQ c4LXv l7wI9s d15 BdT" 15 0 1&3 0 0
1 4548750 DiagramFeedback Muziek DiagBox3 ? 0 0 NA 0 1
1 4548750 DiagramFeedback Muziek DiagBox4 "RHVSnL jRW4Kn OFaB ynI pCfi1C P7RGmr K4y2Y 95rC lhsd6h hO74dR qcW 5mEv1 Yya0Ay" 13 0 2 1 0
1 4548750 DiagramFeedback Suez DiagBox1 "xrAf h9pj7 yqNsuk 8uB mA8 LaT ouskM" 7 1 2 0 0
1 4548750 DiagramFeedback Suez DiagBox2 "foaeX7 AOpqgS A2Z XhJB t8Y L8nB" 6 1 NA 0 0
1 4548750 DiagramFeedback Suez DiagBox3 "qZb EnIZzA s7bdF6 GHz3cl TCD" 5 0 5 0 0
1 4548750 DiagramFeedback Suez DiagBox4 "KcaoXF e39 MjCF Lc9x gfl dOW Avof8 pfH 7V5pAY 1teL" 10 0 3 1 0
1 4923840 DiagramFeedback Beton DiagBox1 "X2S uvYf vNIp 1Wcda xOaED wkcA xC2q 3U9 8tQUc oWk44" 10 2 2 0 0
1 4923840 DiagramFeedback Beton DiagBox2 "dOL4D3 7pS KMD IULM fEA 0NEpN" 6 0 1 0 1
1 4923840 DiagramFeedback Beton DiagBox3 "ohO 7Qj0bu PDe tXDYig lDU 5OBv5q OguZo M95U" 8 1 4 1 0
1 4923840 DiagramFeedback Beton DiagBox4 "dDDtp2 Y2Zxjp wfv" 3 0 3 0 0
1 4923840 DiagramFeedback Botox DiagBox1 "ln8vI oLP Mm6I6W" 3 1 4 0 0
1 4923840 DiagramFeedback Botox DiagBox2 "KxQ J9eCPh Z2wi Oz6xN kuEm 1Jt uh3 gQA hOq" 9 1 3 0 0
1 4923840 DiagramFeedback Botox DiagBox3 "SfR jXkC4r ARRSP 8a1r 3g1k22 iRJ2lg" 6 1 2 0 0
1 4923840 DiagramFeedback Botox DiagBox4 "UVVw f5N 9yXAc zhGBF wUh Kscub fOM5YO IdXX CoeD VYQ7P xmGL7q xUg lob njKLN" 14 1 NA 0 0
1 4923840 DiagramFeedback Geld DiagBox1 "eCx JPsNJ mFFlA sRHpH 0Ouw4" 5 1 NA 0 0
1 4923840 DiagramFeedback Geld DiagBox2 "xAAke hj24 tqo" 3 1 NA 0 1
1 4923840 DiagramFeedback Geld DiagBox3 "Yrdk NHMd S4Vv TAuPDy FWcAt IERo EDXH QnWm en2A4B 5KWNg zFV 86cD 2eov 0r0Ga VHh v5sA 8Pr" 17 1 3 0 0
1 4923840 DiagramFeedback Geld DiagBox4 "dplKq 3lNz2v o93 1QQ ckWIar zCn6 DfmPM v9q FWVYlc PXtw rDmJ kxQs Aql1em" 13 1 NA 0 0
1 4923840 DiagramFeedback Metro DiagBox1 "Fp92A3 Rngq" 2 0 2 0 0
1 4923840 DiagramFeedback Metro DiagBox2 "HbYE wRq6k9 6Whur 60t ppgG3 taq2F jpp 1BKiw 7rExl eOeAR oYw" 11 1 2 0 0
1 4923840 DiagramFeedback Metro DiagBox3 "Oe2QT rAvU nrF tjB asq T9B3Y7 DREV" 7 0 3 1 0
1 4923840 DiagramFeedback Metro DiagBox4 "UiU DsU rRBYCV L9P dAk Tsah YRiAYR nolP2d" 8 0 5 1 0
1 4923840 DiagramFeedback Muziek DiagBox1 "HRF T2nXd7 oqWsp nIJ7 wT1 cXN hKH sVlRpK LWHRQz" 9 1 5 0 0
1 4923840 DiagramFeedback Muziek DiagBox2 "lq58Op y9X VMbPBK tn0xZR kar98p IfPqT8" 6 2 1 0 0
1 4923840 DiagramFeedback Muziek DiagBox3 "oAOpEt VkIgT DbKX9 iLf 3I5Bh" 5 1 5 0 0
1 4923840 DiagramFeedback Muziek DiagBox4 "Q0Qg9 UMJAXx 380E lpVcQQ Qcbl 8g5OF TPdMJ xlvW E5um 7h04" 10 1 3 0 0
1 4923840 DiagramFeedback Suez DiagBox1 ? 0 0 NA 0 1
1 4923840 DiagramFeedback Suez DiagBox2 "OAwj LqhI 88Wtz I5I04K 5iejpL nuhiTT ZdN9WN tWQGn sFoF l88uq" 10 1 3 0 0
1 4923840 DiagramFeedback Suez DiagBox3 "3V8C Z6Sf DsrI28 Y8Z3m UeZd NQz" 6 1 3 0 0
1 4923840 DiagramFeedback Suez DiagBox4 "yhbAl wF24 cgla 43mYg UG4Yr" 5 1 5 0 0
1 5646202 DiagramFeedback Beton DiagBox1 "mFB7m SAD wixE 7taTi cCN lhah0E" 6 1 NA 0 0
1 5646202 DiagramFeedback Beton DiagBox2 "645H2N fJ1 vWh geVHe F6dBY nKUJh" 6 1 2 0 0
1 5646202 DiagramFeedback Beton DiagBox3 ? 0 0 NA 0 1
1 5646202 DiagramFeedback Beton DiagBox4 "llqWr3 ai1XD uYVmP XKIPG d6kMJs pINg MLY9 zsJf aDvpYe" 9 0 4 0 0
1 5646202 DiagramFeedback Botox DiagBox1 "cY0JvD Z1K TJPg9 1LIW TeRP79 iJ5 XWLDwB cm8j8H DxG YcU3N YI9K kZ7Z CaGbby SEOx 72T" 15 1 3 0 0
1 5646202 DiagramFeedback Botox DiagBox2 "IzAU fRZG B8R21G vIj6 rZAeM ymRoJ" 6 0 4 0 0
1 5646202 DiagramFeedback Botox DiagBox3 "zzdT o4r VT8tq fRfssv pLYy Dpw pxm QRJQ Ledls pvyB 1uGn 1Jgc7 wsr" 13 0 3 0 0
1 5646202 DiagramFeedback Botox DiagBox4 "2bnIZb gb2 MVx9I 28f8r" 4 1 1 0 1
1 5646202 DiagramFeedback Geld DiagBox1 "RXuBVt 3fs 3wZf Dt8UVC 7wf2a jZMZ dXcC 7Sxc0 Adgfi pVobH 8PKmTs" 11 1 2 1 0
1 5646202 DiagramFeedback Geld DiagBox2 "yAj FljN yfa TNt5R Sgmz8 Hvpvj" 6 0 NA 0 0
1 5646202 DiagramFeedback Geld DiagBox3 "Mm6N0D 8YUKh oheU 8epE E00 Th8a 6UFih jeQZ ALT 4yOt 21IO2R xAWz4r X15C" 13 0 2 0 0
1 5646202 DiagramFeedback Geld DiagBox4 "3BYks gtEa oLI elCXvL" 4 1 1 0 1
1 5646202 DiagramFeedback Metro DiagBox1 "51HV9G GlOeWu 7gZ2 O3Ux Hso Rxmo S6Xd" 7 1 4 0 1
1 5646202 DiagramFeedback Metro DiagBox2 ? 0 0 NA 0 1
1 5646202 DiagramFeedback Metro DiagBox3 "uv1 cyr EMg VKmlzy PAGR SAk kba kLKP Jlw I1lK opryN G2qT XRC d5HU QPVxS9 FsMbB lF2rh NBvtSH jhw TKbWT" 20 1 1 0 0
1 5646202 DiagramFeedback Metro DiagBox4 "s1asW1 gUZ CCyC KXJ ZL5KG" 5 0 3 0 1
1 5646202 DiagramFeedback Muziek DiagBox1 "SvMY z5QKIE U7PVP uQEhLq sPo kkKEa4 j6QIN" 7 0 NA 0 0
1 5646202 DiagramFeedback Muziek DiagBox2 "IuvxL zUpL qocFo8 Urf7nB H8H dw7Jd 5TR Uci 7dj0 eF4 PmyC" 11 1 NA 0 0
1 5646202 DiagramFeedback Muziek DiagBox3 "eiOxE Run EaHx9v WiMRL QTjY QR5 YZNX ttqCK BCt0LG cMs" 10 0 NA 1 0
1 5646202 DiagramFeedback Muziek DiagBox4 "5Lanl upvS 6qc7pL VnKWdF 5cVWS3 QAS r3u" 7 0 3&5 0 0
1 5646202 DiagramFeedback Suez DiagBox1 "3FXY xlqaov uvf UxAV" 4 1 3&4 0 0
1 5646202 DiagramFeedback Suez DiagBox2 "ilhnqM S5e mMv 8xXNM 66u0H M7rOSr a2O" 7 1 2 1 0
1 5646202 DiagramFeedback Suez DiagBox3 "Rz83 Tm4 yqkD" 3 1 NA 0 0
1 5646202 DiagramFeedback Suez DiagBox4 "FkX TPylI RI89Y YfV rdMw nmiSBT WgNwo auJYfE ddL 8y8 NXlJz" 11 1 2 0 0
1 5818273 DiagramFeedback Beton DiagBox1 "bHQa oKAk hTzuW MYC iisxpH B3O5MP viR lTdqMw jnNa2 YTYnej" 10 1 4 0 0
1 5818273 DiagramFeedback Beton DiagBox2 "O37Oa z3ia 00lMQe Rwq" 4 1 1 0 0
1 5818273 DiagramFeedback Beton DiagBox3 "IC9 TTTgK QWX xjQuc giz JSG U3L rf9qh JeK0GD" 9 2 5 1 0
1 5818273 DiagramFeedback Beton DiagBox4 "PJh wfLp n4NT ExH1cT GQKw k5F" 6 0 3 1 0
