Proefpersoon Instructie_Code Segmenten_Sophia Perspective_Sophia Perspective_Jael Segmenten_Jael
Transcript_P03 2a "mcUw ipU CkZDYl H8zs 7jRYr TGLWYq KCy K4ts h2C JVfmo EXY WOP apJ 0XsK5n lHqwLv Xhzz" y y "mcUw ipU CkZDYl H8zs 7jRYr TGLWYq KCy K4ts h2C JVfmo EXY WOP apJ 0XsK5n lHqwLv Xhzz"
Transcript_P03 2b "dLEHI 75h ead48 pLFlXG 3Mgogc Qh1x txR PnHnT JHMZBw" y y "dLEHI 75h ead48 pLFlXG 3Mgogc Qh1x txR PnHnT JHMZBw"
Transcript_P03 2b "tKW lZY80 koqZ tJVkV iFrq1I wD0g3O JK0" y y "tKW lZY80 koqZ tJVkV iFrq1I wD0g3O JK0"
Transcript_P03 2b "CC1Y y3hz uOqe LbR0 7cc xSAa rOT dMm Vkq" y y "CC1Y y3hz uOqe LbR0 7cc xSAa rOT dMm Vkq"
Transcript_P03 2b "CnuhIT Iz8EM hyI 1ZooeC IjpvNI rQr Yl1p pPs5YJ WQLqXe 74zmro 3RP WLbNc" y y "CnuhIT Iz8EM hyI 1ZooeC IjpvNI rQr Yl1p pPs5YJ WQLqXe 74zmro 3RP WLbNc"
Transcript_P03 2b NA fill-up-for-keeping-same-rows n "JuYC hRwVJC bhWGoP 0cq6p Lz8t3k E3xFb kkOwE 0dWCN ode 90ywE IZAp uNqxN Dvbzi pLh Uq9 2Dor MTJ9B sjfbp"
Transcript_P03 2c "D6by GfoM qIxpY 5yW JWmRV UwF uca ZJlUlt eDq mtqh o2V1J IaKRmD 4noc YDvV" y y "D6by GfoM qIxpY 5yW JWmRV UwF uca ZJlUlt eDq mtqh o2V1J IaKRmD 4noc YDvV"
Transcript_P03 2c "41Y TzB4jT rWxvH g1L jgh1Oo Nws2d 1PGkge Kl0XPU Bv7b" y y "41Y TzB4jT rWxvH g1L jgh1Oo Nws2d 1PGkge Kl0XPU Bv7b"
Transcript_P03 2c "E5TAmV fAt023 hD8kL imt1T1 LFVlJJ Svju rR8 z6w KZ22F 2bgim" y y "E5TAmV fAt023 hD8kL imt1T1 LFVlJJ Svju rR8 z6w KZ22F 2bgim"
Transcript_P03 2c "AKDyT 7wC ozrMJm GYc pFG srVE oWw4ii" y y "AKDyT 7wC ozrMJm GYc pFG srVE oWw4ii"
Transcript_P03 2c "Ee5 fo6Scy 7yZA 8JRq vMQDF9 5LBhh LdDc iUD Bkt1Ne LnqP 6PEkh yoCrt xLktOC dDsjk Zape6" y y "Ee5 fo6Scy 7yZA 8JRq vMQDF9 5LBhh LdDc iUD Bkt1Ne LnqP 6PEkh yoCrt xLktOC dDsjk Zape6"
Transcript_P03 2c "SI6ug 2yaGC YNQjn w7rqYM m9Ct VYy3I DJyx2S p512" y y "SI6ug 2yaGC YNQjn w7rqYM m9Ct VYy3I DJyx2S p512"
Transcript_P06 1a "5uk ZPJDrj neWjd Wj2Zj J0PP YgquUV 77qXnm VmwT EVd dk20q RTH" y y "5uk ZPJDrj neWjd Wj2Zj J0PP YgquUV 77qXnm VmwT EVd dk20q RTH"
Transcript_P06 1a "ZGNFKA Mh0 RpvLIG MbmcU 2Efq9 Mct7RM DlA9 bCNViG" y y "ZGNFKA Mh0 RpvLIG MbmcU 2Efq9 Mct7RM DlA9 bCNViG"
Transcript_P06 1a "440j G1HrAJ nnt xu6F FoVh kpZqe zH425 X4cN Nc0 87Af1z ohkc aIqegp lrVYy Xar7Vy" y y "440j G1HrAJ nnt xu6F FoVh kpZqe zH425 X4cN Nc0 87Af1z ohkc aIqegp lrVYy Xar7Vy"
Transcript_P06 1a "N3I 2qNl9v xREs AvZ mlVyf 8lPTu uKSO QKsx yS5 3GZ1 ORgMX0 hUF IsfIY 8PRd kyOIV 5KQLu lTZ GKs1" y y "N3I 2qNl9v xREs AvZ mlVyf 8lPTu uKSO QKsx yS5 3GZ1 ORgMX0 hUF IsfIY 8PRd kyOIV 5KQLu lTZ GKs1"
Transcript_P06 1a "8miE Axy zXQ x3ZpC7 fWJu K8ha lGTrdU zNvp1 eDN" y y "8miE Axy zXQ x3ZpC7 fWJu K8ha lGTrdU zNvp1 eDN"
Transcript_P06 1a "fak abVSR 5urV P29wTc toA DcIHyh qGPCdz XJLnS 9scOL" y y "fak abVSR 5urV P29wTc toA DcIHyh qGPCdz XJLnS 9scOL"
Transcript_P06 1a "6sN gFIUXF BB0xs zDv wKjfa axURk kXtjdm E68As uj8Z" y y "6sN gFIUXF BB0xs zDv wKjfa axURk kXtjdm E68As uj8Z"
Transcript_P06 1a "4EF ldcZ ZQH W2x RMph Kno OTBA nZwr gBFhh2 iUdW Vv0qOm" y y "4EF ldcZ ZQH W2x RMph Kno OTBA nZwr gBFhh2 iUdW Vv0qOm"
Transcript_P06 1a "afBm6 I8KUjj sGGT tZsye 3bdpU WqcYex PQZ QXfXuh GhS 6RGpm M9N PDBVmd upEB nU1R" n n "jv39 EBO cWhKJ ZzKuOv uwa8bg"
Transcript_P06 1a "HVg2P FMp1 A25A el3Q0E P2sK QT8spM VOcNK XVPE6p aud UjEeF zlbhP MRN0 jVe uow YEq 77plu" n n "63aEl2 o41uc gJy s8N0 sF1rny gSJ0 ya8OC aqkg 7b9VB Nnwbd"
Transcript_P06 1a NA fill-up-for-keeping-same-rows n "0NCen BM8 eOt 8Bo7 CBqO6 v2V1s"
Transcript_P06 1a "nA6 qxZ ilved LUq j2jUF obEFff uS6pb KgSv oPp6P QaU0 ZhqVI lUPht" y y "nA6 qxZ ilved LUq j2jUF obEFff uS6pb KgSv oPp6P QaU0 ZhqVI lUPht"
Transcript_P06 1a "nz45vd v8mHdL gE4GK cq9hwn Dm5 uMNJ 56qd H4de nnlM R6l Hib i4bj z2y" y y "nz45vd v8mHdL gE4GK cq9hwn Dm5 uMNJ 56qd H4de nnlM R6l Hib i4bj z2y"
Transcript_P06 1b "jUYqR 49QmUE p0X dWaRka t7wjSG zEQ5 4I7Kx ddj8wo O6H G4Tx4c dO4 g5cp s2WW QWq0 K2d ZiugAm F4RItk T1j eysaqZ 36rK d7DN6" y y "jUYqR 49QmUE p0X dWaRka t7wjSG zEQ5 4I7Kx ddj8wo O6H G4Tx4c dO4 g5cp s2WW QWq0 K2d ZiugAm F4RItk T1j eysaqZ 36rK d7DN6"
Transcript_P06 1b "kpyE 7IYY F0WLd ouhEp X3aJD xB2 6wA3 zLla AOf 65J" y y "kpyE 7IYY F0WLd ouhEp X3aJD xB2 6wA3 zLla AOf 65J"
Transcript_P06 1b "Q89G VVrd W4p k3z hVSD pMtc4 16Wj6 51k3di XdX0Iy dBa yYmvYU" n n "esaW QE9SM Twa1 tGwZ DEfN"
Transcript_P06 1b "RAecmc JA0s3 eCOuzw 7Nlfj oyNfY FCqng LNtDm KrGGGs 8cbBkV 39Uvn UrI vvq9S7 QCR HqlRRH BInZFN iJtD pycBIa xfYMX ORW07 B9Y ocGTX" n n "trI95 2lVK Gj9wYw qDdP hhwkQv Bxw L47ELD 3aWRSp F24x Zn3 qTm L8R 45X 9e0zB"
Transcript_P06 1b "ZNi MAQ6zv TOxj8 XvoiM CvjNNa j6k0G 8X3A bd2N j65v alaA" y y "ZNi MAQ6zv TOxj8 XvoiM CvjNNa j6k0G 8X3A bd2N j65v alaA"
Transcript_P06 1b "K1YJH XLJlBa 8jhd uJmq sBxjr ySqeq" y y "K1YJH XLJlBa 8jhd uJmq sBxjr ySqeq"
Transcript_P06 1b "tc9U Ysp XVQCP hhamec vvNjoE ADRI QkD je0Cu 0j0d Fd1nC b5CqTx NErswi gtS 1PF5B vqGD6V nxQyd ucGa 5lJp67 ysSHG PIIbCr" y y "tc9U Ysp XVQCP hhamec vvNjoE ADRI QkD je0Cu 0j0d Fd1nC b5CqTx NErswi gtS 1PF5B vqGD6V nxQyd ucGa 5lJp67 ysSHG PIIbCr"
Transcript_P06 1b NA fill-up-for-keeping-same-rows n "BOz6 Q9dOp nJW5Ws nnC7E9 AsX RX65TU QoodBZ Bllb k6m QaOV zd1JL IAXbC zGy Gl8U"
Transcript_P06 1b "FFK SyI5 Ozk2 8cz DTUu7 BKM JSMe r0QZE dUoVH bHxI aakK RjL2N hO1 5jSQ hKsWYx" y y "FFK SyI5 Ozk2 8cz DTUu7 BKM JSMe r0QZE dUoVH bHxI aakK RjL2N hO1 5jSQ hKsWYx"
Transcript_P06 1b "n8N l7s B28yc nKTRe ECu PgZ" y y "n8N l7s B28yc nKTRe ECu PgZ"
Transcript_P06 1b "Y3VkFk 5hfUX2 4QbRGH Iv9uG N1Xx tzsj q7qmKf WHLZBq pJGZFu rUZ6a VY3d HcJnz nhi0us j6Hg lDj zM2mNn ahT3 7eZ7 8Pb9ZT ACC8s S5ovf 3TE8S3 fS85Q" y y "Y3VkFk 5hfUX2 4QbRGH Iv9uG N1Xx tzsj q7qmKf WHLZBq pJGZFu rUZ6a VY3d HcJnz nhi0us j6Hg lDj zM2mNn ahT3 7eZ7 8Pb9ZT ACC8s S5ovf 3TE8S3 fS85Q"
Transcript_P06 1b "slv HX5 mJgcd iHv LstyP bj0vnG XFYvc Bhx73 vlDlB Ri4HO rfvfzl wJvsWT 0gV1 huG0l6 6Xb4" y y "slv HX5 mJgcd iHv LstyP bj0vnG XFYvc Bhx73 vlDlB Ri4HO rfvfzl wJvsWT 0gV1 huG0l6 6Xb4"
Transcript_P06 1b "u7k2 14OmnO SCyAk CP0ZaK 8Irrs1 joPd B6qEv ZyLaka nqW r1iwAY ZwwR6 n6Zm" n n "YE5R6 k546 v87 Dk4"
Transcript_P06 1b NA fill-up-for-keeping-same-rows n "D7rQCl efuT7 kVq0 ORuX meomi"
Transcript_P06 1b NA fill-up-for-keeping-same-rows n "FlZbm 75Do EfM1 RYB7 kCwd2 PH0DUB 31k 84HSDl aeBTx6 X7VP4 42F4K hxbIB 3iPD4t"
Transcript_P06 1b "1gxmA ekfl45 DbX9 YcDi4H 3Zg YOVl5O dHwr TuoFW rwKd aby FE08" y y "1gxmA ekfl45 DbX9 YcDi4H 3Zg YOVl5O dHwr TuoFW rwKd aby FE08"
Transcript_P06 1b "w78DE9 kbe g5L6V foZ1 WoiXyC oCS" y y "w78DE9 kbe g5L6V foZ1 WoiXyC oCS"
Transcript_P06 1b "PHCG FVJ nStUE jsJZ oJNwcO IExr FX0Pxx R17 hOIt LFcf h6tH wya yApfo" y y "PHCG FVJ nStUE jsJZ oJNwcO IExr FX0Pxx R17 hOIt LFcf h6tH wya yApfo"
Transcript_P06 1b NA fill-up-for-keeping-same-rows n "pK0n7 f8E 2qTdz9 Wvi vmi 1dA KeAwh co0HpX DX3QD wQbcDi x1cyR8 jQFX Snn QW6V39 B8j Of0yWu"
Transcript_P06 1b "6IymRS xrrinb DqE 9c9Sn7 r0H OK9NgL Tphk2w j6qJSL vm5bD N2Zy 7gh9 ayg yM5 9GmeU M1ko Ocgm9 xj2jQ6 N2ZSx YWW1sF EFT 7zty" n n "rlm6T Yn2 TPp4p ayWYGv RFBJ0 jA4rgd iNS3N 8AU1 WgK YE6Bf"
Transcript_P06 1b "sdH Y8Ig zj9ep" y y "sdH Y8Ig zj9ep"
Transcript_P06 1b "iLq1 pYU S3A wmI vx4mec I5ZiO wSi BczNr lFd" y y "iLq1 pYU S3A wmI vx4mec I5ZiO wSi BczNr lFd"
Transcript_P06 1c "Fl39I4 tOz hJ28l DTE HxR6Kt dmjT BZMj1M cEU7u VKc4R 5tYJVM r5Eg mCYre pf8Vtn pef" y y "Fl39I4 tOz hJ28l DTE HxR6Kt dmjT BZMj1M cEU7u VKc4R 5tYJVM r5Eg mCYre pf8Vtn pef"
Transcript_P06 1c "FC2X igL ZHp 2wvv K6Wwk 9rm uKU 7kB WYW2X" y y "FC2X igL ZHp 2wvv K6Wwk 9rm uKU 7kB WYW2X"
Transcript_P06 1c "suHkSJ lYhU uzrIX isXQ veEH rQBF eVred oq9 gaWf7 pM9" y y "suHkSJ lYhU uzrIX isXQ veEH rQBF eVred oq9 gaWf7 pM9"
Transcript_P06 1c "40n kSDJoF Dp4i98 BPU ZIq 50k k0J A3k HSvmI 6iHr 0lU1 p11 b2pB eDVij" y y "40n kSDJoF Dp4i98 BPU ZIq 50k k0J A3k HSvmI 6iHr 0lU1 p11 b2pB eDVij"
Transcript_P06 1c "q0Fa LniJvr 7UzOX a6H1F 0yFe6 6ZWw 1zd8 PsAPB ev4 2uEv h3i5V cX8 vHu 2vETY sGvs" y y "q0Fa LniJvr 7UzOX a6H1F 0yFe6 6ZWw 1zd8 PsAPB ev4 2uEv h3i5V cX8 vHu 2vETY sGvs"
Transcript_P06 1c "Rfi waH tcAmE aT5 qMIdOL kvU3rL NbjMt n1u EWMyHl s8I1 4bkZW SrS XUq0Vq EVi bv8 WOgH f95 iHsErt f0sCb e0UMds HKLf A9K" y y "Rfi waH tcAmE aT5 qMIdOL kvU3rL NbjMt n1u EWMyHl s8I1 4bkZW SrS XUq0Vq EVi bv8 WOgH f95 iHsErt f0sCb e0UMds HKLf A9K"
Transcript_P06 1c "OM7RB2 hUR31m jyXLwy 5aKZ ZizMQ KkWo LgAAIL QsF PPSb1 Q3Ee7v gkeZg Wnuu" y y "OM7RB2 hUR31m jyXLwy 5aKZ ZizMQ KkWo LgAAIL QsF PPSb1 Q3Ee7v gkeZg Wnuu"
Transcript_P06 1c "pQMF hekc0s KcyVv H1eA 2d4 cDk bAIFRP hDQpyh P9k YRUmh aCY mZlX1 jx5z Kac2" y y "pQMF hekc0s KcyVv H1eA 2d4 cDk bAIFRP hDQpyh P9k YRUmh aCY mZlX1 jx5z Kac2"
Transcript_P06 1c "qDveS VTu22x Ycm 0v3Y7R tc7 O5r2 UX8zb6 BTVm 7Eqg" y y "qDveS VTu22x Ycm 0v3Y7R tc7 O5r2 UX8zb6 BTVm 7Eqg"
Transcript_P06 1c "P9v3Ez EUB 8N5w0 hd5j 7RWcqz" y y "P9v3Ez EUB 8N5w0 hd5j 7RWcqz"
Transcript_P06 1c "lkt 4XKKG DfnHF fSubo 1aTO5 onuu2 3PuJ lpxbT jop Kb3SE TDK QvM 3RJyw X3fR9 4cs eBcVl cGutH 6mc8 5htgh ymR6 Ksf43D iGGXh 3ujRc" y y "lkt 4XKKG DfnHF fSubo 1aTO5 onuu2 3PuJ lpxbT jop Kb3SE TDK QvM 3RJyw X3fR9 4cs eBcVl cGutH 6mc8 5htgh ymR6 Ksf43D iGGXh 3ujRc"
Transcript_P06 1c "nLZ FoM4 CMY6H 7By UUi 1Nx WWpRL1 T97t b3A86D nz7 hhNu3u Oz3Kp FLuTmO Fpu GER qds zOWm2" y y "nLZ FoM4 CMY6H 7By UUi 1Nx WWpRL1 T97t b3A86D nz7 hhNu3u Oz3Kp FLuTmO Fpu GER qds zOWm2"
Transcript_P06 1c "pogK0 ulU9w Vbj cHlq Jpojy Wq8j OWxV1 49qs pHujY agU vf8B6 Gev" y y "pogK0 ulU9w Vbj cHlq Jpojy Wq8j OWxV1 49qs pHujY agU vf8B6 Gev"
Transcript_P06 1c "UZXsi j8aC UfOup EeaDZp E6L9 1vaw Nib GoMmYX 0qc" y y "UZXsi j8aC UfOup EeaDZp E6L9 1vaw Nib GoMmYX 0qc"
Transcript_P06 1c "ME05C LThJ MIWS1 X2PA0 yqXn XoRGS 0xubA uD01x ztjm QXD 14F 3cXNKF l1yY18 1yqa Kn7VI dzWj SpTmO4 t88W21 TVYQ jdJ AExR" y y "ME05C LThJ MIWS1 X2PA0 yqXn XoRGS 0xubA uD01x ztjm QXD 14F 3cXNKF l1yY18 1yqa Kn7VI dzWj SpTmO4 t88W21 TVYQ jdJ AExR"
Transcript_P06 1c "2yyq OpdDBe MFYdpS sSfwW3 bnx ytYSZP PLSIe kTjIt" y y "2yyq OpdDBe MFYdpS sSfwW3 bnx ytYSZP PLSIe kTjIt"
Transcript_P06 1c "bOw K1y8ZA bYg OViUY b4Y5rK QLfD hEM RYjG q7F 6hl Stk" y y "bOw K1y8ZA bYg OViUY b4Y5rK QLfD hEM RYjG q7F 6hl Stk"
Transcript_P06 1c "byF kl1Ryg lh0 S4XUcR hPoiM4 1ai cjY2 8BOmzZ guLD kae 08hA tTF fUwea Ca28y Oi0 Rcp2c PywW rte 5Htz4 dui 9tq6Gb DZUBCx" n n "lkThfz mDvwH8 D8X IxUCto Kycl 69jjQ QvUA Lgp4c qZpN4"
Transcript_P06 1c NA fill-up-for-keeping-same-rows n "Glt kRuVg Hpf eZOV ozRu"
Transcript_P06 1c NA fill-up-for-keeping-same-rows n "18f 2MCq cbpwP NhkXQ sIUasT"
Transcript_P06 1c "V5nAT OaGOiP nHoBV xar AfK zsC8oZ HVDmi pIEptN g7NJ 3HWP3J x9x DlI" y y "V5nAT OaGOiP nHoBV xar AfK zsC8oZ HVDmi pIEptN g7NJ 3HWP3J x9x DlI"
Transcript_P06 1c "goJ ylF1Fg fey9wu Pjei XrV mmub7O LDRh Kyj 43b15 Bnm4" y y "goJ ylF1Fg fey9wu Pjei XrV mmub7O LDRh Kyj 43b15 Bnm4"
Transcript_P06 1c "TKy 8Mff 54d crWSD sO0SsT ViMWhg j62 BuWK q0dSN" y y "TKy 8Mff 54d crWSD sO0SsT ViMWhg j62 BuWK q0dSN"
