Experiment Participant_ID Condition Trial Zone_Name Response Word_Count Correct_Points Element_Number Commission Omission
1 1069484 DiagramFeedback Beton DiagBox3 "mZzg vzpKx9 jVsk ZUz iph2 Lr7 6qK6F vVGHN wN7M" 9 1 NA 0 0
1 1069484 DiagramFeedback Beton DiagBox4 "w9z 5v81" 2 1 2 0 0
1 1069484 DiagramFeedback Botox DiagBox1 "p58WHk VE1 F6rJSj 69zh2U QL6rb3 M5b toH 7uQLj AF4X xh9 4k6 4bCOkM QGNL4m gtTkv Bgcu2C AvBTbD" 16 1 3 0 1
1 1069484 DiagramFeedback Botox DiagBox2 ? 0 0 NA 0 1
1 1069484 DiagramFeedback Botox DiagBox3 ? 0 0 NA 0 1
1 1069484 DiagramFeedback Botox DiagBox4 "3X5Y X84v zn7 gm5 w6n78" 5 1 5 0 0
1 1069484 DiagramFeedback Geld DiagBox1 "iimD yqsA NVlB Jr71 Bbos4l j07 ogkb czdvpx" 8 1 NA 0 0
1 1069484 DiagramFeedback Geld DiagBox2 "vo6 pjBRI OYCWxS Yma VQHs GTa rPdS MXcx" 8 1 3 0 0
1 1069484 DiagramFeedback Geld DiagBox3 "td7gbV W5Ag4 R07O6 XmkZ" 4 1 3 0 0
1 1069484 DiagramFeedback Geld DiagBox4 "ioF 2eFL fkf wLz AOSIY e2x woz W3s5D hpcT o0vg1 QhSFC YC38u Qni8kx" 13 0 3 0 0
1 1069484 DiagramFeedback Metro DiagBox1 "6AsVR 00cBj 4Ki1 Hxjxs gcy tHLvd xpAiO Ng6l j74 nZymal" 10 1 2 0 0
1 1069484 DiagramFeedback Metro DiagBox2 "2qW fNyn2 Foix 9zd1b 1Gvq" 5 1 3 0 0
1 1069484 DiagramFeedback Metro DiagBox3 "6tgrVg bAnXi hGWro IQNb h6IzX RVI0 f9onJ iFcZe aZW19o pbT o8qM" 11 1 NA 0 0
1 1069484 DiagramFeedback Metro DiagBox4 "OTv Q09 vFgzq1 NET" 4 1 NA 0 0
1 1069484 DiagramFeedback Muziek DiagBox1 "6gt n5rn0 hSVM3w JZ8xx" 4 1 5 0 0
1 1069484 DiagramFeedback Muziek DiagBox2 "qX7 4wm2q ee4ha 7Y7qF 0zoS mph 4LI0 QF2QTA x7v3T GGdH8V yLi9Ao MJKI II1J TJf chr" 15 1 1 0 0
1 1069484 DiagramFeedback Muziek DiagBox3 "k4jhs NfKsp 1Hb TqjD M75a7 KqlYNF BTeD" 7 1 3 0 0
1 1069484 DiagramFeedback Muziek DiagBox4 "Tkn 47qjy p08g 1oC YrY" 5 1 NA 0 0
1 1069484 DiagramFeedback Suez DiagBox1 "1at2rV zpYC pusOJT 9g4UQ oC0c38" 5 0 1 0 0
1 1069484 DiagramFeedback Suez DiagBox2 "dZO8 AkEssF eDY BTPVAI jR3 EFajV GeV7 n4F1 2Qqx" 9 1 4 1 0
1 1069484 DiagramFeedback Suez DiagBox3 "Rih02Q rs0 KfdJ jUfuA0 UbT vDa Wivv PR7M0o UWtmI8" 9 0 NA 0 0
1 1069484 DiagramFeedback Suez DiagBox4 "Qget n5bK JNVC CD8D MeP" 5 1 4 0 0
1 1307043 DiagramFeedback Beton DiagBox1 "zW8uY cwDb7 mHF O6OZ L3sS zeIW P06 AtTYw WZofuI" 9 0 1 0 0
1 1307043 DiagramFeedback Beton DiagBox2 "RPvI JEa43j UqaGsZ ruLZ3 bi5jaK tfhl OFL MdNrqn" 8 1 1 1 0
1 1307043 DiagramFeedback Beton DiagBox3 "Sbm 8POBu7 c2iv wFr 6a22 LJ4kD fvXx0O mwZTah pimSQS aiT" 10 1 4 0 0
1 1307043 DiagramFeedback Beton DiagBox4 "bzV87i y9cIS1 6n1fD5 gVKIfQ" 4 0 2 0 0
1 1307043 DiagramFeedback Botox DiagBox1 "0BF HPo 7z0 kwa E43I Ruf6aG MpTn zvSC 3mKEL RnImtL Smb TnC0B TcBv ukA wD9Q 1U4UD RLRax" 17 1 3 0 0
1 1307043 DiagramFeedback Botox DiagBox2 "CJ8k DNem MRLEw sTZjOD in5 LUNgN6 Ueg bRN jvtB qEftWN ya3jY" 11 1 2 0 0
1 1307043 DiagramFeedback Botox DiagBox3 "s77B dNk0HX kMYp hUN hkYZDM" 5 1 1&2 0 0
1 1307043 DiagramFeedback Botox DiagBox4 "nMH42 KbW PgveaT uIuRu pZvMNm JOODz 47WI 7z7jJ0 v9DD4 Aypvc vHn x005" 12 1 3 1 0
1 1307043 DiagramFeedback Geld DiagBox1 "h6qPIt WKfM yow 14cOS9 dN3pW3" 5 0 NA 0 0
1 1307043 DiagramFeedback Geld DiagBox2 "O0XI FSrF TzRY3s S3mez8 83YYS VQZocb kb149 o7N LsI fHM 2mz4z 924S2" 12 1 3 1 0
1 1307043 DiagramFeedback Geld DiagBox3 "ooTaKu 9P9Jx b44IDI nzm Jv9r TBeV PME xKaoGh Fv6YV cch Arl3A" 11 1 NA 0 0
1 1307043 DiagramFeedback Geld DiagBox4 "dAdg6S HmYJ UDOprU hnDC" 4 1 3 0 0
1 1307043 DiagramFeedback Metro DiagBox1 "5qfIbx kSXZWN iGwk HZc 8VZq neLkg" 6 1 4 0 0
1 1307043 DiagramFeedback Metro DiagBox2 "lDHFa xwy2U mSH4h xAnOSB 0oR pYJ znAWJn O4zUV Mq9 rZUS DGxDO uxbM 3wbgpy KC9mT" 14 1 1 0 0
1 1307043 DiagramFeedback Metro DiagBox3 "FzD4d aNEfh PqRk eoo5b NpB 6VMc S30PU0 Gsds VdRyjU 7QV eHhrba" 11 1 NA 1 0
1 1307043 DiagramFeedback Metro DiagBox4 "qiW 8VG zNhG qIBBD" 4 0 2 0 0
1 1307043 DiagramFeedback Muziek DiagBox1 "lmj RsIBp GWk fWTHK qPn dHS4" 6 0 3 0 0
1 1307043 DiagramFeedback Muziek DiagBox2 "h1A nT7C5E 5bcikx S0WFki e1P0" 5 2 4 0 0
1 1307043 DiagramFeedback Muziek DiagBox3 "daq2 cTVb wou DA75eh Ul73 rOaU TRS 2LDxX piz8O lRTD UXC UEbM PrruG wz7hC" 14 1 4 0 0
1 1307043 DiagramFeedback Muziek DiagBox4 "T3a 2iAKUl 5FlO l2p fsm1 lces1k" 6 1 NA 0 0
1 1307043 DiagramFeedback Suez DiagBox1 ? 0 0 NA 0 1
1 1307043 DiagramFeedback Suez DiagBox2 "M0VnZB Qfjag k0U NIi bAh PRgv K5m a2qk i5BIlF xoewH m1DEAB SSnOYd q6B6 rTjc" 14 1 5 0 0
1 1307043 DiagramFeedback Suez DiagBox3 "xSGyM eyiJ7v 1EC7 c0r" 4 1 NA 0 0
1 1307043 DiagramFeedback Suez DiagBox4 "umjd12 waonc9 cng" 3 1 1 1 0
1 1745727 DiagramFeedback Beton DiagBox1 "4zJoa 1R79 Q6BsiS qVMvR O4qC 1z82 0Z7 UqrX NrrS sGR9Y 1wHZ yNupX ORZWwb 40PZa Ht3uyU" 15 1 5 1 0
1 1745727 DiagramFeedback Beton DiagBox2 "99a76 2A8X 9f91KN xmer4n zsn RH6rV m6JA UvNoj gGx7Z ZVB CRXBX N8P2 c3d VoxLYJ" 14 1 3 0 1
1 1745727 DiagramFeedback Beton DiagBox3 "lt2 RRuI 7sXM IuD7 Qdfhm 0HfbGU n5p wQGst l1uY 96001" 10 1 2 0 0
1 1745727 DiagramFeedback Beton DiagBox4 "zGh qX6k GFHecz FJ3m ntF38 OHq N7Qxn AOKkM" 8 1 2 0 0
1 1745727 DiagramFeedback Botox DiagBox1 ? 0 0 NA 0 1
1 1745727 DiagramFeedback Botox DiagBox2 "UgUa GTl5 6cQU VAW Z0Zp1 M8mNFY IiTCf Eyy6x" 8 0 4 0 0
1 1745727 DiagramFeedback Botox DiagBox3 "kO7n RjHfz 58nfsO tjL Bzf PQApFa" 6 1 4 0 0
1 1745727 DiagramFeedback Botox DiagBox4 "0Mtj KlZxQ6 Ki4 56P L5Vaf BwVFw e32wD PEa4GU" 8 0 3 0 0
1 1745727 DiagramFeedback Geld DiagBox1 "V8X12X PoH9l6 mQF 68FQP ZIv sS67 4QCo Dryc 53Drmj 0i8M5 ILos5 0f2X bEDN DUZM 8gzkzG rgSggc" 16 1 4 0 0
1 1745727 DiagramFeedback Geld DiagBox2 "ffO Hby ZHMVG JVLp 35T UUj LtyOi 28p3gX F3bPfQ cvJJGG 6Xs uOkp4A MmD" 13 0 3 1 1
1 1745727 DiagramFeedback Geld DiagBox3 "INZF5K uwOtaZ KPch OLwHSm MNn dAtU Xvl 8Et pHxig X1grJa Wnv Zn0F" 12 2 NA 0 0
1 1745727 DiagramFeedback Geld DiagBox4 ? 0 0 NA 0 1
1 1745727 DiagramFeedback Metro DiagBox1 "rpgXA xt67A B7q9x ruDuPZ NnT geRMPg bwvz mjt q8f nQ3d vEi pLO hoWDe 9Iw Vm4UE UMSI eDO" 17 1 3 0 0
1 1745727 DiagramFeedback Metro DiagBox2 "Sc2i LULA C5E I2Xz 3NI0Z te2 ZhO TnZT NwUCC ZGK" 10 1 NA 0 0
1 1745727 DiagramFeedback Metro DiagBox3 "6Ky7 1E8Hfj BXVZ LXRJ 7Ljk 1vhJC6" 6 1 NA 0 0
1 1745727 DiagramFeedback Metro DiagBox4 "deZX jqe C92 GRUH XmEns lxU7O lQcU 2WAw EJL1qz Q915Vi NptM alt" 12 0 1 0 0
1 1745727 DiagramFeedback Muziek DiagBox1 "KR8 I1oJpP 6eH ilB tbsLMo hiJ HxG R0Ewd" 8 0 5 0 0
1 1745727 DiagramFeedback Muziek DiagBox2 "akfF sJN3jN viYe M5ykC6 MGWS UUMx 4cn 0sd R2Odq nM4DsX tiPJ IZu yuLqpN" 13 1 3 0 0
1 1745727 DiagramFeedback Muziek DiagBox3 "ch8 F4i4HD 24H oBSe qQE" 5 1 5 0 0
1 1745727 DiagramFeedback Muziek DiagBox4 "Z9pH qeb K9Gt uo4abI OuJm wMATt7 zgfd gl8Ei GEB36p ftG bzxHUP D2l mO3q jp2v8 SfKsk" 15 1 2 0 0
1 1745727 DiagramFeedback Suez DiagBox1 "Kjji CFRxf KqzmRf 42gb4p g1QfY sotb kt5 58og" 8 1 4 0 0
1 1745727 DiagramFeedback Suez DiagBox2 ? 0 0 NA 0 1
1 1745727 DiagramFeedback Suez DiagBox3 "2corNq Nyjo IJp4x ULByb TKH sgFU rbL aYPTya" 8 1 NA 0 0
1 1745727 DiagramFeedback Suez DiagBox4 ? 0 0 NA 0 1
1 1909526 DiagramFeedback Beton DiagBox1 "Fym Y65W xFGwN TFM Sl95 NMpJ9 O8X Mg5nP azAm4" 9 1 NA 0 0
1 1909526 DiagramFeedback Beton DiagBox2 "6k3Lu q4b wJx jrBqc" 4 1 4 1 0
1 1909526 DiagramFeedback Beton DiagBox3 "lpM JFq oXL1 S6X8Kk SrRe2 avXA a20" 7 1 NA 0 0
1 1909526 DiagramFeedback Beton DiagBox4 "51SJb JU6l 5TMd6p O7Q1LQ t5JuM" 5 1 2 1 0
1 1909526 DiagramFeedback Botox DiagBox1 "TX5 dgHXD Lg6 akkp 0VR" 5 1 NA 0 0
1 1909526 DiagramFeedback Botox DiagBox2 "gj2i 3Tc2M ImRnKM MGmEtt HfGF1Q ikt w8n9h" 7 0 NA 0 0
1 1909526 DiagramFeedback Botox DiagBox3 "UaIt eUFt8 QgDj 3xJdn Lps SoxhPp 4gsL 5dmn4 iZaQU" 9 2 NA 1 0
1 1909526 DiagramFeedback Botox DiagBox4 "J6xRW QUtgpW 7jl alQE 1QVPS G2Y id8NN9 2Mg V4H 4vXWcE M7Q xAomo VonpMC" 13 0 NA 0 0
1 1909526 DiagramFeedback Geld DiagBox1 "6Rh obexnj d9pcle Slosd OBn wk8 c1Gc Rn3V2 c5IFt jck 3Cw 8eeZ" 12 1 4 1 0
1 1909526 DiagramFeedback Geld DiagBox2 "kIyN zcO0" 2 1 NA 0 0
1 1909526 DiagramFeedback Geld DiagBox3 "zYP tgXUjL nMVo xqOq 5O8h" 5 1 2 0 0
1 1909526 DiagramFeedback Geld DiagBox4 "RnGk2 Ba7 UkBUIr gji277 vZX qDt T8PMif zEh9W AmrdnE A0j0G hA01iE MTf LQBjpE GR4t5W bjcpGe" 15 1 5 0 0
1 1909526 DiagramFeedback Metro DiagBox1 "cX7 HZua lJT8q MnLbW2 KaXa 6a3vW 5I8W TGt8 B2e nKG OdfDK Uiz" 12 0 NA 0 0
1 1909526 DiagramFeedback Metro DiagBox2 "0mT youqFf x1gT 2m0r hg89 Fg2Pb HOSR ZEbUYu zxw 8vYS J3eSlx hI0JqV vWe5" 13 0 4 0 0
1 1909526 DiagramFeedback Metro DiagBox3 "yHPlh nsdXR SBu j3Fr5e hcj V31Nb T8A" 7 0 1 0 0
1 1909526 DiagramFeedback Metro DiagBox4 "9K0 0rldZ5 Ho3GZ3 qH0 AWY8 sVS91K JEAs Hus WbREWB" 9 0 1 1 0
1 1909526 DiagramFeedback Muziek DiagBox1 ? 0 0 NA 0 1
1 1909526 DiagramFeedback Muziek DiagBox2 "C6v6U fc8 7m7oz N3k fMQO HRRTP" 6 0 1 0 0
1 1909526 DiagramFeedback Muziek DiagBox3 "wZJO SQzma bftHH9 hw2" 4 1 4 0 0
1 1909526 DiagramFeedback Muziek DiagBox4 "8hP1 wWG BhkHQ Z4X xif z8P D4FRW 3xY3 ixiUg0 EBV6O9 qma" 11 1 4 0 0
1 1909526 DiagramFeedback Suez DiagBox1 ? 0 0 NA 0 1
1 1909526 DiagramFeedback Suez DiagBox2 "w7kDr p7HPTG 22KflJ O9WG uLrn JaE qpy z2LS" 8 1 4 0 0
1 1909526 DiagramFeedback Suez DiagBox3 "pEZGSd pNvv WO0R7 EHqwYV uvbA w7aE CC8" 7 1 NA 1 0
1 1909526 DiagramFeedback Suez DiagBox4 "FZT5AH okHQv s0Xt6h SO10Tl" 4 0 4 0 0
1 2674169 DiagramFeedback Beton DiagBox1 "Xv5Pn Fwd hAcMVf biC e2Q enmssQ y96ZO D8P qBxf6 xDIU GWu 2Gm dJjoar" 13 1 2 0 0
1 2674169 DiagramFeedback Beton DiagBox2 "maa MZZ E7DUp ogu94s Cgh" 5 1 3 0 0
1 2674169 DiagramFeedback Beton DiagBox3 ? 0 0 NA 0 1
1 2674169 DiagramFeedback Beton DiagBox4 "a8e jWrZ35 b8cKj xxi xJ9Mc9" 5 0 NA 0 0
1 2674169 DiagramFeedback Botox DiagBox1 "Sa0oWO JLqr BiTt LaDwq Q2S vAXyp" 6 1 NA 0 1
1 2674169 DiagramFeedback Botox DiagBox2 "UcHAl2 TEU 4vU 1GYv6q eoF R0r vMFx 8D3 6NQF 8mjB Ncv8Mn rUJDQ lHn3 8ilkV BgJ m3gEP" 16 1 2 0 1
1 2674169 DiagramFeedback Botox DiagBox3 "arwgh pyjV ywcrzi Z7Do QZacEO" 5 1 5 0 0
1 2674169 DiagramFeedback Botox DiagBox4 "oMi3w 8sMV jJYLd 5O2pCF DL0gkh 2rBD Tz05nZ" 7 1 2&3 0 0
1 2674169 DiagramFeedback Geld DiagBox1 ? 0 0 NA 0 1
1 2674169 DiagramFeedback Geld DiagBox2 "hSdfr q4Yg QLqNlt mTrZyc NFf" 5 1 4 0 0
1 2674169 DiagramFeedback Geld DiagBox3 "yApGb4 9wK55H F86wI Ej4vD" 4 1 4 0 0
1 2674169 DiagramFeedback Geld DiagBox4 "6K0xHg mdH io0DT" 3 2 2 1 0
1 2674169 DiagramFeedback Metro DiagBox1 "u1N 087Z SJzsN5 NjRk 7cmm" 5 0 4 0 0
1 2674169 DiagramFeedback Metro DiagBox2 "Ujd bj1ng ikJ 0ge fMhq7 Hrnbb sYsf2P JWj740 82Nth BTaa2o" 10 0 3 0 0
1 2674169 DiagramFeedback Metro DiagBox3 "8VaBwg g15vV t0O nbq7Q Dof EoEo 07a8u 8ypK9" 8 0 NA 1 0
1 2674169 DiagramFeedback Metro DiagBox4 "OcMz VaX yv6 xkv1 Dv20UP 4CH wJfjDE C6vg" 8 0 2 1 0
1 2674169 DiagramFeedback Muziek DiagBox1 "D5OVl svzr cYp FdE chSMt" 5 0 3 0 0
1 2674169 DiagramFeedback Muziek DiagBox2 "YGWFD ynkn GonpW cwIFK GNCBe" 5 0 3 0 0
1 2674169 DiagramFeedback Muziek DiagBox3 "It7L ftxJpN 0oXL W5ou etO p2f6p" 6 0 4 0 0
1 2674169 DiagramFeedback Muziek DiagBox4 "F6Gvg 4L7Yt ykO AaGEDl ujN9j9 M2bQyk" 6 1 1 0 0
1 2674169 DiagramFeedback Suez DiagBox1 "JeZMC FFuVd Xh7t UlhCu9" 4 1 NA 1 0
1 2674169 DiagramFeedback Suez DiagBox2 "5PaEo FufTr iTM8MH MEZA" 4 0 3&4 0 0
1 2674169 DiagramFeedback Suez DiagBox3 "VV4Y8d 6vAunN 3ocOC AmRck GGBv 77Xl gXCMJ" 7 0 3 0 0
1 2674169 DiagramFeedback Suez DiagBox4 "qKaW YTRo Thxw6" 3 1 2 0 0
1 3304424 DiagramFeedback Beton DiagBox1 "s7Cmx3 AqsNtH UhExsK Dfu2 u51 eOB AclR1q MbW9P1 RcAAr 8ibAL xOF8" 11 1 3 0 0
1 3304424 DiagramFeedback Beton DiagBox2 "QYV 1mg2A0 Typf7K DD3Nmk 7hI5Az ZED hK8haU" 7 1 4 1 0
1 3304424 DiagramFeedback Beton DiagBox3 ? 0 0 NA 0 1
1 3304424 DiagramFeedback Beton DiagBox4 ? 0 0 NA 0 1
1 3304424 DiagramFeedback Botox DiagBox1 "wzggF IBqNr5 H3o Jpgg QK1 9rQ cKcZ7r 6nl1yK 9Bo88 wtpl8" 10 1 NA 0 0
1 3304424 DiagramFeedback Botox DiagBox2 "oQZ eII ixIvxP 7tNLBf 9N7CV xujmKK g47cs QeJj h8Tn yw5 ELo d2MpUy DYI V5jk spmUx" 15 1 4 1 0
1 3304424 DiagramFeedback Botox DiagBox3 "z342M UuE 384 mQFb" 4 1 2 1 1
1 3304424 DiagramFeedback Botox DiagBox4 "IifYjd XKd nx8 6m8B XDdpdX" 5 1 5 0 0
1 3304424 DiagramFeedback Geld DiagBox1 "XMr48 gvNpGW 5uefk dtIM 7NICAU QsDeGs Schz" 7 0 NA 0 0
1 3304424 DiagramFeedback Geld DiagBox2 "B8bT r81Vr 5jrpjs 26WAse" 4 2 2 1 0
1 3304424 DiagramFeedback Geld DiagBox3 "PmOPr0 ASg7IU KqH" 3 1 3 0 0
1 3304424 DiagramFeedback Geld DiagBox4 "gQv ZwH UvVm9" 3 1 2 0 0
1 3304424 DiagramFeedback Metro DiagBox1 "tgjq 83hfi gjKl09 4QwbZs" 4 1 3 0 0
1 3304424 DiagramFeedback Metro DiagBox2 "9Sm7L S6hlS zkm5jj mMUO P06ew GouvNF 2ds1 0L6mv" 8 0 2 0 1
1 3304424 DiagramFeedback Metro DiagBox3 "H1G p8ccU pO9C kTm ZZS" 5 1 NA 0 0
1 3304424 DiagramFeedback Metro DiagBox4 "TWJFKF cNU8i DhCbrA ab4B eiNgI ufdKg RZWa 7z65Qz y3Wabq g7rv" 10 0 5 0 0
1 3304424 DiagramFeedback Muziek DiagBox1 "Vee 3Qg7M nmNE PA5m AHJmlD" 5 0 2 0 0
1 3304424 DiagramFeedback Muziek DiagBox2 "HHmE Txa SfHD" 3 1 3 0 0
1 3304424 DiagramFeedback Muziek DiagBox3 "xQI23 W1m SwZJ1G JSN q4X eK5bVO" 6 1 5 0 0
1 3304424 DiagramFeedback Muziek DiagBox4 ? 0 0 NA 0 1
1 3304424 DiagramFeedback Suez DiagBox1 "KRJ AGRnYB 8zM rsR2 rhOzv U9fWB 5MsI" 7 1 4 0 0
